Name,BSE Code,NSE Code,Industry,Current Price,Return over 3months,Return over 6months,Volume 1month average,Volume 1week average,Volume,High price,Low price,High price all time,Low price all time,Return over 1day,Return over 1week,Return over 1month,DMA 50,DMA 200,DMA 50 previous day,DMA 200 previous day,RSI,MACD,MACD Previous Day,MACD Signal,MACD Signal Previous Day,Return over 1year,Return over 3years,Return over 5years,Volume 1year average,Return over 7years,Return over 10years,Market Capitalization
Adinath Textiles,514113,,Textiles - Spinning - Synthetic / Blended,30.67,12.10,5.58,27823,19677,4516,35.54,23.21,101.70,1.13,-1.60,0.76,3.54,28.75,28.12,28.67,28.09,56.88,0.80,0.83,0.74,0.72,22.73,21.86,66.46,7443,30.81,32.64,20.89
Adit.Birla Money,532974,BIRLAMONEY,Finance & Investments,165.60,25.84,36.46,958685,416891,247419,189.08,59.85,189.08,7.50,-1.98,-0.49,-0.78,157.45,125.47,157.12,125.07,50.77,2.33,2.70,3.24,3.47,167.96,34.67,38.37,642049,6.82,21.08,935.79
Aditya AMC,543374,ABSLAMC,Finance & Investments,686.00,28.57,40.46,473843,328237,239129,732.40,382.05,732.40,307.00,-1.11,-2.81,4.01,645.03,541.07,643.36,539.62,53.89,16.68,18.83,19.95,20.76,68.22,,,261570,,,19763.64
Aditya Bir. Fas.,535755,ABFRL,Textiles - Products,335.50,33.93,31.72,6246656,6230775,3829341,348.90,192.95,359.50,72.45,-0.55,1.67,2.40,313.46,268.08,312.56,267.40,58.68,6.09,6.22,5.28,5.08,59.91,16.36,11.20,5650708,10.26,10.71,34090.21
Aditya Birla Cap,540691,ABCAPITAL,Finance & Investments,211.59,-6.83,17.45,4847980,7249960,9728525,246.95,155.00,264.00,37.35,-3.86,-5.30,-10.35,224.11,202.40,224.62,202.30,34.92,-3.21,-2.51,-2.80,-2.70,12.25,23.04,19.47,6597878,,,55060.03
Aditya Consumer,540146,,Trading,79.99,-26.24,12.57,11889,16400,11000,148.75,60.00,237.00,8.82,-1.78,-6.47,-2.16,86.46,84.41,86.72,84.45,45.23,-0.72,-0.50,-1.36,-1.52,32.21,11.73,27.98,16246,4.70,,117.06
Aditya Ispat,513513,,Steel - Medium / Small,11.20,13.13,-9.24,13239,36068,37416,13.00,7.87,21.05,1.60,-1.75,6.87,9.27,10.47,10.20,10.44,10.19,58.28,0.10,0.05,0.02,0.00,30.38,5.83,22.87,7336,11.28,5.92,5.99
Aditya Spinners,521141,,Textiles - Spinning - Synthetic / Blended,24.95,2.84,-13.31,19218,42924,9765,32.00,17.35,32.00,2.86,-1.11,8.53,11.93,22.50,23.21,22.40,23.20,62.45,1.01,1.01,0.79,0.74,22.48,21.18,39.52,6762,15.68,,41.77
Aditya Vision,540205,,Trading,4448.15,27.19,20.12,15666,19002,12969,5049.95,2155.00,5049.95,15.00,-2.85,-9.79,-2.31,4277.95,3516.52,4271.01,3507.16,47.06,114.08,142.06,164.20,176.73,80.44,56.85,183.01,20260,88.91,,5723.13
Adjia Tech,543269,,Computers - Software - Medium / Small,45.10,4.08,45.48,2667,0,0,45.49,28.00,74.50,22.00,-0.44,0.00,-0.86,35.05,35.54,34.64,35.44,68.06,3.45,3.32,2.59,2.37,67.04,18.65,,3098,,,3.97
Adline Chem Lab,524604,,Pharmaceuticals - Indian - Formulations,15.59,-33.35,-45.01,150,200,200,28.97,11.35,28.97,4.75,-1.95,-1.95,7.89,18.08,15.01,18.18,15.00,42.41,-1.44,-1.60,-2.06,-2.22,40.07,40.68,21.20,692,4.38,,9.12
Ador Fontech,530431,,Electrodes - Welding Equipment,141.20,-6.05,-0.42,63804,36778,24324,169.70,102.55,169.70,5.71,-0.07,-4.72,-3.45,142.67,136.97,142.73,136.92,46.29,-0.19,-0.02,0.50,0.67,31.17,19.67,23.06,48953,15.49,11.86,494.20
Ador Multi Prod.,523120,,Personal Care - Indian,34.55,-1.20,-13.60,3920,3843,7771,44.55,29.76,155.00,6.66,2.52,-6.44,5.72,34.77,37.50,34.78,37.53,49.57,0.19,0.24,0.18,0.18,11.27,-30.21,-2.47,5177,5.95,9.54,16.15
Ador Welding,517041,ADORWELD,Electrodes - Welding Equipment,1433.45,6.93,-0.81,36650,22862,20199,1770.00,1022.00,1770.00,74.05,-1.22,-0.12,0.23,1396.87,1359.63,1395.37,1358.89,54.54,14.59,14.99,14.63,14.64,31.32,26.13,36.83,45724,20.44,21.11,1949.49
Adroit Info.,532172,ADROITINFO,Computers - Software - Medium / Small,17.75,-9.90,-2.20,57010,89427,42266,24.95,12.01,63.75,0.51,0.62,2.78,-0.17,18.14,17.57,18.16,17.57,48.40,-0.25,-0.29,-0.32,-0.34,39.00,45.61,19.91,108207,-10.20,-0.42,68.68
Advait Infratech,543230,,Construction,2007.40,33.67,80.35,29783,12079,15644,2260.00,352.25,2260.00,25.00,1.44,-0.59,3.74,1842.84,1312.24,1836.13,1305.25,54.69,52.45,57.23,77.81,84.15,392.13,310.45,,32820,,,2049.08
Advance Lifes.,521048,,Textiles - Jute - Yarn / Products,44.17,6.69,-3.98,4213,9550,1373,64.80,31.92,64.80,3.93,-4.99,-10.39,-2.99,45.00,43.50,45.04,43.49,47.39,0.93,1.24,0.70,0.65,31.46,18.64,,1382,20.78,24.82,27.50
Advance Meter.,534612,,Electric Equipment,38.31,-21.03,-24.42,15702,12006,6759,64.62,25.95,64.62,5.81,0.37,-1.26,-3.45,40.28,39.74,40.36,39.76,44.50,-0.63,-0.66,-0.78,-0.81,17.34,41.65,14.82,22899,4.37,10.13,61.53
Advance Petroch.,506947,,Chemicals,200.45,-6.35,3.19,129,108,151,295.00,108.30,462.00,13.00,-5.00,-5.38,-30.40,215.25,178.37,215.85,178.15,40.71,-0.65,1.58,6.89,8.78,-11.17,,,130,33.99,25.89,18.04
Advance Syntex,539982,,Textiles - Spinning - Synthetic / Blended,6.65,-10.62,-19.78,4795,3260,3260,9.65,4.23,45.40,4.23,-4.59,-4.59,-8.78,7.34,7.83,7.37,7.84,39.71,-0.13,-0.09,0.00,0.03,34.62,-18.56,-18.51,7871,-15.98,,7.38
Advanced Enzyme,540025,ADVENZYMES,Pharmaceuticals - Indian - Bulk Drugs & Formln,433.15,8.65,11.67,468532,879289,1100897,442.00,291.10,503.70,91.05,2.39,8.55,8.50,386.96,365.07,385.08,364.39,72.45,11.74,9.96,6.66,5.39,26.84,1.81,23.32,331287,4.62,,4843.66
Advani Hotels.,523269,ADVANIHOTR,Hotels,77.35,-2.83,-1.19,518798,1604411,667342,91.65,39.30,91.65,4.01,0.17,11.15,8.53,72.21,67.80,72.00,67.71,63.78,1.13,0.78,0.00,-0.28,73.90,26.64,23.89,286377,13.99,7.51,715.01
Advik Capital,539773,,Finance & Investments,2.84,13.15,-21.11,2777016,5340078,2120374,4.35,1.90,6.12,0.28,0.35,-0.70,1.79,2.66,2.74,2.65,2.73,59.77,0.08,0.08,0.06,0.05,44.90,7.13,14.71,4937137,-2.70,,121.60
Aegis Logistics,500003,AEGISLOG,Trading,735.35,21.57,89.74,548061,380192,436533,970.00,280.00,970.00,2.66,-4.33,-17.77,-20.24,798.44,582.36,801.02,580.82,33.23,-5.06,4.70,13.97,18.72,92.95,37.73,30.07,1149686,21.77,35.67,25810.79
Aelea,544213,,Food - Processing - Indian,186.40,,,634920,273600,285600,205.95,156.75,205.95,156.75,2.53,-2.97,,177.98,174.59,177.63,174.48,,4.21,4.43,3.53,3.36,,,,634920,,,379.67
Aeonx Digital,524594,,Trading,128.00,22.31,-37.18,4706,4422,6243,216.40,85.00,257.30,4.06,-0.85,-1.65,-7.91,127.83,126.20,127.82,126.18,46.77,-0.33,-0.19,0.30,0.46,9.92,8.85,43.41,7636,5.16,17.37,58.88
Aeroflex,543972,AEROFLEX,Steel - Medium / Small,151.56,2.16,-1.97,596823,407714,543428,197.40,114.40,197.40,114.40,-1.20,-4.05,-4.78,151.38,150.22,151.37,150.20,46.64,0.77,1.14,1.23,1.35,,,,1166248,,,1959.98
Aerpace Indus,534733,,Trading,44.88,155.58,445.99,313902,410975,745998,44.88,2.53,44.88,0.28,2.00,10.35,45.29,31.46,17.77,30.91,17.50,97.18,4.11,4.00,3.70,3.60,1396.00,130.39,118.56,291063,28.40,39.31,613.39
Aether Industri.,543534,AETHER,Chemicals,905.70,9.74,5.76,72300,61999,65596,1092.95,761.55,1210.80,699.85,1.09,0.13,-1.26,880.18,874.13,879.14,873.81,55.05,6.91,7.02,8.58,9.00,-12.87,,,129711,,,12005.08
Affle India,542752,AFFLE,Computers - Software - Medium / Small,1482.95,36.23,25.22,718052,627236,435883,1547.10,988.15,1547.10,153.18,1.27,1.55,10.72,1335.73,1197.66,1329.73,1194.80,63.91,47.58,47.98,45.80,45.36,33.68,21.37,,368043,,,20797.79
Affordable Robo.,541402,,Engineering,542.80,5.93,5.31,24045,17248,31460,851.18,409.50,851.18,19.26,-0.02,-1.83,-3.31,548.01,526.77,548.22,526.61,46.91,-4.21,-4.49,-4.88,-5.05,1.03,56.24,51.12,26083,,,610.45
AFLOAT Enterpris,543377,,Trading,11.94,3.83,-11.82,32500,50000,70000,16.00,7.80,16.00,5.40,4.92,-0.25,-0.50,11.27,10.42,11.25,10.41,54.23,0.19,0.15,0.03,-0.02,46.50,,,27604,,,5.44
Agarwal Float,,AGARWALFT,Trading,92.85,32.64,43.07,32833,31200,36000,92.85,35.00,92.85,30.00,4.97,9.24,21.53,72.93,60.96,72.12,60.64,82.16,5.75,5.38,5.56,5.52,169.13,,,25741,,,67.26
Agarwal Fortune,530765,,Trading,22.05,-11.80,-23.01,1243,1938,3765,44.65,17.50,44.65,1.00,-10.00,-0.99,-10.00,24.11,23.44,24.20,23.45,44.12,-0.41,-0.32,-0.36,-0.34,-7.89,112.74,82.14,2801,48.57,23.98,7.74
Agarwal Indl.,531921,AGARIND,Petrochemicals,1217.55,44.24,11.62,69824,56777,63723,1298.00,765.05,1298.00,12.60,0.37,2.55,-0.95,1121.14,973.57,1117.20,971.12,57.77,19.45,18.64,24.88,26.24,41.86,50.69,60.14,89733,11.75,30.90,1821.19
AGI Greenpac,500187,AGI,Packaging,767.60,4.10,-6.47,271259,365193,201917,1089.00,609.80,1089.00,5.97,-0.56,-3.79,-16.98,775.36,760.36,775.68,760.28,46.14,2.75,5.40,11.72,13.97,16.93,45.69,63.51,272937,32.06,26.60,4966.17
AGI Infra,539042,AGIIL,Construction,857.05,-5.61,-14.38,2843,2299,968,1125.00,552.15,1125.00,37.70,1.12,-1.66,-2.89,874.65,831.58,875.37,831.32,44.63,-2.47,-1.41,2.23,3.40,50.40,77.95,76.53,3336,23.11,,1047.03
Agio Paper,516020,,Paper,5.35,9.41,16.30,3494,2760,1730,7.74,2.80,42.95,0.65,0.00,-3.08,19.42,5.01,4.49,5.00,4.49,54.76,0.20,0.22,0.27,0.28,81.97,0.63,16.43,2908,9.47,3.34,8.63
Agni Green,,AGNI,Electric Equipment,45.20,-34.63,-41.22,98553,158500,302500,84.70,20.50,84.70,17.00,-4.94,-16.91,-26.32,55.35,51.56,55.76,51.62,30.16,-1.98,-1.53,-1.18,-0.98,110.23,,,110731,,,88.30
Agri-Tech India,537292,AGRITECH,Miscellaneous,236.07,16.23,12.68,271788,84652,62766,309.15,132.45,309.15,4.76,0.73,-6.46,18.15,212.54,193.42,211.58,192.99,57.69,12.22,13.03,11.04,10.75,66.60,69.53,33.49,47413,19.65,40.73,140.23
Agro Phos India,,AGROPHOS,Fertilizers,45.99,4.05,-19.60,157713,173770,72318,65.75,33.00,155.40,4.95,-1.33,-2.04,-5.49,46.45,43.83,46.47,43.81,45.67,0.09,0.21,0.28,0.33,34.87,45.27,-12.76,171412,10.61,,93.24
Agro Tech Foods.,500215,ATFL,Food - Processing - Indian,883.75,22.50,3.81,153490,97672,92275,1090.00,644.45,1149.75,61.55,-1.62,-6.94,9.71,816.79,794.12,814.06,793.22,54.36,40.88,45.98,45.23,46.31,-1.10,-4.20,12.21,71710,7.66,4.68,2153.70
AGS Transact,543451,AGSTRA,Computers - Hardware,84.59,18.31,-22.25,790619,753737,490268,126.75,55.85,181.85,44.00,-0.17,-8.02,4.20,82.02,79.71,81.92,79.66,51.08,1.96,2.28,2.12,2.16,37.66,,,809051,,,1034.14
Ahasolar Technol,543941,,Trading,432.30,-8.41,23.04,34189,47840,23600,657.75,207.00,657.75,203.00,1.72,-15.55,29.86,400.02,379.58,398.70,379.05,55.52,25.48,27.83,23.46,22.95,18.99,,,22433,,,133.25
Ahimsa Industrie,,AHIMSA,Plastics Products,27.60,78.06,,44571,33000,6000,27.60,15.10,31.80,7.95,4.94,10.18,39.39,18.12,22.44,17.73,22.39,88.64,3.18,2.90,2.21,1.97,83.39,5.88,-2.58,62471,0.75,,15.11
Ahlada Engineers,,AHLADA,Steel - Medium / Small,112.14,-8.38,-21.06,45911,34768,34164,167.35,90.65,248.00,36.30,0.69,-0.89,-8.91,118.26,118.75,118.51,118.82,39.97,-2.31,-2.33,-2.23,-2.21,-0.80,-19.47,14.23,116485,,,144.90
Ahluwalia Contr.,532811,AHLUCONT,Construction,1357.05,23.49,52.01,151894,87260,47359,1542.45,649.40,1542.45,15.15,-2.46,-0.05,-7.44,1309.54,1066.82,1307.60,1063.90,49.39,23.55,28.49,33.94,36.53,82.84,53.15,36.39,122902,25.28,25.31,9090.55
Ahm. Steelcraft,522273,,Trading,165.35,306.97,259.30,777,1209,817,165.35,19.10,165.35,4.57,1.97,10.31,45.23,112.03,63.96,109.86,62.94,99.78,16.49,16.18,15.36,15.08,702.67,100.71,70.73,1793,34.47,16.80,67.63
AI Champ.Inds.,532806,,Textiles - Jute - Yarn / Products,52.53,1.41,3.90,4017,8385,6299,70.50,34.40,229.01,6.24,-1.81,-8.96,-6.86,55.10,50.74,55.21,50.72,43.53,-0.21,0.01,-0.17,-0.15,21.51,51.86,45.34,2911,9.80,11.34,161.55
AIA Engineering,532683,AIAENG,Castings & Forgings,4499.05,19.54,1.72,106047,78497,19137,4795.00,3340.05,4795.00,75.30,-0.38,2.35,5.55,4190.44,3834.36,4177.84,3827.68,59.71,115.26,118.98,103.39,100.42,31.83,32.17,22.66,87617,17.70,19.12,42435.21
Aik Pipes & Poly,544072,,Plastics Products,160.00,39.01,30.56,28463,39680,12800,166.95,96.50,166.95,96.50,0.57,10.92,25.98,135.50,121.13,134.50,120.74,68.96,7.52,7.08,5.51,5.01,,,,41203,,,101.81
Aimco Pesticides,524288,,Pesticides / Agrochemicals - Indian,97.35,-6.80,-19.35,11358,12840,6445,145.00,89.00,271.00,4.02,-0.66,0.83,-6.80,100.48,109.72,100.61,109.85,41.83,-1.24,-1.27,-1.08,-1.04,-14.98,-5.14,3.37,14288,-7.49,13.83,93.29
Aimtron,,AIMTRON,Electronics - Components,512.50,,,147495,90720,79200,729.95,240.10,729.95,240.10,3.41,-8.38,-26.41,474.32,337.99,472.76,336.23,47.01,8.38,11.46,25.95,30.35,,,,242520,,,1046.21
Aion-Tech Soluti,531439,GOLDTECH,Computers - Software - Medium / Small,133.73,-5.86,-15.36,134571,241211,69283,173.70,78.85,272.80,2.38,-0.09,-10.51,-9.04,133.43,125.60,133.42,125.52,49.23,0.61,0.82,0.81,0.86,45.52,110.68,62.23,63109,46.81,33.93,462.47
Airan,543811,AIRAN,Computers - Software - Medium / Small,29.38,15.90,-1.24,510433,334955,290764,37.00,19.56,189.51,8.20,-1.90,-2.91,-5.83,29.23,26.53,29.22,26.50,46.36,0.05,0.11,0.26,0.31,44.73,7.05,8.10,482611,-10.80,,367.31
Airo Lam,,AIROLAM,Miscellaneous,128.63,-17.91,-13.12,29239,46191,20318,196.80,100.55,196.80,14.45,-0.10,-0.38,-4.81,139.75,138.73,140.20,138.83,38.85,-3.96,-4.05,-3.38,-3.24,-0.21,37.11,34.71,28748,,,192.97
Ajanta Pharma,532331,AJANTPHARM,Pharmaceuticals - Indian - Formulations,2828.50,17.14,24.76,245253,447466,323329,2866.00,1650.05,2866.00,4.03,1.29,17.77,24.79,2368.71,2142.52,2349.95,2135.62,85.38,105.35,83.42,44.72,29.57,61.91,23.19,34.69,166881,17.89,20.94,35615.81
Ajanta Soya,519216,,Miscellaneous,30.83,5.73,0.29,83662,87738,72136,39.78,24.60,69.38,0.72,1.82,0.06,-1.63,29.95,30.51,29.91,30.50,55.14,0.20,0.18,0.26,0.27,11.91,10.91,49.85,133524,21.25,25.62,248.13
Ajcon Global,511692,,Finance & Investments,43.40,29.32,17.17,10088,2877,1146,51.40,25.25,59.40,3.25,1.93,3.04,20.93,38.50,35.93,38.30,35.86,59.87,1.96,2.01,2.07,2.10,44.67,2.84,8.55,4757,11.00,11.74,26.56
Ajel,530713,,Computers - Software - Converts,22.87,43.84,51.76,18560,5559,3067,28.59,9.00,67.00,1.62,1.11,1.73,-16.01,20.42,16.58,20.32,16.52,54.87,0.85,0.93,1.31,1.43,159.30,85.90,32.26,10806,26.39,19.11,26.64
Ajmera Realty,513349,AJMERA,Construction,718.20,-8.13,7.50,88023,74696,26122,834.47,306.87,1455.22,43.02,3.03,4.89,5.44,682.01,598.17,680.53,596.96,61.87,7.59,5.63,4.90,4.23,93.54,30.46,45.41,202119,20.68,27.65,2548.17
Ajooni Biotech,,AJOONI,Food - Processing - Indian,7.68,32.87,31.96,4151464,5301369,2107844,8.19,3.40,20.91,1.40,-1.79,8.47,13.78,6.43,5.74,6.38,5.72,66.63,0.42,0.41,0.32,0.29,109.84,-17.04,28.64,1579918,,,132.28
Ajwa Fun World,526628,,Recreation / Amusement Parks,37.45,82.68,38.14,7067,2100,2100,40.30,15.69,40.30,2.42,-4.97,-4.97,-2.45,27.73,21.91,27.33,21.75,75.89,3.99,3.96,2.69,2.36,149.83,68.20,,874,4.65,20.20,23.93
Akanksha Power,,AKANKSHA,Electric Equipment,122.25,21.28,12.72,86737,44000,48000,191.90,62.00,191.90,62.00,1.03,-6.21,-30.28,126.25,99.88,126.42,99.65,40.78,-1.86,-1.02,2.47,3.55,,,,182469,,,226.39
Akar Auto Indust,530621,,Auto Ancillaries,112.15,-1.36,-13.56,23181,22921,18034,169.70,80.26,169.70,5.28,-1.28,2.89,4.47,109.68,111.09,109.58,111.08,54.49,1.31,1.26,0.90,0.79,28.14,64.71,42.11,18143,12.62,24.86,120.99
Akash InfraProj.,,AKASH,Construction,37.21,-2.08,-5.20,76693,211677,51421,50.60,25.30,281.00,22.50,2.09,7.98,-1.77,35.73,35.55,35.67,35.53,55.20,0.59,0.56,0.34,0.28,41.48,-41.89,-8.78,73295,-1.20,,62.75
AKG Exim,,AKG,Trading,21.66,6.18,-5.41,293053,220734,640247,32.60,17.60,49.91,8.30,-4.24,-3.78,1.98,22.02,22.89,22.03,22.90,45.41,0.17,0.27,0.20,0.20,-25.57,26.34,19.23,235989,,,68.83
AKI India,542020,AKI,Leather / Leather Products,23.31,21.41,-20.17,79137,68434,35037,32.50,10.55,32.50,0.00,-2.22,-1.77,-5.55,23.75,22.71,23.77,22.70,45.40,-0.13,-0.09,-0.16,-0.16,16.55,125.61,77.31,141258,,,199.92
Akiko,,AKIKO,Finance & Investments,75.30,,,62989,80000,180800,98.00,73.00,98.00,73.00,-0.66,-3.59,-14.92,84.98,90.65,85.38,90.81,29.25,-3.51,-3.56,-3.60,-3.62,,,,133078,,,81.10
Akme Fintrade,544200,AFIL,Finance & Investments,113.26,,,682412,319783,332039,134.70,92.71,134.70,92.71,0.77,-2.81,2.17,119.64,128.47,119.90,128.62,46.91,-1.38,-1.42,-2.85,-3.21,,,,789752,,,483.34
Aksh Optifibre,532351,AKSHOPTFBR,Cables - Telephone,8.93,-0.78,-29.69,602817,557211,234835,15.85,7.84,96.95,2.68,-1.11,-0.67,4.32,8.81,9.64,8.80,9.64,53.64,0.07,0.07,0.04,0.03,-10.70,-3.70,-0.27,826531,-14.18,-6.97,145.29
Akshar Spintex,541303,AKSHAR,Textiles - Cotton/Blended,2.42,-1.22,-37.47,3043597,3045619,1477413,6.69,2.10,11.16,0.44,-1.63,-5.84,-5.84,2.53,3.41,2.53,3.42,46.76,-0.02,-0.02,-0.03,-0.04,-58.77,11.20,22.15,4610357,,,72.60
AksharChem (I),524598,AKSHARCHEM,Dyes And Pigments,366.05,34.75,32.01,33297,66703,69910,374.95,230.00,945.00,5.75,9.99,12.23,15.22,308.56,285.15,306.22,284.34,65.26,12.88,10.76,9.76,8.98,50.61,-7.33,10.67,31748,-10.33,8.39,294.05
Akzo Nobel,500710,AKZOINDIA,Paints / Varnishes,3117.50,26.46,6.33,22724,43341,48394,3199.95,2265.10,3199.95,214.05,0.18,8.53,5.90,2823.33,2640.71,2811.32,2635.91,69.83,57.76,46.36,38.81,34.07,10.44,11.99,12.71,17660,8.20,11.75,14197.19
Alacrity Sec.,535916,,Finance & Investments,100.04,9.49,127.93,151111,179200,184000,107.30,11.00,107.30,0.00,1.01,19.29,12.33,87.80,60.38,87.30,59.98,67.94,1.64,0.96,0.04,-0.36,809.45,120.75,,72838,40.73,31.24,241.70
Alan Scott Inds.,539115,,Textiles - Products,65.50,-14.30,-37.68,4373,8134,8330,118.88,44.75,247.71,4.49,-2.72,-3.22,-11.01,70.37,73.60,70.56,73.69,40.90,-1.04,-0.86,-0.89,-0.85,46.27,52.63,,4771,45.70,,23.79
Alankit,531082,ALANKIT,Computers - Software - Medium / Small,26.30,46.11,31.50,4813437,7525855,2840535,28.74,9.65,88.75,0.02,-1.98,2.94,4.32,22.85,18.65,22.71,18.58,61.96,1.26,1.29,1.12,1.09,143.52,19.92,3.78,1874488,-3.68,18.15,713.15
Albert David,524075,ALBERTDAVD,Pharmaceuticals - Indian - Bulk Drugs & Formln,1260.90,11.53,-10.67,14031,15047,10871,1607.90,726.30,1607.90,40.00,-2.43,-3.81,-7.61,1255.24,1122.64,1255.00,1121.25,47.89,4.24,6.32,4.14,4.12,58.34,33.55,29.11,23347,21.77,19.84,719.97
Alchemist Corp.,531409,,Trading,12.25,-22.96,-33.50,722,99,99,19.43,10.70,120.00,4.36,0.00,0.00,-3.54,15.08,15.20,15.19,15.23,18.86,-1.00,-0.97,-0.74,-0.68,-9.12,14.78,-2.58,1498,9.99,-0.93,6.01
Alembic,506235,ALEMBICLTD,Construction,146.80,60.88,41.84,4106815,2839665,3595151,158.50,74.15,158.50,5.44,4.53,-6.46,22.10,125.60,101.90,124.73,101.45,60.09,7.88,8.29,9.39,9.76,80.45,7.64,33.38,2138162,24.16,20.92,3769.56
Alembic Pharma,533573,APLLTD,Pharmaceuticals - Indian - Bulk Drugs & Formln,1245.05,21.58,26.29,834817,277027,322667,1255.00,707.15,1255.00,31.00,2.68,2.36,25.88,1033.89,920.72,1025.27,917.46,72.12,73.22,70.81,62.96,60.39,59.54,16.70,19.15,291796,12.92,13.46,24473.09
Alexander Stamps,511463,,Trading,14.94,-1.52,-4.23,29217,16185,22309,22.75,12.79,90.93,4.65,0.20,0.95,-1.45,14.97,15.47,14.98,15.47,49.88,-0.02,-0.02,-0.03,-0.03,-1.45,-13.33,3.30,37411,-8.82,10.00,13.91
Alfa Ica (I),530973,,Miscellaneous,72.50,17.69,16.41,1210,768,1535,75.69,46.66,85.00,5.00,0.69,7.25,11.54,66.82,61.10,66.59,60.99,59.63,1.53,1.41,1.29,1.23,45.15,13.64,17.77,1020,2.50,20.23,29.29
Alfa Transformer,517546,,Electric Equipment,94.26,-14.15,-20.82,34441,43773,8179,126.36,42.12,171.60,5.40,-2.00,1.83,5.15,93.57,85.34,93.54,85.25,51.77,1.10,1.19,0.29,0.08,128.23,112.31,35.68,43354,17.22,17.07,86.25
Alfavision Overs,531156,,Miscellaneous,17.44,24.57,3.44,77494,53419,13738,25.05,11.00,41.60,0.96,0.87,12.73,40.31,14.24,15.13,14.11,15.10,84.26,1.14,1.08,0.87,0.81,-13.23,64.89,39.51,30623,17.50,17.94,54.98
Alfred Herbert,505216,,Finance & Investments,1500.00,-5.51,-11.56,130,104,10,1885.75,725.10,1885.75,56.25,0.00,0.15,3.24,1455.09,1324.36,1453.26,1322.60,54.48,15.67,15.45,20.24,21.39,97.95,32.15,21.78,142,8.02,19.80,115.50
Algoquant Fin,505725,,Finance & Investments,1199.45,-2.87,-21.43,7246,8075,6668,1619.80,573.00,1619.80,2.57,0.45,0.32,0.11,1211.88,1132.33,1212.39,1131.66,48.07,-2.36,-2.42,-2.51,-2.54,84.02,124.09,146.46,8948,105.54,58.30,963.88
Alicon Cast.,531147,ALICON,Castings & Forgings,1306.25,45.82,34.76,22901,34623,39577,1399.00,775.55,1399.00,7.92,1.24,4.99,-1.82,1198.55,1013.13,1194.15,1010.19,59.60,18.35,16.18,17.78,17.64,51.66,18.97,27.33,32051,12.32,24.47,2124.20
Alkali Metals,533029,ALKALI,Chemicals,126.29,12.01,-11.03,38956,48664,54951,165.00,94.25,399.40,13.15,1.89,-7.42,-13.27,130.36,123.44,130.53,123.41,41.76,-1.43,-0.99,0.57,1.07,18.42,15.25,24.60,54668,9.70,20.06,128.56
Alkem Lab,539523,ALKEM,Pharmaceuticals - Indian - Bulk Drugs & Formln,5295.75,2.85,4.55,203405,142953,83980,5581.20,3440.05,5581.20,1152.50,0.46,0.11,4.59,5147.91,4810.48,5141.88,4805.60,56.28,45.26,43.39,41.97,41.14,29.20,15.92,25.82,255982,16.40,,63318.63
Alkosign,543453,,Printing & Stationery,125.00,-28.14,-40.53,19658,24000,9750,260.95,101.60,260.95,45.10,2.04,3.39,-2.27,132.63,150.81,132.94,151.07,49.70,-2.56,-3.03,-3.14,-3.28,4.06,,,38290,,,89.94
Alkyl Amines,506767,ALKYLAMINE,Chemicals,2137.15,5.75,-5.57,61180,100788,98781,2735.00,1805.00,4749.00,5.56,1.35,4.23,0.41,2058.29,2156.20,2055.07,2156.39,62.44,12.12,7.33,3.49,1.33,-11.78,-20.21,45.86,76897,45.36,32.61,10927.47
All E Tech,,ALLETEC,Computers - Software - Medium / Small,364.30,48.09,22.70,160884,195920,75600,427.80,112.50,427.80,83.05,-2.87,6.63,36.70,298.93,253.55,296.27,252.43,64.87,30.58,31.93,25.49,24.21,200.58,,,94402,,,735.67
Allcargo Gati,532345,ACLGATI,Trading,98.02,-15.06,-19.13,1083411,1398009,743098,177.65,90.00,342.00,22.65,-0.41,3.31,-3.92,101.00,113.87,101.13,114.03,47.94,-1.46,-1.65,-1.92,-2.03,-35.26,-13.74,16.90,854804,-2.86,-2.86,1441.05
Allcargo Logist.,532749,ALLCARGO,Miscellaneous,64.07,-9.06,-19.96,3055793,2533769,1977244,98.00,59.30,98.00,5.30,0.03,0.88,-0.61,65.10,69.77,65.15,69.83,50.16,0.02,0.02,-0.14,-0.18,-15.32,19.04,28.92,2829245,9.73,10.33,6296.68
Allcargo Termi,543954,ATL,Miscellaneous,51.25,-8.81,-25.56,925339,755153,774876,82.50,31.30,82.50,31.30,0.45,0.08,-0.47,52.53,53.93,52.58,53.96,47.59,-0.21,-0.21,-0.26,-0.28,,,,1674907,,,1259.19
Alliance Integ.,534064,,Steel - Medium / Small,25.11,12.10,98.66,944400,1266978,1032521,34.33,8.02,34.33,0.24,-11.15,-10.80,-19.08,26.71,19.84,26.78,19.79,40.45,0.04,0.32,0.28,0.34,162.93,238.05,72.17,382447,22.69,16.19,991.72
Allied Blenders,544203,ABDL,Breweries & Distilleries,301.05,,,1651327,844619,549196,347.90,282.05,347.90,282.05,0.37,-4.31,-12.50,316.12,317.74,316.73,317.91,38.29,-4.88,-4.51,-3.57,-3.25,,,,4781643,,,8420.67
Allied Digital,532875,ADSL,Computers - Software - Medium / Small,213.47,52.26,24.29,1027374,1073054,687118,255.80,110.50,564.51,7.40,-0.09,-6.52,-3.81,194.85,158.27,194.09,157.72,51.80,8.96,10.42,12.83,13.80,47.17,48.76,78.90,904028,36.28,27.50,1183.31
