Name,BSE Code,NSE Code,Industry,Current Price,Price to Earning,Market Capitalization,Dividend yield,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,Return on capital employed,Debt,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Gross block,Revaluation reserve,Accumulated depreciation,Net block,Capital work in progress,Investments,Current assets,Current liabilities,Book value of unquoted investments,Market value of quoted investments,Contingent liabilities,Total Assets,Working capital,Lease liabilities,Inventory,Trade receivables,Face value,Cash Equivalents,Advance from Customers,Trade Payables,Number of equity shares preceding year,Debt preceding year,Working capital preceding year,Net block preceding year,Gross block preceding year,Capital work in progress preceding year,Working capital 3Years back,Working capital 5Years back,Working capital 7Years back,Working capital 10Years back,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back,Net block 3Years back,Net block 5Years back,Net block 7Years back
Nirman Agri,,NIRMAN,Miscellaneous,372.40,28.68,298.29,0.00,3.34,,20.46,,33.18,0.63,5.96,0.00,31.38,0.00,1.09,44.22,0.75,0.00,0.09,0.39,0.00,0.02,21.60,6.70,0.02,0.00,0.00,44.22,15.34,0.00,8.28,11.59,10.00,1.56,0.00,5.33,0.80,1.09,7.28,0.66,0.75,0.00,1.06,,,,0.99,,,,0.00,,
Nirmitee Robotic,543194,,Miscellaneous,104.94,,37.79,,-0.68,,3.60,,-9.10,2.95,3.60,0.00,0.53,0.00,1.30,7.86,1.30,0.00,0.46,0.83,0.00,0.00,5.09,2.37,0.00,0.00,0.00,7.86,4.31,0.00,0.61,2.59,,0.43,0.00,0.20,0.36,1.30,4.12,0.84,1.30,0.00,,,,,,,,,,,
Nitco,532722,NITCO,Trading,80.45,,578.11,0.00,-53.41,-29.51,71.78,-32.14,-14.01,972.99,71.86,0.00,-584.03,729.72,2.09,730.28,1052.76,0.00,711.40,313.81,4.27,0.00,362.66,1057.32,0.00,0.00,306.96,730.28,77.75,1.86,243.12,37.24,10.00,7.31,0.00,158.09,7.19,881.81,121.20,341.36,1052.76,4.24,219.64,294.21,-164.41,290.15,757.58,885.01,1334.64,1298.01,396.44,518.43,624.07
Nitin Castings,508875,,Castings & Forgings,713.00,26.20,366.58,0.11,2.31,501.45,39.15,30.94,24.62,4.91,2.57,0.00,69.13,9.86,0.00,109.34,67.28,0.00,45.46,24.98,0.00,36.29,82.70,33.01,2.35,0.00,6.73,109.34,51.91,0.00,28.27,14.67,5.00,0.38,5.93,18.14,0.51,9.86,23.58,21.83,67.28,0.00,10.22,23.38,24.81,9.69,3.64,12.61,9.89,2.44,24.37,29.94,17.56
Nitin Spinners,532698,NITINSPIN,Textiles - Cotton/Blended,421.90,16.39,2371.92,0.59,42.12,45.74,802.97,30.12,11.61,1339.11,56.22,0.00,1090.11,979.73,0.00,2716.65,1480.07,0.00,468.98,1708.91,2.44,0.00,986.72,641.99,0.00,0.00,151.00,2716.65,873.21,0.00,563.97,321.38,10.00,0.41,4.96,74.01,5.62,979.73,684.41,1011.09,1480.07,340.26,410.81,313.09,169.89,71.31,961.67,860.47,568.24,176.07,1059.73,523.56,613.49
Nitiraj Engineer,,NITIRAJ,Electronics - Components,288.15,24.53,295.38,0.00,7.42,4464.71,52.58,362.45,21.28,0.24,10.25,0.00,69.41,2.99,0.21,90.52,42.75,0.00,9.15,34.19,0.00,12.30,47.63,8.60,0.52,0.00,0.00,90.52,39.15,0.24,17.99,12.79,10.00,2.88,4.16,2.63,1.03,3.20,27.00,33.60,42.75,1.60,27.16,29.37,17.54,11.08,0.62,0.00,0.00,0.25,28.10,26.80,10.80
Nitta Gelatin,506532,,Chemicals,836.05,9.19,759.13,0.72,13.43,-17.00,130.40,-10.45,35.19,14.05,9.08,4.09,334.35,9.96,0.00,422.72,218.95,0.00,105.09,113.86,7.88,1.10,270.44,63.29,0.00,0.32,26.75,422.72,217.11,0.00,96.43,85.31,10.00,75.69,1.19,27.18,0.91,39.23,170.85,113.85,207.51,6.63,119.06,95.55,109.29,50.25,80.08,107.95,108.67,68.39,112.76,129.92,110.27
Nivaka Fashions,542206,,Trading,3.75,,38.51,0.00,0.91,355.00,0.85,-24.11,-0.57,1.95,10.27,0.00,-0.18,0.00,2.26,13.06,3.28,0.00,0.96,1.79,0.00,2.69,4.55,1.02,2.37,0.00,0.00,13.06,3.53,1.52,1.78,0.43,1.00,1.35,0.00,0.60,10.27,2.26,3.23,2.31,3.28,0.00,-3.51,-1.15,4.11,4.28,0.51,0.25,1.56,0.00,0.85,0.17,0.00
Niyogin Fintech,538772,,Finance & Investments,65.14,,619.80,0.00,-3.81,15.20,50.18,48.77,-6.83,53.92,95.14,0.00,186.11,0.00,0.07,452.06,131.19,0.00,19.91,117.78,0.00,1.63,183.60,107.35,7.02,0.00,0.00,452.06,76.25,0.00,5.65,15.30,10.00,129.87,0.00,12.49,9.43,0.07,95.09,111.28,131.19,0.20,62.38,,,,0.29,,,,124.90,,
NLC India,513683,NLCINDIA,Power Generation And Supply,278.90,20.86,38673.30,1.25,113.94,-86.36,3540.61,-31.04,9.13,22415.49,1386.64,0.00,15144.41,18714.25,3618.89,54941.81,35596.30,0.00,11538.12,23390.84,17726.49,7.84,9278.58,8048.55,0.00,0.00,11582.27,54941.81,4386.08,36.04,1483.63,3771.58,10.00,745.59,12.07,1517.70,138.66,22333.14,6387.01,24058.18,35596.30,14636.34,8810.52,4093.58,5759.88,5016.45,27234.28,20598.40,11478.65,6587.29,25823.77,17657.95,15997.19
NMDC,526371,NMDC,Mining / Minerals / Metals,235.91,11.98,69135.92,2.80,1409.78,0.97,6489.31,10.90,31.92,3358.78,293.07,0.00,25362.83,0.00,422.66,35661.03,5363.89,0.00,2165.32,3380.76,3230.51,956.06,21548.53,8404.82,0.00,0.00,5363.52,35661.03,16500.73,2.24,2766.95,3508.93,1.00,12363.65,0.00,412.55,293.06,422.66,12023.49,3198.57,5363.89,1998.04,6666.66,5276.62,5401.44,22488.96,2000.28,364.15,0.00,0.00,3933.40,3512.41,2095.13
NMDC Steel,543768,NSLNISP,Steel - Medium / Small,57.01,,16707.38,0.00,-860.83,,1845.73,,-8.69,6661.91,2930.61,0.00,12557.65,0.00,3841.88,29368.32,1259.64,0.00,141.15,20272.88,1214.89,0.00,7056.59,7106.38,0.00,0.00,2507.82,29368.32,2341.08,10.14,3703.42,37.01,10.00,721.32,0.00,2502.71,,3841.88,522.90,1118.49,1259.64,19545.23,0.00,,,,0.00,,,,0.00,,
NMS Global,522289,,Miscellaneous,97.00,85.88,29.20,0.00,-0.78,-4000.00,6.76,79.31,6.83,20.58,3.01,0.00,5.48,0.14,7.54,64.00,1.74,0.00,1.18,2.22,0.13,1.93,44.88,40.42,0.00,0.00,0.00,64.00,10.09,0.00,9.34,12.63,10.00,1.53,0.00,24.00,0.30,7.68,3.41,0.56,1.74,0.61,4.15,,,,9.89,,,,9.07,,
NOCIL,500730,NOCIL,Chemicals,318.20,45.27,5302.67,0.94,41.54,46.68,356.50,-9.22,9.78,13.13,166.65,0.00,1531.93,0.00,13.13,2015.23,1283.30,0.00,413.48,869.82,16.18,399.41,695.16,165.68,0.00,351.70,29.74,2015.23,531.75,13.13,222.79,340.18,10.00,95.54,2.85,118.06,16.66,9.79,536.86,887.89,1253.57,8.57,370.59,322.01,297.57,167.14,5.61,0.00,15.00,152.22,917.62,657.05,542.57
Noida Tollbridg.,532481,NOIDATOLL,Construction,12.13,,225.86,0.00,-5.37,46.78,9.97,119.60,-11.03,66.71,186.20,0.00,18.24,47.41,19.30,347.58,662.32,0.00,362.15,261.93,0.00,0.00,58.75,123.99,0.00,0.00,0.00,347.58,1.47,0.00,0.00,2.01,10.00,40.51,0.00,1.64,18.62,66.71,-1.17,300.18,662.32,0.00,-19.26,-55.22,-11.18,-44.10,66.71,67.79,55.41,24.69,382.02,465.85,517.82
Norben Tea,519528,NORBTEAEXP,Tea,12.65,,14.86,0.00,-1.03,-114.58,1.18,59.46,-2.57,10.43,11.75,0.00,1.35,4.12,6.31,25.82,31.01,0.00,8.53,22.49,0.00,0.00,1.72,5.41,0.00,0.00,1.13,25.82,0.11,0.00,0.82,0.12,10.00,0.31,0.00,0.40,1.18,9.05,0.97,21.86,29.84,0.00,0.30,1.24,1.82,1.78,6.58,6.43,4.54,2.23,20.19,19.13,16.70
Norris Medicines,524414,,Pharmaceuticals - Indian - Bulk Drugs & Formln,13.32,,13.32,0.00,0.17,131.48,1.49,23.14,-8.66,21.52,9.93,0.00,-23.56,3.24,18.16,14.15,27.95,0.00,21.48,5.79,0.00,0.01,6.14,9.19,0.00,0.00,1.33,14.15,-0.12,0.00,4.33,1.07,10.00,0.04,0.36,1.81,1.00,21.40,0.20,6.47,27.95,0.00,-3.46,-1.37,-0.85,1.23,15.52,11.24,7.57,7.52,7.67,8.90,9.97
North Eastn.Car.,534615,NECCLTD,Miscellaneous,37.14,34.68,353.69,0.00,3.67,146.31,77.63,-7.42,7.38,103.14,95.30,0.00,98.66,89.82,29.20,316.82,36.67,0.00,23.00,13.10,0.00,5.00,294.76,110.40,0.00,0.00,0.00,316.82,277.35,0.00,0.00,119.89,10.00,21.25,0.00,3.02,9.54,119.02,209.26,13.67,36.67,0.00,163.37,134.04,138.77,115.50,86.17,72.37,83.37,72.58,13.83,20.32,18.50
Northern Spirits,542628,,Trading,264.40,25.61,424.39,0.00,9.74,2478.57,638.63,107.97,17.60,137.75,16.05,0.00,83.96,95.08,0.00,238.88,11.67,0.00,1.23,10.53,0.00,0.00,228.24,135.03,0.00,0.00,0.00,238.88,227.24,0.00,59.97,142.58,10.00,16.49,0.00,0.00,1.61,95.08,167.99,10.44,11.67,0.00,113.16,74.36,-1.47,0.25,57.27,44.69,1.73,0.57,10.17,10.57,4.75
Northlink Fiscal,539110,,Finance & Investments,63.47,,33.32,0.00,0.04,300.00,0.12,-14.29,-0.46,1.16,5.25,0.00,0.59,0.00,0.11,7.38,1.01,0.00,0.22,2.09,0.00,0.01,0.24,0.19,0.01,0.00,0.00,7.38,0.05,0.00,0.00,0.05,10.00,0.19,0.18,0.01,0.53,0.11,0.98,0.79,1.01,0.00,0.63,1.82,1.39,2.15,0.22,0.65,0.77,0.00,1.02,1.39,1.34
Nouveau Global,531465,,Trading,0.49,22.17,9.09,0.00,0.56,800.00,0.00,,-0.92,8.13,18.55,0.00,-12.45,0.75,7.12,16.79,8.36,0.00,1.65,6.70,0.00,6.86,0.16,2.52,0.00,6.80,0.00,16.79,-2.24,0.00,0.00,0.00,1.00,0.15,0.00,0.00,18.55,7.87,-2.22,6.71,8.36,0.00,-2.21,-1.09,3.49,8.47,8.10,5.32,9.67,10.91,6.70,6.93,7.22
Nova Agritech,544100,NOVAAGRI,Fertilizers,81.97,26.79,758.38,0.00,8.28,2.60,70.77,-3.28,21.79,61.20,18.00,0.00,175.10,56.82,14.14,297.99,25.20,0.00,8.34,15.63,0.75,0.00,272.01,95.51,0.00,0.00,8.20,297.99,229.73,0.00,49.58,123.43,2.00,85.46,0.00,26.01,6.52,70.96,114.07,16.86,25.20,0.63,63.57,40.26,,,51.10,30.66,,,17.21,16.53,
Nova Iron &Steel,513566,,Steel - Sponge Iron,23.95,7.29,86.56,0.00,4.01,127.13,113.11,-31.94,7.21,361.68,36.14,0.00,-101.85,95.77,235.74,447.03,612.25,0.00,251.26,358.25,0.06,2.74,74.64,119.43,0.00,0.00,39.85,447.03,-35.79,0.80,27.60,10.40,10.00,2.68,77.52,92.81,3.61,332.68,-61.87,360.92,602.27,0.00,-60.55,-61.93,-51.46,15.59,329.32,239.37,192.88,77.39,380.22,61.92,64.10
Novartis India,500672,,Pharmaceuticals - Indian - Bulk Drugs & Formln,1135.60,30.92,2803.89,2.20,25.74,27.05,92.29,1.87,15.71,6.97,12.34,0.00,732.48,0.00,6.97,924.93,16.29,0.00,9.35,6.94,0.00,0.00,699.26,157.20,0.00,0.00,398.38,924.93,543.96,6.95,44.86,41.47,5.00,596.08,2.31,61.59,2.47,21.51,521.96,19.25,31.15,0.00,576.88,621.46,790.10,848.87,62.48,0.00,0.00,0.12,63.91,14.98,5.71
Novateor Resear.,542771,,Personal Care - Indian,45.14,727.33,21.82,0.00,0.02,,0.85,,0.92,1.11,4.83,0.00,3.08,0.33,0.53,10.46,2.76,0.30,0.54,2.87,0.00,0.01,7.52,1.20,0.00,0.00,0.00,10.46,6.96,0.00,0.70,1.12,10.00,0.09,0.00,0.54,0.48,0.86,6.48,2.21,2.76,0.00,5.38,0.54,0.14,0.09,0.24,0.01,0.87,0.59,3.36,3.55,1.66
NPR Finance,530127,,Finance & Investments,22.07,38.88,13.22,0.00,0.14,275.00,1.78,-48.26,1.91,3.77,6.00,0.00,41.25,0.00,2.81,52.72,5.44,0.00,0.65,4.62,0.00,5.09,2.21,0.77,0.00,0.00,1.01,52.72,1.44,0.00,0.08,0.01,10.00,0.64,0.00,0.00,0.60,2.81,1.90,4.77,5.44,0.00,7.25,3.11,36.17,27.12,2.40,3.96,5.38,4.31,4.95,5.94,6.62
NRB Bearings,530367,NRBBEARING,Bearings,325.95,32.45,3159.19,1.56,31.77,-40.80,284.61,-8.91,14.59,178.43,19.38,0.00,840.53,321.32,7.51,1240.28,909.62,0.00,558.43,337.04,43.13,44.08,786.97,310.71,0.00,4.15,69.15,1240.28,624.86,5.08,418.13,172.11,2.00,100.67,1.66,96.38,9.69,328.83,558.66,351.19,909.62,28.33,367.59,357.61,274.44,221.26,253.25,280.00,275.31,316.24,358.55,322.22,246.95
NRB Indl Bearing,535458,NIBL,Bearings,43.63,,105.80,0.00,-8.07,-25.12,14.42,-17.36,-16.55,114.61,4.85,63.65,-41.11,21.62,29.34,111.12,135.13,0.00,77.74,57.39,1.76,5.25,42.39,77.36,0.00,0.00,15.22,111.12,11.38,0.00,25.85,12.68,2.00,0.34,0.28,27.82,2.42,111.95,23.07,64.83,134.29,2.65,18.02,7.67,2.06,1.56,101.75,119.16,131.60,110.16,80.32,89.74,105.47
NTC Industries,526723,,Cigarettes,233.05,40.75,278.35,0.00,-2.61,156.14,12.61,23.02,8.18,46.33,11.94,0.00,90.67,6.60,0.00,169.33,54.20,0.00,25.52,129.02,1.05,16.29,19.31,62.42,0.00,0.00,34.12,169.33,3.20,0.00,6.45,7.82,10.00,0.73,5.37,3.43,1.19,6.60,55.58,28.69,54.20,5.89,39.09,30.77,18.54,-0.58,4.48,11.89,24.27,4.60,28.07,31.08,35.48
NTPC,532555,NTPC,Power Generation And Supply,419.70,19.01,406969.08,1.85,5506.07,12.33,48520.57,12.64,10.37,237130.98,9696.67,0.00,151012.60,70164.38,151461.59,480196.57,339282.81,0.00,98858.39,259005.28,87592.80,15884.56,83153.30,98404.34,0.00,102.30,39299.21,480196.57,29827.14,2090.68,18019.12,33349.68,10.00,6847.34,754.71,11337.95,969.67,221625.97,16265.63,240424.42,339282.81,89179.00,14738.33,-8775.49,-5318.34,13590.03,210207.87,173058.23,113773.20,81454.98,203245.18,150984.53,104531.66
Nucleus Soft.,531209,NUCLEUS,Computers - Software - Medium / Small,1503.15,23.92,4024.43,0.83,30.20,-43.61,195.39,-5.52,31.98,4.59,26.77,0.00,750.67,0.00,4.59,1114.02,132.92,0.00,74.40,58.52,0.68,648.79,284.14,295.34,0.00,181.12,6.87,1114.02,-8.42,4.59,0.00,166.16,10.00,73.94,87.50,16.46,2.68,6.26,26.49,50.49,120.34,0.81,-36.94,14.67,18.19,94.47,6.30,0.00,0.00,0.00,49.88,47.19,47.96
Nupur Recyclers,,NRL,Trading,87.60,63.63,601.28,0.00,5.06,100.90,35.61,-23.62,13.85,13.47,68.64,0.00,16.93,0.00,0.44,114.60,0.27,0.00,0.12,12.49,3.41,12.82,72.69,13.83,0.00,0.00,2648.25,114.60,65.05,0.00,27.62,11.96,10.00,7.49,0.20,1.17,6.86,0.44,66.38,0.15,0.27,0.00,,,,,,,,,,,
Nureca,543264,NURECA,Trading,270.35,,270.35,0.00,-4.15,-171.24,16.97,-20.07,-4.02,2.52,10.00,0.00,183.11,0.08,2.44,205.16,10.19,0.00,3.08,7.11,0.27,93.63,98.96,9.27,0.00,93.63,0.00,205.16,90.40,2.03,30.85,1.62,10.00,45.30,0.48,5.17,1.00,3.33,119.90,8.65,10.59,0.00,162.80,7.69,,,3.89,0.43,,,3.68,0.54,
Nutech Global,531304,,Trading,18.68,,5.98,0.00,0.15,,8.75,12.90,7.06,8.34,3.20,0.00,2.89,8.06,1.63,17.79,12.27,0.00,9.37,2.75,0.00,0.00,14.90,11.07,0.00,0.00,0.00,17.79,11.74,0.00,11.75,2.22,10.00,0.54,0.00,2.56,0.32,9.69,12.93,2.90,12.27,0.00,13.08,11.75,11.47,9.38,11.42,9.14,9.58,8.66,3.88,4.71,5.09
Nutricircle,530219,,Food - Processing - Indian,274.00,,7.45,0.00,-0.52,-48.57,0.00,-100.00,-125.89,5.46,0.27,0.00,-4.60,0.00,3.92,1.47,0.00,0.00,0.00,0.00,0.00,0.00,1.46,0.34,0.00,0.00,0.00,1.47,1.12,0.00,0.20,0.25,10.00,0.02,0.00,0.31,0.03,3.92,0.83,0.00,0.00,0.00,0.35,0.58,0.78,1.01,2.79,2.42,1.38,0.42,0.00,0.00,0.00
Nuvama Wealth,543988,NUVAMA,Finance & Investments,6414.40,31.42,22707.53,1.27,220.77,79.52,949.43,46.58,16.54,6745.71,35.31,0.00,2859.48,4875.11,1870.60,20387.36,639.83,20.33,350.01,289.83,7.68,170.25,15021.21,10742.79,31.71,0.00,6236.13,20387.36,4278.42,0.00,737.50,656.82,10.00,12613.28,0.00,3670.07,,5413.15,3639.33,283.97,517.66,25.09,1292.34,,,,1427.62,,,,162.02,,
Nuvoco Vistas,543334,NUVOCO,Cement - North India,338.00,88.93,12071.88,0.00,2.84,-80.36,2636.48,-6.02,5.42,4403.74,357.16,0.00,8626.36,3495.24,908.50,18709.93,22743.56,0.00,7716.38,15027.18,487.58,0.83,2354.72,5246.74,0.00,0.00,1089.95,18709.93,-1517.98,266.71,946.69,590.68,10.00,106.98,144.34,1685.98,35.72,4785.14,-1377.52,14961.81,21899.69,595.88,-636.94,-1842.17,-486.88,,7791.66,4683.00,4314.38,,15041.60,9894.91,8915.99
Nuway Organic,531819,,Trading,31.59,137.68,30.29,0.00,-0.03,93.48,0.00,,9.59,36.72,16.15,6.50,-50.51,16.76,21.20,24.01,19.05,0.00,0.05,19.53,0.00,0.88,3.59,18.99,0.00,0.00,0.00,24.01,-15.32,0.00,1.35,0.22,10.00,0.88,0.00,18.92,0.96,43.02,-14.95,17.54,60.74,0.00,-9.09,-11.50,-4.90,9.11,42.34,41.46,39.02,37.12,18.05,22.72,29.60
Nyssa Corp.,504378,,Finance & Investments,6.58,8.44,19.74,0.00,-0.93,-3.33,0.41,95.24,10.64,2.36,3.00,0.00,27.15,0.00,0.01,38.23,0.05,0.00,0.04,0.01,0.00,0.64,9.56,5.72,0.00,0.00,0.00,38.23,3.84,0.00,3.88,1.40,1.00,0.12,0.00,2.66,3.00,0.01,5.93,0.01,0.05,0.00,12.32,12.25,12.98,,0.01,1.80,3.50,,0.02,0.03,0.04
O N G C,500312,ONGC,Oil Drilling / Allied Services,330.10,8.26,415275.02,3.41,11526.53,28.88,166770.63,1.65,18.44,153180.53,6290.14,0.00,330780.09,9169.16,133085.65,710192.97,202316.51,0.00,82436.48,322447.00,92029.05,102207.20,133262.63,151186.28,0.00,0.00,74938.00,710192.97,31799.47,33425.13,52250.51,19762.95,5.00,36689.64,1324.91,37490.29,1258.03,142254.81,13203.57,119835.81,202316.51,113944.61,9978.27,2871.62,-31248.84,10418.17,133186.92,107741.69,80029.27,49112.75,104465.51,86011.31,81510.27
Oasis Securities,512489,,Finance & Investments,208.00,21.99,38.48,0.00,0.95,55.74,0.96,11.63,15.25,0.00,1.85,0.00,10.50,0.00,0.00,12.57,0.51,0.00,0.20,0.25,0.00,7.78,11.85,0.03,0.00,5.91,0.19,12.57,11.82,0.00,0.00,0.00,10.00,0.31,0.00,0.00,0.18,0.00,1.13,0.30,0.51,0.00,1.01,0.32,3.98,3.30,0.00,0.00,0.00,0.44,0.14,0.17,0.00
Oberoi Realty,533273,OBEROIRLTY,Construction,1779.35,29.55,64697.56,0.45,584.51,81.73,1405.16,54.42,15.24,2495.22,363.60,0.00,13480.81,2495.22,0.00,19632.98,3446.33,0.00,393.03,3053.30,2704.75,817.99,12263.33,3273.31,0.00,482.60,608.59,19632.98,9293.20,0.00,9261.24,204.20,10.00,767.17,5.23,508.72,36.36,3944.09,9948.33,948.83,1297.93,4031.17,5745.73,4588.09,3547.03,1926.82,1533.80,1585.84,868.64,76.06,1013.61,1061.59,944.95
Objectone Inform,535657,,Computers - Software - Medium / Small,13.93,,14.64,0.00,0.70,18.64,4.79,20.65,-7.62,1.61,10.51,0.00,4.91,,,19.98,,,,8.15,0.00,0.00,10.57,1.56,,,,19.98,9.16,1.26,3.01,2.88,10.00,1.98,,0.65,1.05,0.91,8.10,6.79,11.73,0.00,4.31,3.92,3.85,2.82,0.40,1.13,0.76,0.53,6.74,6.90,7.49
Oceanic Foods,540405,,Food - Processing - Indian,59.12,21.45,66.51,0.00,0.99,135.71,31.13,58.18,10.32,16.52,11.25,0.00,22.52,0.52,0.80,66.33,22.37,0.00,9.36,13.85,0.57,0.00,51.55,30.58,0.00,0.00,0.01,66.33,36.19,1.42,17.05,25.40,10.00,6.02,0.51,10.41,1.12,1.32,19.92,13.01,22.37,0.14,27.39,27.40,22.44,14.76,14.43,20.22,16.75,19.95,13.10,13.67,11.93
Octal Credit Cap,538894,,Finance & Investments,31.95,3.91,15.98,0.00,1.56,287.95,0.07,0.00,25.30,0.00,5.00,0.00,13.95,0.00,0.00,22.81,0.06,0.00,0.06,0.00,0.00,19.59,0.51,0.01,0.00,0.00,0.00,22.81,0.50,0.00,0.00,0.00,10.00,0.22,0.00,0.00,0.50,0.00,1.01,0.00,0.06,0.00,0.48,0.39,2.23,,0.00,0.00,0.03,,0.01,0.01,0.02
Octavius Plant.,542938,,Trading,75.99,12.81,22.80,0.00,0.63,530.00,11.13,0.54,11.06,1.93,3.00,0.00,15.15,0.00,1.53,20.63,0.97,0.00,0.30,0.69,1.67,0.00,18.17,2.41,0.00,0.00,2.31,20.63,17.69,0.00,2.58,4.39,10.00,0.49,5.43,0.19,0.30,1.53,15.70,0.67,0.97,1.03,15.99,9.09,1.59,0.54,4.74,0.00,0.00,0.00,0.49,0.42,0.42
Octaware Tech.,540416,,Computers - Software - Medium / Small,59.75,,21.45,0.00,-1.47,,8.42,,-9.69,0.62,3.59,0.00,9.85,0.00,0.61,19.54,5.58,0.00,2.38,12.10,0.00,0.00,5.86,5.49,0.00,0.00,0.00,19.54,0.37,0.00,0.00,2.49,10.00,1.40,0.00,2.27,0.36,0.61,1.63,3.20,5.58,8.99,3.68,9.27,8.33,2.37,1.68,0.00,0.00,0.00,3.45,3.44,3.25
Odyssey Corpn.,531996,,Finance & Investments,11.04,26.68,43.49,0.00,-1.32,27.16,8.30,-37.03,4.61,2.67,19.70,0.00,65.27,0.00,1.85,92.54,2.42,0.00,1.42,3.94,0.00,28.09,60.50,4.60,0.00,0.00,12.25,92.54,58.57,0.00,1.36,0.73,5.00,0.74,0.00,0.02,3.94,1.85,61.55,1.00,2.42,0.00,59.84,47.15,46.04,39.87,1.68,0.09,0.30,1.68,1.58,0.73,0.68
Odyssey Tech.,530175,,Computers - Software - Medium / Small,128.25,37.75,202.73,0.00,1.07,568.75,6.88,32.82,12.05,0.00,15.81,0.00,36.06,0.00,0.00,55.51,35.81,0.00,20.50,15.31,0.00,0.00,39.51,2.40,0.00,0.00,0.00,55.51,37.11,0.00,0.00,8.26,10.00,29.63,0.00,0.12,1.58,0.00,30.64,17.24,35.42,0.00,16.94,13.82,9.99,4.38,0.00,5.75,7.66,0.04,22.00,28.30,12.10
Oil Country,500313,OILCOUNTUB,Steel - Medium / Small,46.71,,206.88,0.00,-14.64,-2.24,11.29,7426.67,-23.31,90.24,44.29,0.00,150.47,0.00,65.89,426.90,961.36,260.80,508.92,375.70,0.00,0.00,50.63,23.51,0.00,0.00,0.00,426.90,27.12,0.00,41.11,0.01,10.00,3.15,25.75,3.34,4.43,65.89,6.61,452.44,961.36,0.00,28.65,35.06,75.17,125.64,171.49,120.62,140.79,212.06,153.68,195.18,237.33
Oil India,533106,OIL,Oil Drilling / Allied Services,606.00,12.56,98572.43,2.20,2332.94,22.46,9147.01,16.50,17.73,24040.51,1084.41,0.00,47254.58,303.02,18528.73,92152.86,13467.19,0.00,6582.30,20519.76,20027.66,34436.71,16739.01,14356.92,248.27,6782.66,9700.27,92152.86,6927.70,400.26,4485.72,3333.13,10.00,5937.31,140.83,1711.40,162.66,18831.75,5994.75,6884.89,13467.19,11953.19,3877.88,3514.25,7508.93,12853.13,19718.42,15113.71,14183.83,10146.35,6096.79,5236.49,3827.35
OK Play India,526415,,Plastics Products,14.38,269.30,417.42,0.00,-0.71,3.48,60.08,12.81,11.13,81.64,29.03,0.00,83.99,109.91,33.08,287.97,225.63,0.00,106.92,136.35,0.52,0.00,148.97,111.92,0.00,0.00,26.31,287.97,70.35,4.06,79.77,25.57,1.00,2.17,6.71,19.23,19.21,142.99,20.62,118.71,225.63,0.52,5.34,41.56,25.44,43.41,125.87,122.40,108.28,89.10,123.08,115.71,76.44
Olatech Solution,543578,,Computers - Software - Medium / Small,152.95,21.92,66.21,0.00,1.74,,8.59,,91.06,0.46,2.34,0.00,3.06,0.33,0.00,9.39,0.63,0.00,0.43,0.15,0.00,1.82,8.38,1.54,1.39,0.00,0.00,9.39,6.84,0.00,0.92,3.81,10.00,0.96,0.00,0.00,0.43,0.33,2.88,0.20,0.63,0.00,0.60,,,,0.00,,,,0.29,,
Olectra Greentec,532439,OLECTRA,Automobiles - LCVs / HCVs,1677.55,179.22,13769.45,0.02,14.89,-49.24,288.81,-23.17,14.79,120.75,32.83,0.00,880.65,69.00,64.70,1588.58,452.95,0.00,97.44,329.70,72.27,11.27,1152.91,613.65,0.00,0.00,3.74,1588.58,650.83,0.00,216.19,513.22,4.00,174.54,19.62,389.42,8.21,133.70,606.01,355.50,452.95,4.10,401.13,434.33,46.09,31.33,8.10,24.26,64.65,51.86,289.54,172.68,61.03
Olympia Industri,521105,,Trading,57.75,44.04,34.79,0.00,0.20,-41.18,53.10,6.20,5.90,50.34,6.02,0.00,45.89,27.53,14.37,138.56,20.68,10.83,6.54,13.17,0.00,0.00,123.92,84.66,0.00,0.00,0.10,138.56,88.67,0.00,91.74,20.63,10.00,0.05,0.00,33.51,0.60,41.90,78.14,14.14,20.68,0.00,35.65,29.89,22.70,3.33,22.91,23.49,12.14,2.01,14.74,15.65,15.85
Olympic Cards,534190,,Printing & Stationery,4.00,,6.52,0.00,1.99,305.15,2.44,-33.33,3.30,26.61,16.31,0.00,-10.60,29.15,4.48,51.25,46.56,0.00,22.95,19.61,0.00,0.00,30.65,24.47,0.00,0.00,0.00,51.25,14.07,0.00,25.40,3.37,10.00,0.33,4.07,10.51,1.63,33.63,12.72,23.61,46.56,0.00,19.99,21.90,33.53,20.27,34.42,38.94,49.08,32.76,27.46,42.57,48.40
Olympic Oil Ind.,507609,,Trading,49.98,,14.24,0.00,-0.09,-12.50,0.00,,-0.91,38.47,2.85,0.00,-25.26,0.00,107.22,366.17,1.30,0.00,1.24,0.07,0.00,4.10,362.00,388.58,0.00,0.00,0.00,366.17,11.89,0.00,0.00,316.52,10.00,0.31,72.33,208.91,0.29,107.22,81.18,0.07,1.30,0.00,82.33,86.18,31.97,55.10,107.56,101.68,0.00,43.52,0.10,0.23,0.46
