Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Price to Earning,Dividend yield,Price to book value,Return on assets,Debt to equity,Return on equity,Promoter holding,Earnings yield,Pledged percentage,Industry PE,Enterprise Value,Number of equity shares,Book value,Inventory turnover ratio,Quick ratio,Exports percentage,Piotroski score,G Factor,Asset Turnover Ratio,Financial leverage,Number of Shareholders,Unpledged promoter holding,Return on invested capital,Debtor days,Industry PBV,Credit rating,Working Capital Days,Earning Power,Graham Number,Cash Conversion Cycle,Days Payable Outstanding,Days Receivable Outstanding,Days Inventory Outstanding,Public holding,FII holding,Change in FII holding,DII holding,Change in DII holding,Book value preceding year,Return on capital employed preceding year,Return on assets preceding year,Return on equity preceding year,Number of Shareholders preceding quarter
Accord Synergy,,ACCORD,Telecommunications - Service Provider,25.00,8.68,22.26,0.00,0.59,2.26,0.00,2.70,71.99,4.28,0.00,63.93,8.65,0.35,42.66,-0.94,5.97,0.00,6.00,1.00,1.84,1.20,220.00,71.99,3.35,107.16,2.55,,111.29,2.11,32.83,107.16,,107.16,,28.01,0.00,0.00,0.00,0.00,41.53,0.60,0.57,0.70,206.00
Accuracy Shippi.,,ACCURACY,Miscellaneous,12.24,184.29,368.58,0.20,1.59,0.18,0.94,0.45,63.69,4.15,0.00,40.29,281.65,15.06,7.71,8.95,1.47,0.00,5.00,1.00,2.51,2.43,50119.00,63.69,5.09,59.49,3.26,,76.20,4.20,2.40,25.51,63.11,59.49,29.13,36.31,0.00,-0.03,0.00,0.00,7.13,11.02,2.68,7.59,47953.00
ACE EduTremd Ltd,530093,,Miscellaneous,3.22,2.95,,0.00,0.34,-1.25,0.00,-1.81,5.01,-3.41,0.00,88.66,2.93,0.92,9.56,,1.45,,6.00,3.00,0.00,1.46,3650.00,5.01,-1.12,,5.47,,,-0.79,,,,,,94.99,0.00,0.00,0.00,0.00,9.74,-1.44,-1.53,-2.22,3652.00
Ace Integrated,,ACEINTEG,Computers - Software - Medium / Small,36.81,37.55,91.59,0.00,1.97,2.00,0.01,2.19,73.53,1.13,0.00,36.72,34.53,1.02,18.66,8.77,11.61,0.00,6.00,2.00,0.45,1.08,2659.00,73.53,2.69,183.70,3.82,,372.99,1.91,12.99,180.80,55.04,183.70,52.14,26.47,0.00,0.00,0.00,0.00,18.09,3.88,2.37,2.80,2336.00
Ace Men,539661,,Trading,56.00,17.35,144.58,0.00,4.48,1.61,0.00,2.35,2.55,1.04,0.00,38.53,17.32,0.31,12.49,,0.04,0.00,6.00,1.00,0.00,1.45,1185.00,2.55,3.66,,3.35,,,3.94,10.43,,,,,97.45,0.00,0.00,0.00,0.00,12.20,1.06,0.42,0.80,1197.00
Ace Soft. Exp.,531525,,Computers - Software - Medium / Small,339.00,216.96,36.59,0.00,7.21,17.66,0.06,19.78,74.96,3.44,0.00,36.72,213.79,0.64,47.00,-0.11,2.84,0.00,4.00,4.00,0.78,1.01,3697.00,74.96,24.62,19.70,3.82,,105.41,18.60,110.00,19.70,,19.70,,25.05,0.00,0.00,0.00,0.00,42.65,1.29,0.72,0.81,3619.00
Achyut Healthcar,543499,,Trading,55.20,92.88,162.95,0.00,3.02,3.72,0.00,3.92,44.80,0.80,0.00,38.53,92.51,1.68,18.28,17.28,107.05,38.52,5.00,3.00,0.40,1.06,179.00,44.80,5.95,16.05,3.35,,552.85,2.39,11.80,17.37,19.80,16.05,21.12,55.20,0.00,0.00,0.00,0.00,10.38,2.63,1.82,1.95,167.00
ACI Infocom,517356,,Computers - Software - Medium / Small,2.34,25.85,287.22,0.00,1.53,0.53,0.00,0.53,22.88,0.70,0.00,36.72,25.83,11.05,1.53,2.00,87.88,,7.00,4.00,0.05,1.01,70016.00,22.88,1.15,0.00,3.82,,2719.84,1.06,0.53,0.00,,0.00,0.00,77.13,0.00,0.00,0.00,0.00,1.52,0.84,0.58,0.60,66614.00
Acknit Indus.,530043,,Textiles - Products,317.45,96.50,11.29,0.47,1.22,5.93,0.74,11.46,50.34,8.97,0.00,34.69,154.26,0.30,259.24,2.10,0.59,0.00,2.00,4.00,1.53,1.83,2270.00,50.34,7.78,55.73,2.47,,160.91,8.89,405.03,214.48,33.35,55.73,192.10,49.65,0.00,0.00,0.00,0.00,231.55,12.88,6.48,13.71,2154.00
Acme Resources,539391,,Finance & Investments,38.50,99.11,57.96,0.00,0.78,1.20,0.09,1.35,73.43,2.64,0.00,23.21,110.57,2.57,49.44,0.11,11.51,0.00,3.00,3.00,0.07,1.12,4026.00,73.43,10.50,0.00,1.89,,663.94,2.02,27.18,2970.82,180.19,0.00,3151.01,26.58,0.00,0.00,0.00,0.00,48.78,13.21,9.44,10.41,4036.00
Acrow India,513149,,Diversified - Medium / Small,675.00,43.20,49.66,0.00,1.86,4.42,0.00,4.48,54.63,1.04,0.00,36.40,43.19,0.06,363.75,,35.85,,4.00,1.00,0.00,0.99,1367.00,54.63,2.77,,2.16,,,1.89,333.55,,,,,45.37,0.00,0.00,0.00,0.00,347.66,-1.80,-1.48,-1.48,1357.00
Action Const.Eq.,532762,ACE,Engineering,1343.55,15999.42,46.40,0.15,13.01,17.42,0.00,30.55,65.41,3.04,0.00,47.31,15893.47,11.91,103.28,4.16,0.78,0.00,9.00,6.00,1.55,1.53,174717.00,65.41,37.09,20.58,6.08,,30.32,22.30,259.38,-3.70,124.13,20.58,99.86,22.61,10.13,0.78,1.79,-0.42,77.14,26.17,10.99,18.78,131256.00
Active Clothing,541144,,Textiles - Products,92.26,143.12,29.45,0.00,2.07,2.44,1.24,7.28,73.58,6.10,0.00,34.69,228.70,1.55,44.61,2.05,0.74,0.00,7.00,2.00,1.07,2.88,1095.00,73.58,7.31,128.40,2.47,,170.34,6.34,56.08,199.18,116.43,128.40,187.21,26.40,0.02,0.02,0.00,0.00,41.48,7.98,1.40,3.57,784.00
AD Manum Finance,511359,,Finance & Investments,77.99,58.49,6.75,0.00,0.83,10.24,0.11,11.58,74.30,19.55,0.00,23.21,65.43,0.75,94.48,,5.81,0.00,8.00,6.00,0.15,1.06,1799.00,74.30,335.01,65.85,1.89,,56.26,16.13,156.67,65.85,,65.85,,25.71,0.00,0.00,0.00,0.00,82.81,11.15,7.03,8.15,1817.00
Adani Energy Sol,539254,ADANIENSOL,Power Generation And Supply,1261.80,140752.87,129.73,0.00,11.13,1.96,2.93,8.59,74.94,2.76,2.28,39.04,175594.38,111.55,113.33,26.81,0.92,0.00,7.00,3.00,0.30,4.45,493621.00,73.23,7.04,34.39,2.68,,19.29,8.29,56.23,34.39,,34.39,,5.54,15.53,-1.96,3.97,0.17,105.33,10.21,2.53,11.60,478125.00
Adani Enterp.,512599,ADANIENT,Trading,3160.90,360342.95,86.72,0.04,9.22,2.39,1.67,9.73,74.72,2.72,0.00,38.53,418584.62,114.00,342.77,6.15,0.58,0.00,6.00,5.00,0.64,3.86,643975.00,74.72,10.24,37.07,3.35,,-31.73,7.09,521.59,-72.90,178.69,37.07,68.72,7.53,11.73,-2.68,6.02,0.25,289.92,9.48,2.19,9.63,537342.00
Adani Green,541450,ADANIGREEN,Power Generation And Supply,1881.40,298019.87,221.30,0.00,39.76,1.87,8.65,17.07,57.51,1.95,1.00,39.04,354113.87,158.40,47.32,0.02,0.45,0.00,7.00,4.00,0.12,10.34,742579.00,56.94,7.39,53.13,2.68,,-7.17,7.82,90.71,53.13,,53.13,,24.11,16.91,-1.24,1.46,-0.09,46.11,7.81,1.80,22.83,668586.00
Adani Ports,532921,ADANIPORTS,Miscellaneous,1588.00,343030.06,34.39,0.38,6.50,7.72,0.94,18.06,65.89,3.72,1.55,34.39,384868.42,216.01,244.33,2.76,0.99,0.00,8.00,2.00,0.23,2.17,1274010.00,64.87,13.18,50.11,5.63,,19.18,12.22,481.47,50.11,,50.11,,6.44,15.19,0.21,12.48,0.64,210.12,9.52,6.06,14.43,991001.00
Adani Power,533096,ADANIPOWER,Power Generation And Supply,726.35,280148.76,17.53,0.00,6.49,23.43,0.80,57.06,72.70,6.57,0.45,39.04,307552.56,385.69,111.86,7.88,1.33,0.00,8.00,3.00,0.57,2.06,1790384.00,72.38,30.11,84.65,2.68,,73.14,21.97,322.95,84.65,,84.65,,11.14,14.73,-1.18,1.42,0.01,77.46,15.80,12.83,44.55,1426249.00
Adani Total Gas,542066,ATGL,Miscellaneous,908.90,99961.74,145.06,0.03,27.92,10.90,0.43,20.46,74.80,1.03,0.00,18.57,101062.88,109.98,32.55,30.92,0.52,0.00,8.00,3.00,0.73,1.71,655643.00,74.80,25.06,33.44,3.20,,-51.98,15.79,67.75,2.28,43.87,33.44,12.71,6.08,12.96,-0.17,6.15,0.03,26.74,20.74,10.86,20.39,631022.00
Adani Wilmar,543458,AWL,Solvent Extraction,383.15,49797.19,72.27,0.00,6.02,1.54,0.29,3.65,87.87,3.21,0.00,21.51,49495.95,129.97,63.65,6.29,0.56,0.00,5.00,4.00,2.56,2.32,1161453.00,87.87,8.37,12.90,2.81,,16.81,8.45,83.99,17.20,53.84,12.90,58.14,11.15,0.73,-0.04,0.25,-0.04,61.46,15.37,3.06,7.93,1173450.00
Adarsh Plant,526711,,Packaging,32.50,32.21,134.21,0.00,22.06,5.84,3.10,40.33,70.63,1.18,0.00,28.68,36.50,0.99,1.47,4.00,0.84,0.00,8.00,1.00,2.22,5.74,5250.00,70.63,12.30,65.17,2.13,,97.46,4.82,2.83,99.97,70.36,65.17,105.16,29.39,0.00,0.00,0.00,0.00,0.98,5.44,1.72,15.56,5266.00
ADC India,523411,,Telecommunications - Equipment,1872.35,861.28,41.63,0.27,12.16,22.72,0.00,33.69,72.02,3.40,65.00,87.83,816.51,0.46,154.02,5.99,2.30,0.00,8.00,5.00,1.96,1.29,6083.00,25.21,30.97,57.32,13.71,,39.45,26.79,394.81,34.67,82.51,57.32,59.85,27.99,0.00,0.00,0.00,0.00,113.00,21.80,10.60,15.99,4970.00
Adcon Capital,539506,,Finance & Investments,0.82,16.26,18.07,0.00,0.46,2.83,0.00,2.86,0.00,6.49,0.00,23.21,16.19,19.83,1.77,,61.80,0.00,6.00,3.00,0.05,0.96,33934.00,0.00,2.74,91.25,1.89,,7117.50,3.13,1.38,91.25,,91.25,,100.00,0.00,0.00,0.00,0.00,0.91,-3.93,-3.97,-3.99,27863.00
Add-Shop E-Reta.,541865,,Trading,14.19,40.18,12.72,0.00,0.37,2.28,0.12,2.91,27.20,13.69,0.00,38.53,51.80,2.83,38.86,6.47,5.84,0.00,4.00,3.00,1.47,1.26,37326.00,27.20,3.17,154.33,3.35,,197.22,5.63,31.24,204.76,3.60,154.33,54.03,72.80,0.00,0.00,0.00,0.00,37.75,38.05,19.12,26.35,40118.00
Addi Industries,507852,,Textiles - Products,49.02,52.92,11.33,2.55,0.68,6.12,0.00,6.17,74.27,-143.34,0.00,34.69,-4.43,1.08,71.67,,252.88,,4.00,5.00,0.00,0.99,4148.00,74.27,7.19,,2.47,,,8.14,83.52,,,,,25.63,0.00,0.00,0.11,0.00,68.61,4.62,3.55,3.62,4137.00
Addictive Learn,,LAWSIKHO,Miscellaneous,273.70,435.45,66.68,0.00,6.44,70.90,0.00,333.16,66.07,2.54,0.00,88.66,385.94,1.59,42.53,,5.15,0.00,7.00,4.00,6.94,4.70,1376.00,66.07,305.14,0.11,5.47,,1.20,12.45,62.67,0.11,,0.11,,27.16,5.27,,1.50,,,552.49,48.24,340.69,
Adeshwar Meditex,543309,,Healthcare,25.81,37.25,18.53,0.00,1.07,3.00,0.40,6.11,42.65,9.42,0.00,47.90,49.98,1.44,24.19,2.87,1.10,0.00,6.00,3.00,1.19,2.04,179.00,42.65,7.69,127.67,7.10,,176.08,7.35,27.53,167.05,87.80,127.67,127.17,57.35,0.00,0.00,0.00,0.00,22.80,9.99,2.97,6.48,181.00
ADF Foods,519183,ADFFOODS,Food - Processing - Indian,228.67,2512.25,34.20,0.52,5.69,13.08,0.13,16.27,36.33,3.99,7.71,41.69,2500.33,10.99,40.15,3.63,4.20,0.00,7.00,2.00,0.97,1.21,38838.00,33.53,17.45,76.08,3.84,,112.64,18.16,78.69,129.55,43.98,76.08,97.44,45.50,9.51,-0.04,8.65,0.01,38.15,16.96,10.84,14.23,40411.00
Adhbhut Infra.,539189,,Construction,27.08,29.79,34.24,0.00,,2.69,,,73.49,4.10,0.00,42.24,32.21,1.10,-5.57,,3.54,0.00,7.00,0.00,0.08,-5.27,1723.00,73.49,3.43,420.61,3.59,,325.08,4.07,,420.61,,420.61,,26.51,0.00,0.00,0.00,0.00,-9.65,99.25,2.93,,1587.00
Adinath Exim Res,532056,,Finance & Investments,23.49,10.15,18.12,0.00,0.52,2.96,0.00,3.05,62.04,7.31,0.00,23.21,10.13,0.43,45.10,,9.00,0.00,5.00,3.00,0.05,0.97,4058.00,62.04,622.22,0.00,1.89,,21.26,3.64,36.27,0.00,,0.00,,37.96,0.00,0.00,0.00,0.00,39.80,4.06,3.99,4.06,3950.00
Adinath Textiles,514113,,Textiles - Spinning - Synthetic / Blended,30.67,20.89,43.52,0.00,7.23,12.21,0.00,18.11,43.58,3.29,0.00,29.27,20.69,0.68,4.24,12.00,1.58,,4.00,2.00,0.00,1.36,25847.00,43.58,42.15,,0.86,,,16.35,8.20,,,,,56.40,0.00,0.00,0.01,0.00,3.54,29.44,18.13,31.18,26089.00
Adit.Birla Money,532974,BIRLAMONEY,Finance & Investments,165.60,935.79,15.63,0.00,5.75,3.05,8.60,38.99,73.53,12.54,0.00,15.74,1444.91,5.65,28.79,,1.87,0.00,5.00,5.00,0.23,10.69,43880.00,73.53,23.97,56.11,2.79,,-375.49,8.56,82.86,56.11,,56.11,,25.57,0.91,0.88,0.00,0.00,19.34,10.70,2.58,37.01,42819.00
Aditya AMC,543374,ABSLAMC,Finance & Investments,686.00,19763.64,23.77,1.97,6.24,24.81,0.02,27.45,75.00,5.46,0.00,23.21,19757.91,28.81,110.00,,1.39,0.00,5.00,7.00,0.52,0.99,344787.00,75.00,423.72,9.09,1.89,,-2.32,30.80,267.27,9.09,,9.09,,8.78,4.62,0.25,11.59,-0.49,87.40,33.13,22.83,25.30,365456.00
Aditya Bir. Fas.,535755,ABFRL,Textiles - Products,335.50,34090.21,,0.00,8.45,-3.75,2.34,-18.20,51.97,0.11,0.00,135.02,43079.22,101.61,39.70,1.44,0.49,0.00,3.00,4.00,0.71,4.86,300868.00,51.97,0.32,33.35,10.58,,64.69,0.21,,54.88,240.86,33.35,262.39,13.12,19.99,0.49,14.45,-0.39,30.23,5.03,-0.71,-2.20,312400.00
Aditya Birla Cap,540691,ABCAPITAL,Finance & Investments,211.59,55060.03,15.98,0.00,2.05,1.67,4.11,14.15,68.89,8.00,0.00,23.21,161620.36,260.22,103.14,,0.08,0.00,3.00,5.00,0.17,7.68,530088.00,68.89,9.95,7.38,1.89,,-943.51,5.58,175.35,7.38,,7.38,,12.86,10.12,-0.80,8.12,0.57,84.00,11.38,3.00,26.79,503842.00
Aditya Consumer,540146,,Trading,79.99,117.06,97.55,0.00,4.77,2.76,0.26,4.60,55.24,1.64,0.00,55.52,114.01,1.46,16.76,4.59,0.87,0.00,8.00,4.00,2.15,1.77,471.00,55.24,5.96,2.38,5.67,,31.39,4.68,,36.29,44.87,2.38,78.78,44.75,0.00,0.00,0.00,0.00,18.87,4.98,1.85,3.07,346.00
Aditya Ispat,513513,,Steel - Medium / Small,11.20,5.99,,0.00,0.70,-4.72,3.92,-23.91,24.32,0.81,0.00,27.97,39.31,0.54,15.98,7.36,0.59,0.00,4.00,2.00,1.27,5.72,9305.00,24.32,0.76,74.93,2.86,,110.95,0.70,,114.93,14.18,74.93,54.18,75.69,0.00,0.00,0.00,0.00,20.13,7.19,0.54,2.64,9190.00
Aditya Spinners,521141,,Textiles - Spinning - Synthetic / Blended,24.95,41.77,43.97,0.00,0.85,2.55,0.32,3.88,66.37,4.33,0.00,29.27,57.49,1.67,29.25,7.04,0.31,0.00,5.00,3.00,0.84,1.49,45488.00,66.37,5.52,10.13,0.86,,35.21,3.55,19.32,76.46,11.03,10.13,77.36,33.10,0.00,0.00,0.53,0.00,28.02,9.31,3.37,5.81,45324.00
Aditya Vision,540205,,Trading,4448.15,5723.13,61.72,0.20,11.72,10.56,0.65,25.31,53.23,2.79,0.00,55.52,5945.61,1.29,379.69,4.06,0.73,0.00,3.00,6.00,2.34,1.53,12063.00,53.23,14.05,0.08,5.67,,87.94,18.93,794.11,92.53,15.43,0.08,107.88,28.31,10.23,0.81,8.23,0.74,113.31,25.24,12.34,59.61,11038.00
Adjia Tech,543269,,Computers - Software - Medium / Small,45.10,3.97,56.71,,1.80,3.17,0.02,3.27,65.20,2.03,0.00,36.72,3.94,0.09,25.10,,9.08,0.00,7.00,1.00,0.15,1.03,118.00,65.20,4.40,88.48,3.82,,752.12,3.42,21.19,88.48,,88.48,,34.79,0.00,0.00,0.00,0.00,24.31,-4.03,-3.99,-4.12,122.00
Adline Chem Lab,524604,,Pharmaceuticals - Indian - Formulations,15.59,9.12,,0.00,,-272.73,,,29.61,-1.61,0.00,29.20,10.56,0.58,-2.92,,0.03,,2.00,2.00,0.00,-0.03,18584.00,29.61,-750.00,,3.76,,,-425.00,,,,,,70.39,0.00,0.00,0.00,0.00,-2.68,5.90,4.85,22.22,18595.00
Ador Fontech,530431,,Electrodes - Welding Equipment,141.20,494.20,21.77,4.25,3.74,15.11,0.00,18.34,39.23,6.86,0.00,30.32,448.37,3.50,37.79,5.09,3.96,0.00,8.00,5.00,1.34,1.19,15986.00,39.23,18.73,53.26,3.10,,93.21,19.40,74.26,73.14,51.61,53.26,71.49,60.57,0.19,0.00,0.00,0.00,36.16,21.17,11.02,13.84,13638.00
Ador Multi Prod.,523120,,Personal Care - Indian,34.55,16.15,,0.00,1.46,-27.54,0.00,-28.33,38.55,-16.48,0.00,45.98,16.08,0.47,23.60,1.96,0.91,0.00,7.00,5.00,0.50,1.22,4276.00,38.55,-42.92,10.30,7.91,,78.64,-32.68,,31.90,71.63,10.30,93.23,61.43,0.00,0.00,0.02,0.00,32.57,-66.42,-42.65,-50.67,4244.00
Ador Welding,517041,ADORWELD,Electrodes - Welding Equipment,1433.45,1949.49,29.06,1.29,5.38,12.93,0.12,18.34,56.94,4.79,0.00,30.32,1990.76,1.36,266.49,5.10,1.21,13.75,4.00,5.00,1.82,1.34,29283.00,56.94,20.64,62.13,3.10,,79.89,18.32,543.89,94.45,43.10,62.13,75.42,32.78,0.06,-0.04,10.21,4.47,237.90,26.76,14.16,19.75,32575.00
Adroit Info.,532172,ADROITINFO,Computers - Software - Medium / Small,17.75,68.68,22.89,0.00,2.72,7.32,0.10,10.87,36.61,5.75,0.00,36.72,70.47,2.48,6.52,,2.60,0.00,4.00,4.00,0.61,1.16,18785.00,36.61,9.68,207.17,3.82,,159.74,8.45,9.01,207.17,,207.17,,63.38,0.00,0.00,0.00,0.00,3.92,23.24,14.66,28.22,17241.00
Advait Infratech,543230,,Construction,2007.40,2049.08,93.65,0.00,27.88,13.92,0.81,37.63,69.44,1.76,0.00,25.97,2065.27,1.02,72.00,6.43,1.10,0.00,5.00,4.00,1.33,2.14,16925.00,69.44,22.06,75.31,3.06,,66.31,18.26,186.42,-22.26,165.83,75.31,68.27,30.54,0.01,0.01,0.00,0.00,42.01,28.08,8.34,20.95,11926.00
Advance Lifes.,521048,,Textiles - Jute - Yarn / Products,44.17,27.50,36.18,0.00,1.04,1.03,1.53,2.65,75.00,4.81,100.00,17.70,67.76,0.62,42.42,0.00,2.53,0.00,3.00,1.00,0.00,2.80,7413.00,0.00,13.30,,1.34,,,4.64,17.94,,,,,25.00,0.00,0.00,0.00,0.00,49.84,0.04,0.04,0.10,7396.00
Advance Meter.,534612,,Electric Equipment,38.31,61.53,,0.00,0.62,-1.68,0.13,-2.00,63.55,-1.83,0.00,58.55,59.16,1.61,61.77,0.72,3.77,0.00,5.00,4.00,0.14,1.21,12984.00,63.55,-0.98,129.03,9.25,,767.56,-0.91,,274.91,242.49,129.03,388.37,36.44,0.00,0.00,0.00,0.00,63.11,-4.57,-5.08,-6.62,12944.00
Advance Petroch.,506947,,Chemicals,200.45,18.04,82.00,0.00,4.82,1.15,2.40,6.06,44.34,4.51,0.00,42.78,26.37,0.09,41.56,4.44,0.65,0.00,6.00,3.00,1.83,5.13,2152.00,44.34,6.46,93.56,3.90,,63.06,5.25,47.81,50.98,131.91,93.56,89.34,55.66,0.00,0.00,0.00,0.00,39.11,20.35,6.03,30.87,2131.00
Advance Syntex,539982,,Textiles - Spinning - Synthetic / Blended,6.65,7.38,,0.00,1.23,-3.28,5.46,-16.46,59.69,-2.95,0.00,29.27,40.06,1.11,5.41,0.07,0.59,0.00,4.00,2.00,0.02,7.62,1295.00,59.69,-4.07,6652.73,0.86,,16123.27,-2.86,,11762.73,235.17,6652.73,5345.17,40.30,0.00,0.00,0.00,0.00,11.02,-7.20,-6.29,-26.75,1174.00
Advanced Enzyme,540025,ADVENZYMES,Pharmaceuticals - Indian - Bulk Drugs & Formln,433.15,4843.66,33.68,1.18,3.66,10.08,0.04,11.24,43.02,4.37,0.00,37.69,4747.47,11.18,118.41,1.36,2.43,50.22,7.00,2.00,0.43,1.11,65222.00,43.02,15.51,57.67,4.03,,106.21,13.63,178.22,392.68,39.79,57.67,374.80,36.87,12.03,-10.98,8.08,0.52,110.45,11.93,8.03,9.23,68640.00
Advani Hotels.,523269,ADVANIHOTR,Hotels,77.35,715.01,28.65,3.10,9.95,26.28,0.02,37.08,50.25,4.89,0.00,44.74,687.54,9.24,7.78,5.58,2.49,0.00,6.00,5.00,1.11,1.32,34904.00,50.25,31.60,2.53,4.62,,19.87,33.62,21.74,-96.34,164.46,2.53,65.60,49.47,0.22,0.01,0.05,0.00,6.79,66.37,34.52,50.58,30541.00
Advik Capital,539773,,Finance & Investments,2.84,121.60,15.22,0.00,1.08,3.67,0.70,7.43,21.80,9.40,0.00,23.21,199.18,42.82,2.63,93.08,0.46,0.00,4.00,7.00,4.84,1.54,116082.00,21.80,100.94,0.02,1.89,,3.42,9.17,3.35,6.32,0.00,0.02,6.30,78.21,0.00,0.00,0.00,0.00,1.37,21.02,11.74,26.96,121175.00
Aegis Logistics,500003,AEGISLOG,Trading,735.35,25810.79,44.13,0.88,6.63,8.85,0.68,15.13,58.10,3.81,0.00,38.53,26701.59,35.10,110.95,54.98,2.48,0.00,5.00,3.00,0.94,1.93,62660.00,58.10,12.42,26.59,3.35,,7.87,12.82,203.96,3.09,27.53,26.59,4.02,17.55,17.65,-0.52,6.71,1.79,100.64,15.90,9.09,15.91,65445.00
Aelea,544213,,Food - Processing - Indian,186.40,379.67,30.99,0.00,,11.93,0.89,30.82,63.66,4.55,0.00,41.69,420.08,2.04,,4.45,0.91,0.00,5.00,0.00,1.39,2.23,2165.00,63.66,18.80,92.99,3.84,,128.42,17.94,,165.28,23.83,92.99,96.12,25.69,3.87,,6.78,,,10.13,2.26,5.98,
Aeonx Digital,524594,,Trading,128.00,58.88,30.99,0.78,1.23,3.31,0.02,4.17,54.76,6.25,0.00,38.53,48.82,0.46,103.93,44.12,5.66,13.35,6.00,2.00,0.60,1.20,4506.00,54.76,4.71,110.21,3.35,,370.11,5.21,117.80,110.21,,110.21,0.00,42.76,2.47,0.00,0.00,0.00,94.17,6.29,3.55,4.89,4199.00
Aeroflex,543972,AEROFLEX,Steel - Medium / Small,151.56,1959.98,45.39,0.16,6.68,14.18,0.00,20.50,66.99,3.27,0.00,27.97,1854.61,12.93,22.68,3.58,2.73,0.00,5.00,3.00,1.08,1.00,92602.00,66.99,15.49,108.69,2.86,,107.40,16.19,41.22,115.98,99.53,108.69,106.82,26.89,0.21,-0.08,5.91,-0.25,,33.77,16.33,32.38,94670.00
Aerpace Indus,534733,,Trading,44.88,613.39,,0.00,,,,,50.72,,0.00,38.53,,13.67,,,,,0.00,1.00,,,9666.00,50.72,,,3.35,,,,,,,,,49.29,0.00,0.00,0.00,0.00,,,,,7776.00
Aether Industri.,543534,AETHER,Chemicals,905.70,12005.08,121.48,0.00,5.80,5.29,0.07,5.96,81.79,1.24,0.00,42.78,11593.05,13.26,156.09,1.08,4.34,0.00,1.00,2.00,0.32,0.90,71683.00,81.79,5.21,140.88,3.90,,440.30,6.09,152.83,423.66,107.24,140.88,390.02,3.74,2.90,0.68,11.55,-0.27,99.96,18.44,12.07,15.91,78655.00
Affle India,542752,AFFLE,Computers - Software - Medium / Small,1482.95,20797.79,65.47,0.00,8.32,11.24,0.07,15.00,55.14,1.94,0.00,36.72,19743.87,14.02,178.17,,3.07,67.34,3.00,4.00,0.70,1.06,289362.00,55.14,11.73,62.86,3.82,,39.83,11.65,303.03,62.86,,62.86,,13.33,15.30,0.51,16.21,1.49,109.95,20.20,12.81,18.51,308470.00
Affordable Robo.,541402,,Engineering,542.80,610.45,100.57,0.00,5.78,3.97,0.44,11.51,55.64,1.77,0.00,36.88,653.45,1.12,93.84,2.11,0.98,0.00,3.00,2.00,0.98,2.90,2507.00,55.64,11.64,160.45,6.49,,141.65,5.31,106.75,152.70,180.92,160.45,173.17,44.35,0.00,0.00,0.00,0.00,47.10,11.19,3.34,8.87,1672.00
AFLOAT Enterpris,543377,,Trading,11.94,5.44,181.33,0.00,1.07,0.55,0.00,0.59,59.47,1.48,0.00,38.53,5.42,0.46,11.21,,85.67,0.00,3.00,0.00,0.35,1.07,118.00,59.47,0.40,260.71,3.35,,969.47,1.55,4.07,260.71,,260.71,0.00,40.53,0.00,0.00,0.00,0.00,11.15,1.78,1.29,1.39,122.00
Agarwal Float,,AGARWALFT,Trading,92.85,67.26,354.00,0.00,4.36,0.70,0.86,1.25,69.77,1.82,0.00,38.53,79.76,0.72,21.32,6.18,1.24,0.00,3.00,1.00,2.92,1.78,353.00,69.77,4.92,52.41,3.35,,107.31,4.79,11.22,103.92,7.60,52.41,59.11,30.23,0.00,0.00,0.00,0.00,21.04,23.93,11.41,27.14,287.00
Agarwal Fortune,530765,,Trading,22.05,7.74,77.40,0.00,16.47,12.90,0.26,24.69,49.32,1.28,0.00,38.53,7.82,0.35,1.34,63.30,1.65,0.00,5.00,3.00,9.52,1.68,2140.00,49.32,16.95,30.17,3.35,,25.72,9.52,2.93,18.14,22.56,30.17,10.53,50.68,0.00,0.00,0.00,0.00,1.00,21.05,15.00,18.46,2000.00
Agarwal Indl.,531921,AGARIND,Petrochemicals,1217.55,1821.19,16.67,0.21,3.56,11.68,0.71,23.88,57.20,6.97,0.00,20.01,2119.72,1.50,341.64,13.84,0.93,0.00,5.00,6.00,2.27,1.83,20887.00,57.20,14.55,45.67,2.94,,37.92,13.20,749.19,26.29,47.02,45.67,27.64,36.35,5.97,-0.35,0.48,0.31,269.90,23.55,14.07,26.21,16562.00
AGI Greenpac,500187,AGI,Packaging,767.60,4966.17,19.78,0.78,2.74,7.76,0.34,14.69,60.24,8.21,0.00,28.68,5221.35,6.47,280.48,3.32,1.04,0.00,8.00,4.00,0.75,1.78,60459.00,60.24,12.53,48.36,2.13,,28.30,12.76,494.87,46.47,197.63,48.36,195.74,31.39,7.14,-0.28,1.22,0.03,248.32,14.76,8.18,17.45,67343.00
AGI Infra,539042,AGIIL,Construction,857.05,1047.03,20.10,0.12,4.66,5.67,0.61,26.24,72.94,6.73,0.00,29.62,1084.41,1.22,183.89,0.28,0.20,0.00,5.00,6.00,0.32,4.09,2911.00,72.94,16.19,3.56,2.84,,7.37,6.76,420.02,1427.53,23.45,3.56,1447.42,27.06,0.00,0.00,0.00,0.00,141.13,30.25,7.00,32.13,2772.00
