Name,BSE Code,NSE Code,Industry,Current Price,Sales growth 3Years,Sales growth 5Years,Profit growth 3Years,Profit growth 5Years,Sales growth 10years median,Sales growth 5years median,Sales growth 7Years,Sales growth 10Years,EBIDT growth 3Years,EBIDT growth 5Years,EBIDT growth 7Years,EBIDT growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,Profit growth 7Years,Profit growth 10Years,Change in promoter holding 3Years,Average Earnings 5Year,Average Earnings 10Year,Average EBIT 5Year,Average EBIT 10Year,Market Capitalization
TBO Tek,544174,TBOTEK,Travel Agencies,1737.70,114.16,25.87,179.69,46.41,30.83,30.83,,,176.29,40.58,,,33.17,-34.31,,,,,,87.84,,113.89,,18869.30
TCC Concept,512038,,Construction,729.50,,,,,6037.50,6037.50,,,,,,,,,,,,,-8.05,,,,,1607.41
TCFC Finance,532284,,Finance & Investments,84.27,14.26,23.79,8.81,26.20,-37.92,-37.25,-20.51,-21.31,13.35,25.93,19.25,9.87,8.81,26.20,25.33,9.22,25.33,9.22,0.00,5.74,4.78,7.11,6.10,88.31
TCI Express,540212,TCIEXP,Miscellaneous,1184.65,14.10,4.14,9.64,12.41,14.75,1.03,7.61,,11.29,9.59,17.29,,9.73,12.39,19.51,,19.54,,2.81,117.57,75.72,156.67,104.65,4544.89
TCI Finance,501242,TCIFINANCE,Finance & Investments,15.19,-46.52,-42.44,24.82,,-12.43,-58.89,-34.34,-27.21,26.33,-59.91,-50.24,-40.01,24.82,,,,,,0.00,-19.20,-8.11,-17.12,-3.12,19.55
TCI Industries,532262,,Miscellaneous,1430.00,49.02,-6.83,10.06,,-10.42,15.15,-4.51,-16.23,12.19,,,,10.06,,,,,,-5.70,-0.92,-0.64,-0.85,-0.59,128.70
TCM,524156,,Trading,46.34,96.78,140.57,,,130.00,130.00,,,,,,,,,,,,,12.71,-1.78,,-1.91,,34.65
TCNS Clothing Co,541700,TCNSBRANDS,Textiles - Products,598.00,14.72,-3.52,,,34.10,0.06,4.59,,,,,,,,,,,,19.70,-61.11,-7.60,-37.87,22.10,3784.05
TCPL Packaging,523301,TCPLPACK,Packaging,3199.05,18.02,12.74,46.92,29.67,13.89,9.07,13.49,14.17,24.20,19.75,15.11,15.53,46.92,29.67,17.66,23.14,18.42,23.69,0.00,65.69,48.09,128.53,96.95,2911.14
TCS,532540,TCS,Computers - Software - Large,4283.05,13.63,10.46,11.84,8.21,8.58,7.16,10.74,11.40,11.42,9.45,9.45,9.95,12.67,9.00,9.86,10.24,8.53,9.37,-0.41,38527.39,31920.14,52506.60,42974.23,1549644.97
TD Power Systems,533553,TDPOWERSYS,Electric Equipment,415.35,19.01,16.86,44.29,105.37,12.17,14.70,14.84,7.62,32.75,36.57,29.31,12.69,43.84,105.51,63.85,18.63,62.50,17.89,-24.61,67.48,31.20,95.41,50.55,6487.09
Team Lease Serv.,539658,TEAMLEASE,Miscellaneous,3149.25,24.06,15.95,11.04,2.13,21.41,18.44,17.35,19.81,10.43,9.56,17.07,24.36,11.76,2.53,9.83,6.39,9.53,19.81,-2.40,85.47,71.20,110.42,85.25,5280.95
Teamo Production,533048,TPHQ,Finance & Investments,1.54,1560.64,519.97,57.90,129.02,10.00,10.00,319.59,144.49,67.18,142.29,88.16,57.70,34.99,75.15,49.23,32.35,80.74,51.33,-5.07,1.04,0.48,1.46,0.69,132.63
Tech Mahindra,532755,TECHM,Computers - Software - Large,1507.70,11.16,8.40,-18.50,-11.24,9.99,6.12,8.62,10.71,-10.53,-4.37,1.36,2.40,-18.73,-11.12,-2.48,-2.61,-2.44,-2.17,-0.68,4197.86,3730.84,5871.32,5144.57,147442.05
Techindia Nirman,526576,TECHIN,Construction,30.09,,,4.74,-16.74,,,,,6.92,-16.37,-2.57,1.55,4.74,-16.74,-3.35,1.55,-3.35,1.55,-15.51,-0.47,-0.36,0.75,0.29,43.12
Techknowgreen,543991,,Miscellaneous,275.00,44.27,,154.65,,50.35,50.35,,,97.26,,,,,,,,,,,,,,,203.03
Techno Elec.Engg,542141,TECHNOE,Engineering - Turnkey Services,1710.45,19.35,8.79,22.47,6.78,1.39,1.39,43.43,,13.44,1.40,15.15,,23.37,7.77,69.31,,25.18,,1.33,204.90,,238.53,,19892.46
Technocraf.Inds.,532804,TIIL,Steel - Medium / Small,3475.95,19.00,10.68,30.51,18.32,2.92,3.84,12.85,7.68,23.38,15.75,14.70,12.34,33.29,19.82,17.35,16.16,15.10,12.53,-0.07,208.98,155.87,314.72,240.17,7981.37
Technopack Poly.,543656,,Plastics Products,62.82,30.21,,283.72,,15.43,15.43,,,63.52,,,,118.72,,,,,,,1.12,,1.86,,33.92
Technvision Ven.,501421,,Computers - Software - Medium / Small,3816.35,30.54,17.11,49.00,18.71,14.10,26.46,22.54,19.52,51.76,36.77,65.54,38.07,49.00,18.71,112.13,20.07,112.13,20.07,0.00,5.59,-1.24,6.55,-0.47,2396.67
TECIL Chemical,506680,TECILCHEM,Chemicals,19.33,,,23.97,3.58,,,,,3.01,3.50,9.01,6.91,,,,,8.94,6.89,0.00,-1.42,-1.22,-0.62,-0.82,36.65
Teerth,,TGL,Construction,438.25,31.45,,192.91,,25.38,25.38,,,156.01,,,,150.43,,,,,,,,,,,525.88
Teesta Agro Ind.,524204,,Fertilizers,103.80,20.72,17.62,9.83,1.77,-1.67,26.54,13.92,8.01,9.04,5.61,14.19,7.45,9.83,1.77,33.51,11.76,33.51,11.76,0.00,4.33,2.81,7.18,4.74,58.23
Tega Inds.,543413,TEGA,Engineering,1901.60,22.83,18.69,11.62,41.76,15.53,18.15,17.00,,11.67,25.32,30.46,,6.38,37.73,140.65,,145.64,,,139.94,73.93,199.18,124.89,12652.39
Tejas Networks,540595,TEJASNET,Telecommunications - Equipment,1202.95,67.41,22.37,18.64,-15.20,20.07,34.84,15.99,19.30,61.48,7.64,9.75,12.19,-3.02,-25.11,-19.85,22.70,-9.10,36.62,55.50,-48.02,14.15,-20.46,40.04,20574.85
Tejassvi Aaharam,531628,,Textiles - Cotton/Blended,49.44,,,,11.63,-82.49,-100.00,,,,11.93,4.63,,,,,,8.02,5.36,-6.18,-0.90,-2.22,-0.63,-1.22,34.61
Tejnaksh Health.,539428,,Healthcare,24.15,-1.34,-10.05,-3.27,-7.62,11.99,-9.61,3.34,19.03,1.49,-4.90,3.60,15.11,-3.29,-7.63,0.90,,0.98,12.25,-0.01,1.93,1.84,3.24,3.07,49.06
TeleCanor Global,530595,,Computers - Software - Medium / Small,5.78,22.92,,26.23,14.93,-88.24,-100.00,18.34,-1.09,27.38,15.51,11.24,7.60,26.23,14.93,10.46,7.18,10.46,7.19,-1.87,-1.12,-1.65,-0.89,-0.90,6.58
Telogica,532975,,Trading,23.87,20.69,12.30,29.77,15.53,-5.58,-5.58,-14.94,-3.72,36.15,16.18,-6.53,-3.71,29.77,15.53,18.41,17.54,19.10,18.28,-0.10,-3.37,-4.42,-3.10,-4.25,57.03
Tembo Global,,TEMBO,Trading,221.11,61.06,47.68,67.87,46.27,24.57,44.35,35.66,29.25,48.30,37.87,34.98,38.62,80.05,52.33,31.72,29.67,46.00,59.51,-17.34,5.72,3.42,10.96,7.00,245.51
Tera Software,533982,TERASOFT,Computers - Software - Medium / Small,73.33,-19.30,-13.70,71.40,2.82,-10.26,-20.89,-15.33,-1.84,-0.50,-8.37,-12.02,-7.86,71.40,2.82,-12.50,7.67,-12.50,7.67,-0.01,-1.12,2.18,8.76,12.21,91.75
Terai Tea Co,530533,,Trading,120.85,-7.75,-6.31,,,-0.19,2.42,0.57,,-49.72,-31.81,-23.98,,,,,,,,-0.45,2.71,,4.24,,83.14
Texel Industries,526638,,Packaging,40.87,4.72,-3.32,,,-4.84,-4.84,8.59,3.18,-20.58,-14.48,-5.18,0.67,,,,,,,1.04,-2.53,-0.36,1.23,2.44,34.08
Texmaco Infrast.,505400,TEXINFRA,Construction,132.69,2.92,-3.29,-6.74,-27.49,-2.72,-2.72,-5.50,-1.11,-6.78,-10.49,-9.65,-8.87,-6.74,-27.49,-16.68,-8.90,-16.68,-8.90,0.28,1.17,9.12,5.52,8.45,1690.82
Texmaco Rail,533326,TEXRAIL,Engineering,261.05,27.53,13.52,111.27,9.03,7.20,7.44,17.19,22.88,31.64,13.42,21.65,27.52,96.60,5.36,23.77,23.17,26.89,27.69,-8.41,47.64,36.55,170.05,124.34,10428.09
Texmo Pipes,533164,TEXMOPIPES,Plastics Products,74.48,7.96,11.80,-13.58,22.61,12.81,12.81,8.87,8.49,5.08,13.51,9.20,6.65,-13.58,20.09,30.87,12.64,33.63,14.95,0.00,-4.79,-1.61,10.19,12.15,217.44
TGB Banquets,532845,TGBHOTELS,Hotels,17.03,34.59,-14.90,6.53,14.11,-10.68,-6.04,-17.35,-13.65,64.18,15.70,-26.78,-22.54,6.53,14.11,5.58,,5.58,,0.00,-3.48,-11.77,-2.56,-5.96,49.88
TGIF Agribusines,544175,,Miscellaneous,88.00,,,,,,,,,,,,,,,,,,,,,,,,22.77
TGV Sraac,507753,,Chlor Alkali / Soda Ash,100.20,15.29,5.12,3.45,-16.12,5.12,-3.03,7.91,7.23,-1.68,-8.54,1.02,3.92,3.45,-17.83,6.63,2.22,9.80,5.96,-0.01,120.63,77.64,197.53,152.38,1073.04
Thaai,,TCL,Auto Ancillaries,197.20,,,,,,,,,,,,,,,,,,,,,,,,456.12
Thacker & Co.,509945,,Trading,1011.00,-25.10,-3.01,38.81,45.21,-23.29,1.13,-9.11,-11.83,3.44,13.22,26.72,12.96,38.81,45.21,278.28,83.94,149.67,37.47,1.01,10.69,6.03,2.85,1.73,109.97
Thakkers Develp.,526654,,Construction,178.85,3.74,10.85,,,4.11,13.47,-4.23,,-49.20,-16.29,-30.30,,,,,,,,0.00,13.60,9.48,15.85,14.66,160.97
Thakral Services,509015,,Electronics - Components,31.00,13.92,3.24,-50.27,,7.12,11.15,0.24,-4.57,,,,,-50.27,,,,,,0.00,-2.13,-1.75,-1.82,-1.13,36.38
Thangamayil Jew.,533158,THANGAMAYL,Diamond Cutting / Jewellery,1736.40,28.14,21.53,12.49,32.43,7.49,20.59,16.68,12.38,13.40,24.27,23.54,27.24,12.44,32.39,36.46,27.98,36.48,28.00,-2.97,74.75,42.91,130.58,84.57,4764.54
The Anup Enginee,542460,ANUP,Engineering,1792.85,25.40,17.76,23.11,18.91,13.72,13.72,,,21.78,13.80,,,22.70,19.50,,,,,-1.93,62.04,,75.76,,3570.28
The Byke Hospi.,531373,BYKE,Hotels,83.79,8.52,-10.59,32.20,2.23,-16.75,-16.75,-15.38,-5.91,34.05,8.01,-7.50,2.39,31.33,-0.92,-23.68,-11.22,-21.95,-9.82,-4.61,-3.79,10.01,3.03,19.95,392.96
The Hi-Tech Gear,522073,HITECHGEAR,Auto Ancillaries,964.15,14.08,3.91,8.97,4.40,20.46,3.26,12.97,,16.79,5.72,14.35,,8.95,4.39,9.31,,9.32,,0.23,19.17,,62.03,,1810.50
The Invest.Trust,530023,THEINVEST,Finance & Investments,172.82,-4.94,-14.77,7.30,-12.05,-6.80,-7.41,7.99,17.90,-0.27,-14.92,3.48,12.60,6.81,-12.46,-6.19,19.99,-5.88,27.58,-1.01,8.01,18.77,52.94,65.40,902.85
The Ramco Cement,500260,RAMCOCEM,Cement - South India,827.75,21.01,12.68,-23.29,-7.05,10.76,13.47,13.07,9.79,0.26,8.40,3.62,9.82,-23.33,-7.10,-8.47,11.99,-8.57,11.91,-0.25,587.00,546.33,935.48,866.33,19559.10
The Ravalgaon,507300,,Food - Processing - Indian,1885.05,15.01,-5.31,-28.00,,-11.27,-8.61,-5.65,-12.96,4.66,8.38,3.81,4.50,-17.35,,6.01,5.82,5.33,5.62,0.00,-3.86,-5.76,-2.90,-4.49,64.09
Thejo Engg.,,THEJO,Engineering,3015.90,19.64,19.59,28.16,33.13,11.72,18.06,17.74,14.33,25.03,26.07,26.16,21.66,27.10,31.96,37.46,44.73,38.33,45.37,-1.68,35.60,20.69,56.23,35.80,3269.91
Themis Medicare,530199,THEMISMED,Pharmaceuticals - Indian - Bulk Drugs & Formln,249.40,18.29,15.75,6.20,41.44,3.50,9.71,8.43,6.94,5.78,62.74,10.34,9.75,6.14,41.39,14.59,30.51,14.89,31.63,-0.07,45.61,26.63,67.11,43.52,2295.48
Thermax,500411,THERMAX,Engineering,4984.30,24.85,9.31,33.81,9.53,-0.41,15.25,11.03,6.26,30.48,11.16,9.44,7.52,33.81,9.53,14.48,10.93,14.48,10.93,0.00,360.46,307.29,537.44,497.75,59391.07
Thinkink Picture,539310,,Entertainment / Electronic Media Software,28.00,82.90,-21.28,147.77,22.50,49.94,49.94,-19.54,61.72,159.98,21.92,22.14,68.50,147.77,22.47,28.47,42.23,28.24,73.77,0.00,2.06,1.28,2.88,1.84,82.96
Thirani Projects,538464,,Finance & Investments,3.39,-2.30,-10.06,,,-6.32,-6.32,-19.10,21.34,,,,,,,,,,,0.00,-1.43,-0.62,-1.43,-0.56,6.85
Thirdwave Fin.,531652,,Trading,127.90,6.09,8.45,35.72,19.57,50.00,-10.22,17.41,40.86,37.95,35.10,0.00,21.48,35.72,19.57,0.00,14.87,0.00,14.87,-3.14,0.10,0.06,0.13,0.10,28.27
Thirumalai Chem.,500412,TIRUMALCHM,Chemicals,335.50,24.26,10.56,,,-2.30,0.09,10.61,5.03,-32.39,-20.21,-11.18,-2.19,,,,,,,0.05,94.40,84.46,158.97,147.28,3435.12
Thomas Cook (I),500413,THOMASCOOK,Travel Agencies,221.55,109.40,2.02,44.77,24.90,43.79,44.61,-2.58,18.95,69.05,17.88,5.09,13.86,41.47,19.08,26.27,7.89,30.84,15.05,-1.77,-42.33,-676.64,4.76,135.42,10425.90
Thomas Scott,533941,THOMASCOTT,Textiles - Products,246.65,62.14,33.51,353.21,59.16,7.30,46.64,27.14,6.34,144.26,91.89,52.06,24.80,222.45,37.09,32.64,14.30,54.35,21.86,-10.17,2.30,0.48,3.29,1.12,265.77
Three M Paper,544214,,Paper,68.78,18.14,,86.46,,4.59,4.59,,,22.93,,,,-31.93,,,,,,,,,,,132.31
Thyrocare Tech.,539871,THYROCARE,Healthcare,810.80,3.38,7.19,-15.49,-5.62,11.60,8.31,8.42,13.33,-7.44,-2.37,1.32,6.30,-15.54,-5.67,1.81,-11.12,1.60,4.09,4.97,98.10,84.23,139.05,125.47,4293.40
Tiaan Consumer,540108,,Trading,2.83,,,,,-37.21,-79.52,,,,,,,,,,,,,-8.59,0.17,0.13,0.41,0.27,2.91
Tide Water Oil,590005,TIDEWATER,Chemicals,2595.40,15.34,7.00,0.39,8.10,6.65,4.17,7.96,7.10,0.37,4.73,2.56,6.06,0.53,8.19,4.09,7.74,4.02,7.88,6.87,128.72,109.89,170.13,153.96,4522.22
Tierra Agrotech,543531,,Trading,63.87,5.71,,,,6.20,6.20,,,,,,,24.04,,,,,,,,,,,418.95
Tiger Logistics,536264,,Miscellaneous,37.81,12.69,-6.17,46.56,15.48,1.89,-29.55,-3.03,5.00,63.00,5.17,1.25,10.68,46.55,15.48,3.29,12.77,3.29,12.76,-16.61,9.25,8.82,14.56,14.54,399.75
Tijaria Polypipe,533629,TIJARIA,Plastics Products,15.98,-86.61,-74.87,21.50,,-26.99,-50.92,-57.86,-48.23,25.16,,9.99,,21.50,,9.39,5.92,9.17,5.64,-29.91,-10.04,-11.38,-5.37,-4.99,45.75
TIL,505196,TIL,Engineering,390.60,-40.22,-31.36,9.47,,-14.12,-16.92,-19.60,-25.74,,,,,17.11,,,,,,12.13,-81.32,-26.94,-58.84,7.95,2601.48
Tilak Ventures,503663,,Finance & Investments,5.38,35.34,-10.77,58.84,32.12,58.48,-17.13,9.68,5.37,76.08,38.50,28.86,73.53,59.30,32.24,25.35,36.21,25.26,36.10,-6.95,1.82,-0.24,2.39,0.10,119.89
Tilaknagar Inds.,507205,TI,Breweries & Distilleries,250.40,36.44,16.08,78.43,23.47,12.18,19.72,15.29,5.40,44.88,27.67,22.82,1.38,63.81,20.73,12.84,4.52,14.04,9.25,-9.04,3.98,-89.55,69.12,14.72,4827.84
Time Technoplast,532856,TIMETECHNO,Plastics Products,331.60,18.44,6.98,44.25,8.92,13.52,16.39,8.87,8.76,21.71,6.01,8.19,8.45,44.08,8.84,11.22,11.76,11.28,12.62,0.23,197.76,176.55,375.38,341.01,7524.97
Times Green Ener,543310,,Trading,78.71,25.77,,43.22,,8.58,8.58,,,44.86,,,,20.86,,,,,,,0.31,,0.44,,13.10
Times Guaranty,511559,TIMESGTY,Finance & Investments,130.00,-28.16,1.89,-35.11,1.77,-27.94,-20.00,-7.45,6.98,-33.76,-0.17,-10.50,5.67,-35.11,1.77,-11.04,4.17,-11.04,4.17,0.00,2.44,1.83,3.06,2.34,116.87
Timescan Logist.,,TIMESCAN,Miscellaneous,63.05,26.60,25.88,40.72,36.84,15.49,20.67,25.63,,34.21,35.30,36.87,,,,,,37.40,,,2.51,1.50,3.63,2.16,44.06
Timex Group,500414,,Miscellaneous,156.05,43.79,11.63,66.33,22.65,15.20,9.25,11.13,12.98,157.28,24.75,54.29,12.32,66.33,22.65,35.51,10.16,35.51,10.16,0.00,12.16,5.07,13.49,7.12,1575.32
Timken India,522113,TIMKEN,Bearings,4272.25,27.30,11.82,39.77,21.35,12.57,3.67,15.59,15.00,31.11,14.95,20.30,22.02,39.77,21.35,20.27,22.74,22.02,23.98,-16.75,299.62,201.01,399.79,277.26,32135.32
Tinna Rubber,530475,,Miscellaneous,1832.75,40.80,22.86,596.64,247.42,22.88,22.88,26.81,1.40,54.34,29.26,49.77,16.56,596.24,247.30,30.16,17.48,30.18,17.50,-1.16,14.73,6.87,28.47,19.67,3139.41
Tinna Trade,541741,,Trading,440.55,0.63,-12.48,26.88,-40.65,-3.71,-16.58,-7.08,,30.50,-13.62,-14.31,,26.88,-40.65,,,-41.29,,-15.65,-2.04,-0.10,1.53,4.69,1775.61
Tips Films,543614,TIPSFILMS,Entertainment / Electronic Media Software,491.15,,,,,-8.05,-8.05,,,,,,,,,,,,,,6.47,,8.82,,212.32
Tips Industries,532375,TIPSINDLTD,Entertainment / Electronic Media Software,618.70,38.70,3.52,42.75,131.14,-0.51,29.34,26.34,8.83,41.96,82.66,40.21,50.49,43.22,136.22,73.36,27.37,70.68,25.54,-10.82,64.03,33.39,87.10,49.90,7908.94
Tirth Plastic,526675,,Trading,43.30,,,,,-95.79,-100.00,,,,,,,,,,,,,-15.25,-0.07,-0.05,-0.07,-0.05,19.27
Tirupati Foam,540904,,Miscellaneous,112.00,12.22,0.16,24.43,-4.55,-6.61,-1.00,5.40,1.19,6.94,-1.08,2.04,0.47,24.43,-4.55,3.78,5.24,3.78,5.24,1.00,1.83,1.84,7.26,7.25,49.36
Tirupati Forge,,TIRUPATIFL,Castings & Forgings,25.20,52.91,21.33,161.81,9.65,11.45,11.45,31.60,32.12,68.81,13.40,30.92,31.60,156.94,4.52,5.59,53.73,45.11,91.58,-2.76,4.53,2.98,6.92,4.72,261.27
Tirupati Sarjan,531814,,Construction,14.84,43.18,6.72,48.76,-5.64,9.77,23.37,6.02,4.39,8.16,-2.40,-2.60,-0.11,48.76,-5.64,-6.22,-7.74,-6.22,-4.76,-0.34,2.59,4.26,11.92,13.56,48.97
Tirupati Starch,524582,,Miscellaneous,188.65,15.29,6.13,26.20,-8.57,12.75,14.43,8.18,17.55,30.94,12.77,13.42,18.89,13.63,-16.50,24.11,1.01,32.42,5.69,10.03,3.82,2.17,10.50,7.38,180.90
Tirupati Tyres,539040,,Trading,25.60,,32.60,40.10,18.13,-39.39,-100.00,-33.67,-0.24,44.22,19.57,29.17,14.87,28.17,15.35,3.45,2.40,36.87,24.57,0.00,0.04,0.00,0.04,0.01,62.58
Titaanium Ten,539985,,Textiles - Products,30.84,7.18,-0.30,18.75,13.13,-10.36,-10.36,7.34,6.27,5.72,4.36,6.73,7.39,18.75,13.13,18.25,-20.24,18.25,14.46,0.00,1.17,0.81,5.26,4.31,20.75
Titagarh Rail,532966,TITAGARH,Engineering,1498.35,36.33,19.83,180.75,84.46,21.95,13.28,12.27,19.97,67.08,63.76,19.92,29.55,170.73,79.44,35.72,46.81,38.74,51.03,-4.78,72.56,20.11,199.57,104.64,20178.84
Titan Biotech,524717,,Pharmaceuticals - Indian - Bulk Drugs & Formln,595.10,10.24,23.02,-6.57,49.86,13.18,16.55,17.69,15.41,-5.38,34.52,29.94,26.08,-6.57,49.86,37.87,29.08,39.17,31.16,0.00,20.22,11.23,28.28,16.61,491.77
Titan Company,500114,TITAN,Diamond Cutting / Jewellery,3462.35,33.14,20.90,53.78,20.23,17.60,25.90,21.25,16.67,45.56,21.76,24.84,17.44,53.78,20.23,24.04,16.84,24.04,16.84,0.00,2283.33,1619.48,3390.60,2373.92,307382.64
Titan Intech,521005,,Computers - Software - Medium / Small,34.57,295.88,48.11,143.91,,177.92,177.92,-5.39,97.01,251.40,83.48,71.36,52.61,67.57,161.26,45.08,25.39,,43.56,9.12,1.47,0.75,1.82,0.94,81.41
Titan Securities,530045,,Finance & Investments,40.03,-47.08,30.63,0.88,50.83,15.76,15.76,-26.00,,52.91,20.20,-18.96,,0.88,50.83,21.61,,21.61,,-0.10,10.35,5.90,0.99,2.14,100.16
Tokyo Finance,531644,,Finance & Investments,22.00,42.42,-20.39,32.88,-0.89,0.62,11.43,-9.91,-6.93,33.25,-5.00,69.18,5.85,32.88,-0.89,20.57,18.38,20.57,18.38,4.84,-0.29,-0.01,-0.23,0.36,15.33
Tokyo Plast Intl,500418,TOKYOPLAST,Plastics Products,116.21,1.81,4.61,115.44,17.96,-3.94,3.35,-1.19,1.51,14.33,50.46,-12.11,-4.03,115.44,17.96,-24.53,-12.90,-24.53,-12.90,-1.13,0.25,1.69,1.56,3.83,110.40
Torrent Pharma.,500420,TORNTPHARM,Pharmaceuticals - Indian - Formulations,3228.10,10.25,6.93,8.45,21.56,6.29,6.29,9.14,9.91,10.56,11.24,12.15,13.24,8.45,21.55,8.74,9.15,8.74,9.15,0.00,1223.42,1080.33,2033.20,1772.12,109248.67
Torrent Power,532779,TORNTPOWER,Power Generation And Supply,1851.35,30.71,15.63,11.29,15.05,12.87,5.80,15.42,12.14,10.16,7.43,9.13,12.21,11.29,15.05,23.87,34.74,23.87,34.97,0.00,1492.56,1083.33,2864.49,2426.73,88978.99
Total Transport,,TOTAL,Miscellaneous,111.33,15.73,13.76,51.66,-29.51,1.21,1.21,13.62,6.39,50.70,-4.28,2.07,-2.61,49.18,-31.17,-31.70,-39.45,-19.26,-14.30,-4.08,3.37,2.50,8.73,7.02,179.54
Touchwood Enter.,,TOUCHWOOD,Miscellaneous,135.43,48.16,0.27,54.58,4.11,35.46,-9.26,14.07,24.70,36.54,1.41,13.97,23.08,50.28,2.40,6.81,13.34,19.67,18.20,-5.46,2.19,1.67,3.11,2.46,150.07
Tour. Fin. Corp.,526650,TFCILTD,Finance - Term-Lending Institutions,179.90,-2.19,1.01,4.11,1.10,1.16,-1.65,2.18,2.75,-2.34,-0.28,3.87,2.57,0.26,-1.16,6.18,3.36,7.91,4.53,-19.40,85.21,75.70,218.03,200.89,1665.79
Toyam Sports,538607,,Miscellaneous,3.60,211.92,,144.95,,39.51,39.51,,,190.38,,,,94.26,,,,,,-4.71,-1.17,,-0.46,,204.41
TPI India,500421,,Packaging,22.21,9.02,0.83,10.57,12.74,9.35,9.43,-7.36,0.30,31.19,15.38,10.93,-19.81,10.57,12.74,8.38,,8.38,,-18.50,1.62,-1.21,2.48,0.13,95.42
TPL Plastech,526582,TPLPLASTEH,Packaging,117.21,22.44,7.40,35.32,11.95,1.11,15.64,8.21,5.13,21.66,7.18,7.55,7.68,35.32,11.95,8.52,10.69,8.52,10.69,-0.14,13.37,11.80,22.87,21.10,914.27
Tracxn Technolo.,543638,TRACXN,Computers - Software - Medium / Small,96.86,23.65,20.05,45.95,17.98,17.28,17.28,,,53.90,19.14,,,26.24,14.90,,,,,,-5.54,,-9.53,,1011.89
Tradewell Hold,531203,,Finance & Investments,93.38,83.91,336.41,95.65,45.37,-15.74,1141.46,52.77,26.66,115.08,42.06,46.84,27.97,95.65,45.37,32.72,40.92,32.72,40.92,-1.83,0.17,-0.02,0.32,0.04,28.01
Trans Freight,513063,,Packaging,31.28,,,72.08,14.66,-76.58,-100.00,,,59.21,5.86,27.68,-6.61,72.08,14.66,19.95,23.56,19.95,23.56,-6.09,-2.74,-1.70,0.31,-0.18,22.77
Trans India,523752,,Trading,24.74,,,74.97,36.06,139.41,139.41,,,134.57,71.13,43.32,36.46,53.21,26.71,18.88,15.43,25.30,20.81,-19.69,1.56,0.37,2.29,0.95,87.89
Transchem,500422,,Miscellaneous,41.47,,,23.31,75.82,-100.00,-100.00,,,32.74,32.04,32.25,21.61,23.31,75.82,54.58,21.91,54.58,21.91,11.82,1.99,0.89,2.75,1.38,50.76
Transcorp Intl.,532410,,Finance & Investments,38.84,32.52,7.77,26.26,14.94,21.35,24.56,16.11,12.36,76.42,23.88,-6.56,-2.93,26.26,14.94,-35.29,-25.69,-35.27,-25.70,-0.17,-0.73,1.55,3.14,7.13,123.73
Transgene Biotek,526139,,Miscellaneous,9.40,10.60,26.86,24.65,14.14,-41.67,-47.06,-2.77,-13.49,-29.79,-1.00,8.53,4.70,24.65,14.14,10.14,6.98,10.14,6.98,0.00,-7.69,-11.89,-7.37,-11.43,71.22
Transglobe Foods,519367,,Food - Processing - Indian,168.95,,,,-13.88,-65.43,-100.00,,,,4.78,,,,,,,,,-2.17,-0.04,-0.02,-0.02,-0.02,2.45
TransIndia Real,543955,TREL,Miscellaneous,52.59,,,,,-28.98,-28.98,,,,,,,,,,,,,,,,,,1292.11
Transpact Enter.,542765,,Trading,331.60,,,-20.63,-2.64,-100.00,-100.00,,,,,-3.14,,-20.63,13.49,8.86,,-20.54,,-27.66,-0.17,-0.12,-0.16,-0.11,12.82
Transpek Inds.,506687,,Chemicals,1729.50,19.53,-0.51,19.69,-10.13,7.56,-4.87,9.02,7.97,19.22,-4.39,8.48,11.82,19.69,-10.13,3.43,18.22,3.43,17.63,-0.88,57.72,45.05,89.71,74.54,966.02
Transport Corp.,532349,TCI,Miscellaneous,1005.30,12.82,7.88,31.02,19.51,8.54,6.39,10.97,6.10,20.32,12.61,15.81,11.53,30.65,19.18,23.06,16.54,23.32,17.29,2.23,254.28,176.04,308.33,231.65,7828.89
Transteel Seatin,,TRANSTEEL,Miscellaneous,69.50,48.21,,726.70,,24.87,24.87,,,114.87,,,,38.63,,,,,,,,,,,140.24
Transvoy Logist.,543754,,Miscellaneous,186.00,,,,,116.35,116.35,,,,,,,,,,,,,,,,,,49.53
Transwar.Fin.,532812,TFL,Finance & Investments,31.88,-2.75,-4.66,31.73,21.67,2.61,2.61,-4.40,-0.11,76.03,13.12,13.78,34.34,31.73,21.69,-5.84,9.94,-5.85,9.94,8.23,-3.95,-1.82,-0.22,0.60,155.81
Transwind Infra.,,TRANSWIND,Engineering - Turnkey Services,19.70,28.84,-0.77,37.47,21.24,6.53,-14.14,4.26,1.68,73.72,1.77,-1.74,0.58,37.47,21.24,-37.42,-27.24,-1.70,-0.18,3.50,0.17,0.31,0.43,0.66,13.18
Tranway Technol.,542923,,Computers - Software - Medium / Small,7.40,-9.64,,,,-18.33,-18.33,,,-50.00,,,,,,,,,,0.00,0.21,,0.56,,7.84
Tree House Edu.,533540,TREEHOUSE,Miscellaneous,25.46,15.59,17.42,23.45,13.68,-18.71,13.42,-24.65,-25.62,37.93,9.16,10.86,-36.75,23.45,13.68,10.01,,10.01,,0.00,-22.45,-20.51,-18.59,-11.48,107.72
