Name,BSE Code,NSE Code,Industry,Current Price,Sales latest quarter,Profit after tax latest quarter,YOY Quarterly sales growth,YOY Quarterly profit growth,Sales growth,Profit growth,Operating profit latest quarter,Other income latest quarter,EBIDT latest quarter,Depreciation latest quarter,EBIT latest quarter,Interest latest quarter,Profit before tax latest quarter,Tax latest quarter,Extraordinary items latest quarter,Net Profit latest quarter,GPM latest quarter,OPM latest quarter,NPM latest quarter,Equity Capital latest quarter,EPS latest quarter,Operating profit 2quarters back,Operating profit 3quarters back,Sales 2quarters back,Sales 3quarters back,Net profit 2quarters back,Net profit 3quarters back,Operating profit growth,Last result date,Expected quarterly sales growth,Expected quarterly sales,Expected quarterly operating profit,Expected quarterly net profit,Expected quarterly EPS,Sales preceding quarter,Operating profit preceding quarter,Other income preceding quarter,EBIDT preceding quarter,Depreciation preceding quarter,EBIT preceding quarter,Interest preceding quarter,Profit before tax preceding quarter,Tax preceding quarter,Profit after tax preceding quarter,Extraordinary items preceding quarter,Net Profit preceding quarter,OPM preceding quarter,NPM preceding quarter,Equity Capital preceding quarter,EPS preceding quarter,Market Capitalization
Kalahridhaan,,KTL,Textiles - Products,43.00,109.90,,,,5.43,20.87,8.95,,,,,,,,,3.22,,,,,1.87,,,,,,,40.84,202403.00,,,,,,84.27,10.43,,,,,,,,,,4.83,,,,3.96,73.90
Kallam Textiles,530201,,Textiles - Cotton/Blended,8.13,61.94,-10.98,-44.68,-673.24,-11.02,-190.99,-2.13,-0.07,-2.20,3.99,-6.19,10.02,-16.21,-5.23,0.00,-10.98,21.26,-3.44,-17.73,10.56,-2.08,0.33,0.40,111.37,115.89,-7.98,-7.31,-126.60,202403.00,-5.97,108.97,-1.40,-16.55,-3.13,78.17,-4.37,0.25,-4.12,4.08,-8.20,8.56,-16.76,-5.58,-11.18,0.00,-11.18,-5.59,-14.30,10.56,-2.12,42.93
Kalpataru Proj.,522287,KPIL,Transmisson Line Towers / Equipment,1350.95,4587.00,84.00,8.16,-25.66,18.00,18.83,378.00,22.00,400.00,119.00,281.00,144.00,137.00,53.00,0.00,84.00,62.20,8.24,1.83,32.00,5.72,424.00,370.00,4896.00,4518.00,144.00,90.00,13.01,202406.00,18.29,5344.45,436.81,164.60,10.13,5971.00,452.00,20.00,472.00,119.00,353.00,142.00,211.00,42.00,165.00,0.00,169.00,7.57,2.83,32.00,10.16,21945.66
Kalyan Capitals,538778,,Finance & Investments,15.82,9.80,1.40,68.38,47.37,57.87,69.67,8.63,0.39,9.02,0.07,8.95,6.96,1.99,0.27,0.00,1.72,100.00,88.06,17.55,10.50,0.27,5.95,5.70,6.37,5.97,1.70,1.75,57.36,202403.00,61.71,9.65,9.06,1.91,0.30,9.57,9.13,0.25,9.38,0.32,9.06,6.08,2.98,0.77,1.80,0.00,2.21,95.40,23.09,10.50,0.34,83.08
Kalyan Jewellers,543278,KALYANKJIL,Diamond Cutting / Jewellery,559.75,5535.48,177.56,26.50,23.69,30.39,28.74,376.03,22.16,398.19,75.47,322.72,85.23,237.49,59.93,0.00,177.56,14.34,6.79,3.21,1030.05,1.72,369.81,313.66,5223.08,4414.54,180.37,134.87,16.45,202406.00,30.50,5760.98,402.71,232.84,2.26,4534.93,306.24,28.80,335.04,73.56,261.48,77.81,183.67,46.18,137.49,0.00,137.49,6.75,3.03,1030.05,1.34,57688.58
Kalyani Cast-Tec,544023,,Castings & Forgings,424.35,45.26,,,,49.33,19.40,5.26,,,,,,,,,3.73,,,,,5.19,,,,,,,15.68,202403.00,,,,,,49.22,8.25,,,,,,,,,,5.88,,,,11.73,304.70
Kalyani Forge,513509,KALYANIFRG,Castings & Forgings,558.25,56.82,0.71,-10.63,123.43,-11.20,23.98,1.17,1.21,2.38,-0.29,2.67,1.49,1.18,0.48,0.00,0.71,49.72,2.06,1.25,3.64,1.95,4.69,5.11,60.91,59.35,1.30,1.03,-4.15,202403.00,-10.40,53.18,3.58,0.72,1.98,59.70,2.89,1.76,4.65,1.25,3.40,1.75,1.65,0.13,1.51,0.00,1.51,4.84,2.53,3.64,4.15,203.20
Kalyani Invest.,533302,KICL,Finance & Investments,6066.70,22.61,22.94,306.65,722.22,20.00,34.31,21.17,7.25,28.42,0.02,28.40,0.00,28.40,5.46,0.00,22.94,100.00,93.63,101.46,4.37,52.55,39.84,2.86,41.00,3.48,29.87,2.10,18.32,202403.00,98.31,6.90,5.83,5.80,13.28,4.36,3.05,0.00,3.05,0.03,3.02,0.00,3.02,0.73,2.29,0.00,2.29,69.95,52.52,4.37,5.25,2651.15
Kalyani Steels,500235,KSL,Steel - Medium / Small,880.10,502.83,62.55,9.41,-10.26,3.17,48.09,90.08,13.04,103.12,15.26,87.86,3.47,84.39,21.84,0.00,62.55,41.94,17.91,12.44,21.86,14.33,93.09,92.43,480.07,496.84,58.32,61.25,51.09,202403.00,3.45,513.96,96.83,76.24,17.46,479.76,95.59,12.24,107.83,14.77,93.06,5.45,87.61,22.28,65.33,0.00,65.33,19.92,13.62,21.86,14.97,3842.52
Kama Holdings,532468,,Finance & Investments,2791.75,3795.53,410.04,0.72,42.73,-10.96,-30.10,907.28,18.57,925.85,185.21,740.64,89.71,650.93,28.22,0.00,622.71,43.03,23.90,16.41,32.09,127.78,643.75,710.27,3206.15,3362.62,299.72,361.69,-23.58,202403.00,-10.30,3016.23,633.91,392.44,80.53,3075.83,576.73,12.33,589.06,168.43,420.63,67.07,353.56,98.92,129.15,0.00,254.64,18.75,8.28,6.42,40.25,8958.89
Kamadgiri Fash.,514322,,Textiles - Processing,74.78,46.31,0.15,-8.13,109.93,-18.55,-62.86,2.44,0.15,2.59,1.01,1.58,1.36,0.22,0.07,0.00,0.15,41.63,5.27,0.32,5.87,0.26,1.27,1.64,57.27,54.80,-1.00,-1.19,-45.45,202406.00,-17.93,44.97,1.48,-1.12,-1.91,55.12,1.84,5.00,6.84,1.16,5.68,1.99,3.69,1.39,2.30,0.00,2.30,3.34,4.17,5.87,3.92,43.89
Kamanwala Housin,511131,,Construction,16.90,0.00,-2.11,-100.00,74.52,-27.65,2.68,-2.41,0.31,-2.10,0.01,-2.11,0.00,-2.11,0.00,0.00,-2.11,,,,14.09,-1.50,-0.08,-0.30,0.00,2.80,-0.08,-0.04,3.04,202403.00,,,,,,0.00,-0.07,0.00,-0.07,0.00,-0.07,0.00,-0.07,0.00,-0.08,0.00,-0.08,,,14.09,-0.06,23.81
Kamat Hotels,526668,KAMATHOTEL,Hotels,224.36,84.51,2.13,4.98,-95.08,3.19,-73.67,23.06,4.85,27.91,4.78,23.13,14.91,8.22,6.09,0.00,2.13,86.07,27.29,2.52,26.50,0.82,18.62,23.06,64.00,69.62,0.03,1.11,-16.51,202403.00,3.17,71.82,22.26,3.13,1.21,86.13,25.98,34.70,28.16,4.87,23.29,13.18,42.63,1.05,11.17,32.52,41.57,30.16,12.97,25.24,16.86,581.24
Kamdhenu,532741,KAMDHENU,Steel - Medium / Small,506.30,176.04,16.75,5.48,55.67,-1.01,22.91,15.79,7.76,23.55,1.28,22.27,0.07,22.20,5.45,0.00,16.75,29.60,8.97,9.51,26.94,6.23,13.31,15.71,185.04,208.59,10.18,12.06,-1.25,202403.00,-0.13,208.33,16.63,14.95,5.56,155.03,14.16,2.41,16.57,1.29,15.28,0.27,15.01,3.88,11.14,0.00,11.14,9.13,7.19,26.94,4.14,1363.74
Kamdhenu Venture,543747,KAMOPAINTS,Trading,40.04,85.15,4.20,20.27,268.67,12.41,227.35,7.27,0.15,7.42,1.18,6.24,0.43,5.81,1.61,0.00,4.20,45.16,8.54,4.93,31.44,0.13,4.91,4.01,65.82,61.68,3.43,2.16,10195.65,202403.00,12.80,69.58,5.02,3.47,0.11,79.07,6.16,0.10,6.26,1.17,5.09,0.41,4.68,0.60,4.07,0.00,4.07,7.79,5.15,31.44,0.13,1258.68
Kanani Industrie,506184,KANANIIND,Diamond Cutting / Jewellery,3.05,53.29,0.03,-13.85,400.00,-17.63,-71.30,-0.22,0.46,0.24,0.01,0.23,0.20,0.03,0.00,0.00,0.03,0.64,-0.41,0.06,19.79,0.00,0.58,0.29,65.79,81.73,0.34,0.32,-84.05,202403.00,-13.84,70.42,0.11,-0.10,0.00,22.00,-0.13,0.18,0.05,0.00,0.05,0.15,-0.10,-0.02,-0.08,0.00,-0.08,-0.59,-0.36,9.89,0.00,60.35
Kanchi Karpooram,538896,,Chemicals,522.20,48.30,2.08,-0.90,16.85,-33.76,-103.44,2.96,0.84,3.80,0.68,3.12,0.02,3.10,1.02,0.00,2.08,19.34,6.13,4.31,4.34,5.27,-3.16,-1.19,41.53,42.36,-3.22,-1.14,-92.49,202403.00,-21.75,33.15,-0.06,-0.67,-1.54,30.68,2.70,0.87,3.57,0.71,2.86,0.02,2.84,0.84,2.00,0.00,2.00,8.80,6.52,4.34,5.04,226.84
Kanco Tea,541005,,Tea,74.38,3.23,-9.29,29.72,25.02,-27.70,-237.54,-10.45,1.76,-8.69,0.63,-9.32,-0.17,-9.15,0.14,0.00,-9.29,18.58,-323.53,-287.62,5.12,-18.13,4.29,2.76,31.04,22.77,2.22,2.24,-152.35,202403.00,-25.62,16.94,-8.05,-9.52,-18.59,19.48,-2.28,-0.37,-2.65,0.70,-3.35,0.74,-4.09,-0.08,-4.01,0.00,-4.01,-11.70,-20.59,5.12,-7.83,38.10
Kandagiri Spinng,521242,,Trading,24.37,1.50,-0.87,21.95,-238.10,21.95,-263.89,-0.05,0.00,-0.05,0.07,-0.12,0.75,-0.87,0.00,0.00,-0.87,0.00,-3.33,-58.00,3.86,-2.26,-0.25,-0.08,0.00,0.00,0.09,0.08,-158.33,202403.00,,,,,,0.00,-0.23,0.03,-0.20,0.07,-0.27,0.86,-1.13,-0.08,-1.06,0.00,-1.06,,,3.86,-2.75,9.38
Kandarp Digi,,KANDARP,Computers - Software - Medium / Small,40.55,9.61,,,,2.48,-0.98,1.86,,,,,,,,,0.70,,,,,0.78,,,,,,,31.78,202403.00,,,,,,6.91,0.95,,,,,,,,,,0.31,,,,0.35,36.39
Kanel Indust.,500236,,Trading,1.50,0.00,-0.01,,0.00,,-68.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,,,,18.41,-0.01,0.00,0.00,0.00,0.00,0.00,-0.01,-66.67,202406.00,,,,,,0.00,-0.25,0.00,-0.25,0.01,-0.26,0.00,-0.26,0.00,-0.25,0.00,-0.25,,,18.41,-0.14,2.76
Kanishk Steel,513456,,Steel - Medium / Small,28.30,97.46,-3.50,-8.13,-153.62,-3.51,108.00,-2.87,1.62,-1.25,0.64,-1.89,1.35,-3.24,0.27,0.00,-3.50,16.69,-2.94,-3.59,28.47,-1.23,2.30,3.11,90.16,107.66,2.33,1.41,642.86,202403.00,-2.00,105.51,2.25,-0.53,-0.19,92.80,4.22,2.06,6.28,2.09,4.19,1.17,3.02,0.66,2.36,0.00,2.36,4.55,2.54,28.47,0.83,80.49
Kanoria Chem.,506525,KANORICHEM,Chemicals,127.25,361.75,-9.26,-18.68,-928.89,-6.44,-143.49,28.78,0.54,29.32,15.62,13.70,11.64,2.06,17.75,0.00,-15.69,37.16,7.96,-4.34,21.85,-2.12,6.10,10.59,371.39,401.50,-20.52,-3.84,-27.17,202403.00,-5.45,379.62,11.60,-15.81,-2.14,342.08,2.81,8.47,11.28,15.88,-4.60,9.02,-13.62,1.61,-8.13,0.00,-15.23,0.82,-4.45,21.85,-1.86,556.08
Kanoria Energy,539620,,Cement Products,33.56,76.89,0.07,-14.43,120.00,11.01,-18.22,4.02,0.95,4.97,0.86,4.11,3.74,0.37,0.29,0.00,0.07,46.96,5.23,0.09,42.65,0.01,5.62,10.16,65.65,128.82,1.15,5.20,6.62,202403.00,14.66,147.70,11.15,5.78,0.68,76.42,5.98,0.15,6.13,0.91,5.22,3.32,1.90,0.46,1.44,0.00,1.44,7.83,1.88,42.65,0.17,286.24
Kanpur Plastipa.,507779,KANPRPLA,Packaging,125.01,152.83,3.26,38.68,-55.10,4.52,-84.60,8.31,5.40,13.71,3.71,10.00,6.31,3.69,0.43,0.00,3.26,36.19,5.44,2.13,21.47,1.52,8.13,6.85,120.43,100.32,2.24,2.07,-14.92,202403.00,12.17,112.52,5.59,-3.65,-1.70,123.84,-3.56,2.13,-1.43,3.19,-4.62,3.56,-8.18,-1.42,-6.76,0.00,-6.76,-2.87,-5.46,21.47,-3.15,268.36
Kansai Nerolac,500165,KANSAINER,Paints / Varnishes,302.60,2133.06,224.87,-1.10,-0.67,1.69,23.39,329.61,33.83,363.44,48.14,315.30,7.21,308.09,83.22,0.00,224.87,36.82,15.45,10.54,80.84,2.86,244.00,273.24,1918.71,1956.54,152.09,175.48,14.69,202406.00,1.74,1990.63,266.02,208.91,2.58,1769.39,179.01,32.53,211.54,47.96,163.58,7.02,156.56,42.27,114.29,0.00,114.29,10.12,6.46,80.84,1.44,24461.57
Kanungo Financi.,540515,,Finance & Investments,6.89,0.00,0.14,,450.00,-100.00,0.00,-0.03,0.43,0.40,0.00,0.40,0.21,0.19,0.05,0.00,0.14,,,,4.63,0.30,-0.03,-0.08,0.00,0.00,0.06,0.03,-127.78,202403.00,,,,,,0.00,-0.02,0.27,0.25,0.00,0.25,0.18,0.07,0.05,0.02,0.00,0.02,,,4.63,0.04,3.19
Kapil Cotex,512036,,Textiles - Processing,168.00,0.00,0.49,,,,5233.33,-0.02,0.60,0.58,0.00,0.58,0.00,0.58,0.09,0.00,0.49,,,,1.92,4.71,-0.01,-0.04,0.00,0.00,0.01,-0.03,-100.00,202403.00,,,,,,0.00,-0.05,1.37,1.32,0.00,1.32,0.00,1.32,0.25,1.07,0.00,1.07,,,1.04,10.29,17.47
Kapil Raj Financ,539679,,Finance & Investments,22.50,0.00,-0.04,,-110.81,-100.00,-107.41,-0.05,0.00,-0.05,0.00,-0.05,0.00,-0.05,-0.01,0.00,-0.04,,,,10.94,-0.04,-0.02,-0.08,0.00,0.00,-0.02,0.07,-168.00,202403.00,,,,,,0.00,-0.01,0.00,-0.01,0.00,-0.01,0.00,-0.01,0.00,-0.01,0.00,-0.01,,,5.14,-0.01,24.62
Kapston Services,,KAPSTON,Miscellaneous,460.70,141.47,2.76,33.40,203.30,30.36,147.93,7.24,0.14,7.38,1.16,6.22,2.70,3.52,0.76,0.00,2.76,98.78,5.12,1.95,10.14,2.72,4.86,5.31,128.39,113.15,4.33,2.79,67.57,202403.00,30.50,147.66,6.64,2.93,2.88,137.06,5.47,0.41,5.88,0.89,4.99,2.70,2.29,-0.40,2.69,0.00,2.69,3.99,1.96,10.14,2.65,467.34
Karma Energy Ltd,533451,KARMAENG,Power Generation And Supply,86.32,1.03,-1.74,-10.43,-213.73,-3.59,-36.07,-2.47,0.69,-1.78,0.70,-2.48,0.03,-2.51,-0.77,0.00,-1.74,100.00,-239.81,-168.93,11.57,-1.50,4.19,1.07,6.31,3.51,2.57,0.29,0.63,202403.00,-2.43,3.42,-0.74,-2.06,-1.78,1.51,-0.73,0.21,-0.52,0.75,-1.27,0.03,-1.30,-0.30,-0.99,0.00,-0.99,-48.34,-65.56,11.57,-0.86,99.87
Karnataka Bank,532652,KTKBANK,Banks - Private Sector,230.75,2277.99,400.33,16.30,7.99,14.14,-7.02,1613.95,279.01,1892.96,0.00,1892.96,1374.63,518.33,118.00,0.00,400.33,100.00,70.85,17.57,377.26,10.61,1354.72,1356.87,2112.61,2026.59,331.08,330.26,14.16,202406.00,14.17,2313.72,1516.23,141.35,3.74,2200.56,1262.18,419.41,1681.59,0.00,1681.59,1366.53,315.06,40.82,274.24,0.00,274.24,57.36,12.46,,7.27,8711.35
Karnavati Financ,538928,,Finance & Investments,2.45,0.89,-0.18,-11.88,69.49,6.67,-398.21,0.31,0.00,0.31,0.00,0.31,0.40,-0.09,0.09,0.00,-0.18,100.00,34.83,-20.22,10.05,-0.02,1.11,-0.04,1.19,0.57,0.59,-0.36,-100.00,202403.00,-9.36,0.52,-0.21,-0.61,-0.06,0.39,-1.39,0.00,-1.39,0.00,-1.39,0.41,-1.80,-0.08,-1.72,0.00,-1.72,-356.41,-441.03,10.05,-0.17,24.62
Karnika Industri,,KARNIKA,Textiles - Products,297.45,62.93,,,,2.74,22.13,9.13,,,,,,,,,5.59,,,,,4.51,,,,,,,19.03,202403.00,,,,,,64.34,8.95,,,,,,,,,,4.51,,,,4.96,368.82
Karnimata Cold,537784,,Miscellaneous,10.26,1.43,-0.14,-5.33,-1300.00,-7.10,38.64,-0.09,0.18,0.69,0.23,0.46,0.56,-0.10,0.04,0.00,-0.38,85.92,23.94,-6.57,5.08,-0.75,,,,,,,-17.28,202403.00,,,,,,2.75,1.44,0.18,1.10,0.23,0.87,0.63,0.24,0.00,0.24,0.00,0.99,35.38,9.23,,1.95,5.22
Kartik Invest.,501151,,Finance & Investments,824.50,0.00,-0.01,,0.00,100.00,50.00,-0.02,0.01,-0.01,0.00,-0.01,0.00,-0.01,0.00,0.00,-0.01,,,,0.24,-0.41,0.00,0.00,0.02,0.02,0.01,0.01,16.67,202406.00,,,,,,0.00,-0.03,0.01,-0.02,0.00,-0.02,0.00,-0.02,0.00,-0.02,0.00,-0.02,,,0.24,-0.82,20.12
Karur Vysya Bank,590003,KARURVYSYA,Banks - Private Sector,219.27,2284.53,458.65,21.33,27.89,24.25,37.93,1484.74,388.35,1873.09,0.00,1873.09,1260.18,612.91,154.26,0.00,458.65,100.00,64.99,20.08,160.94,5.70,1306.49,1254.31,2139.38,1997.08,411.63,378.45,38.56,202406.00,24.29,2482.12,1515.66,254.89,3.17,2184.57,1133.76,628.85,1762.61,0.00,1762.61,1189.11,573.50,117.40,456.10,0.00,456.10,51.90,20.88,,5.67,17642.72
Kashyap TeleMed.,531960,,Computers - Software - Medium / Small,2.31,0.04,-0.03,0.00,,-5.00,,-0.03,0.00,-0.03,0.00,-0.03,0.00,-0.03,0.00,0.00,-0.03,100.00,-75.00,-75.00,4.77,-0.01,0.00,0.00,0.06,0.05,0.00,0.00,,202403.00,6.00,0.05,-0.01,,,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.77,0.00,11.02
Katare Spinning,502933,,Textiles - Cotton/Blended,232.40,0.89,-1.71,-70.72,-40.16,-41.78,31.00,-1.04,0.26,-0.78,0.81,-1.59,0.30,-1.89,-0.19,0.00,-1.71,-78.65,-116.85,-192.13,2.85,-6.00,0.34,0.14,1.19,0.35,0.05,-0.21,23.08,202403.00,-27.01,0.26,0.01,-0.42,-1.49,1.57,-0.25,0.04,-0.21,-0.20,-0.01,0.00,-0.01,0.00,0.00,0.00,0.00,-15.92,0.00,2.85,0.00,66.23
Kataria,,KATARIA,Steel - Medium / Small,219.70,,,,,2.34,38.01,,,,,,,,,,,,,,,,,,,,,,35.35,202403.00,,,,,,,,,,,,,,,,,,,,,,473.04
Kaushalya,,KLL,Trading,102.10,587.29,2.15,,,134.69,79.84,4.18,2.16,4.25,0.06,4.19,1.33,2.86,0.72,0.00,4.79,6.94,0.37,0.38,0.15,2.58,,,,,,,12.64,202403.00,,,,,,,,,,,,,,,,,,,,,,189.19
Kaushalya Infra.,532925,KAUSHALYA,Hotels,965.00,0.05,13.88,66.67,-8.32,16.67,-5.86,-0.43,18.12,17.69,0.02,17.67,0.00,17.67,3.80,0.00,13.88,80.00,-860.00,27760.00,34.63,400.81,-1.11,-0.81,0.03,0.02,0.72,1.09,-63.92,202403.00,19.05,0.02,-0.73,-0.75,-21.74,0.04,-0.67,-0.14,-0.81,0.02,-0.83,-0.15,-0.68,-0.08,-0.60,0.00,-0.60,-1675.00,-1500.00,34.63,-21.33,33.42
Kaveri Seed Co.,532899,KSCL,Miscellaneous,1109.00,98.35,-0.27,33.48,98.26,7.54,38.52,-11.87,25.00,13.13,9.65,3.48,0.06,3.42,3.83,0.00,-0.40,52.62,-12.07,-0.41,10.29,-0.05,11.27,277.84,171.32,736.10,13.97,275.25,13.55,202403.00,7.85,793.89,150.52,112.70,14.79,142.63,8.58,13.05,21.63,6.71,14.92,0.10,14.82,3.75,11.07,0.00,11.07,6.02,7.76,11.18,2.11,5704.59
Kavveri Telecom,590041,KAVVERITEL,Telecommunications - Equipment,34.51,0.74,-0.30,-25.25,-3.45,-33.33,-103.28,-0.24,0.00,-0.24,0.06,-0.30,0.00,-0.30,0.00,0.00,-0.30,32.43,-32.43,-40.54,20.12,-0.15,-0.14,-206.94,0.38,0.36,-0.20,33.05,99.59,202403.00,-48.25,0.19,-53.59,-53.42,-26.55,0.50,-0.32,0.00,-0.32,0.05,-0.37,0.00,-0.37,0.00,-0.37,0.00,-0.37,-64.00,-74.00,20.12,-0.18,69.43
Kay Cee,,KCEIL,Construction,329.75,40.34,1.21,,,5.53,18.87,7.04,0.09,2.58,0.02,2.56,0.92,1.64,0.43,0.00,3.76,71.83,26.07,12.67,0.25,3.43,,,,,,,22.31,202403.00,,,,,,24.13,5.75,,,,,,,,,,2.79,,,,3.48,361.41
Kay Power &Paper,530255,,Paper,41.78,11.23,0.66,38.47,414.29,-13.48,6.38,0.17,1.43,1.60,0.94,0.66,0.00,0.66,0.00,0.00,0.66,26.98,1.51,5.88,10.64,0.62,0.05,-0.23,8.19,7.57,0.28,0.01,-71.60,202403.00,-6.30,7.09,-0.02,-0.31,-0.29,9.09,0.47,0.28,0.75,0.21,0.54,0.00,0.54,0.00,0.54,0.00,0.54,5.17,5.94,10.64,0.51,44.45
Kaya Ltd,539276,KAYA,Miscellaneous,563.80,95.55,-99.20,3.19,-75.98,7.30,-11.23,-80.88,6.86,-74.02,15.47,-89.49,9.74,-99.23,0.00,0.00,-99.22,97.12,-84.65,-103.84,13.06,-75.93,11.90,12.85,100.62,105.69,-11.64,-10.38,-96.26,202403.00,7.52,113.64,-4.69,-32.17,-24.62,102.39,11.84,4.41,16.25,15.55,0.70,9.10,-8.40,0.00,-8.28,0.00,-8.41,11.56,-8.21,13.06,-6.34,736.55
Kaycee Inds.,504084,,Electric Equipment,1988.75,12.61,1.50,11.49,72.41,16.51,46.70,2.20,0.20,2.40,0.28,2.12,0.10,2.02,0.52,0.00,1.50,42.59,17.45,11.90,0.63,5.00,1.62,1.51,12.25,11.77,1.05,1.00,45.35,202406.00,16.63,13.73,1.95,1.55,4.89,13.47,2.17,0.17,2.34,0.26,2.08,0.10,1.98,0.41,1.57,0.00,1.57,16.11,11.66,0.63,5.23,631.13
Kaynes Tech,543664,KAYNES,Electronics - Components,4353.40,503.98,50.78,69.59,106.00,60.28,92.75,66.89,28.31,95.20,8.37,86.83,22.72,64.11,13.34,0.00,50.78,27.30,13.27,10.08,63.92,7.94,69.88,48.79,509.29,360.85,45.19,32.31,49.63,202406.00,,,,,,637.30,95.24,29.41,124.65,7.38,117.27,15.34,101.93,20.67,81.26,0.00,81.26,14.94,12.75,58.14,12.71,27866.45
KBC Global,541161,KBCGLOBAL,Construction,1.87,12.55,-5.40,-79.92,18.06,-80.95,-145.40,-6.66,2.58,-4.08,0.03,-4.11,1.27,-5.38,0.02,0.00,-5.40,49.80,-53.07,-43.03,109.70,-0.05,-13.31,-11.44,-4.52,9.71,-1.80,-13.33,-1311.66,202403.00,-35.68,6.25,,,,12.58,-26.05,2.70,-23.35,0.06,-23.41,6.48,-29.89,-0.01,-29.88,0.00,-29.88,-207.07,-237.52,90.09,-0.31,279.25
KBS India,530357,,Finance & Investments,9.01,0.60,0.77,93.55,670.00,-12.12,-58.82,-0.40,1.26,0.86,0.07,0.79,0.03,0.76,-0.01,0.00,0.77,100.00,-66.67,128.33,10.82,0.07,-0.27,-0.10,0.50,0.34,-0.20,-0.02,-1158.33,202403.00,25.84,0.43,-0.27,-0.38,-0.03,0.30,-0.50,0.14,-0.36,0.07,-0.43,0.04,-0.47,0.00,-0.47,0.00,-0.47,-166.67,-156.67,10.82,-0.04,97.50
KCD Industries,540696,,Construction,8.92,0.69,0.11,-77.30,-83.82,391.09,46.63,0.16,1.20,1.36,0.02,1.34,0.26,1.08,0.96,0.00,0.11,-266.67,23.19,15.94,1.00,0.04,0.32,0.41,6.32,8.27,0.80,0.65,51.16,202403.00,,,,,,4.03,0.43,0.41,0.84,0.00,0.84,0.00,0.84,0.00,0.84,0.00,0.84,10.67,20.84,1.00,0.33,22.56
KCK Industries,,KCK,Food - Processing - Indian,204.95,42.80,,,,-17.44,22.14,3.54,,,,,,,,,1.50,,,,,1.63,,,,,,,39.01,202403.00,,,,,,33.90,1.78,,,,,,,,,,0.10,,,,0.18,188.96
KCL Infra,531784,,Construction,1.44,1.58,-0.54,-74.39,-1000.00,-56.19,11.54,-1.96,1.49,-0.47,0.02,-0.49,0.21,-0.70,-0.16,0.00,-0.54,-106.96,-124.05,-34.18,38.50,-0.03,-0.07,0.07,2.03,2.24,0.51,0.40,-226.83,202403.00,-32.14,1.52,-0.24,-0.47,-0.03,2.71,0.62,0.21,0.83,0.02,0.81,0.13,0.68,0.18,0.51,0.00,0.51,22.88,18.82,38.50,0.03,24.32
KCP Sugar &Inds.,533192,KCPSUGIND,Sugar,50.80,88.67,54.12,-7.48,76.40,8.70,-2.38,15.92,47.64,63.56,0.82,62.74,2.96,59.78,5.67,0.00,54.12,25.56,17.95,61.04,11.34,4.77,-3.61,11.52,82.65,93.51,-4.32,27.95,57.80,202406.00,9.97,102.83,8.75,3.85,0.34,73.69,0.36,21.71,14.03,3.04,10.99,2.68,16.35,4.50,6.01,8.04,11.84,0.49,8.16,11.34,1.04,576.00
KDDL Ltd,532054,KDDL,Miscellaneous,3408.90,347.61,25.57,16.16,58.33,24.26,91.55,60.61,9.48,70.09,16.87,53.22,6.25,46.97,12.16,0.00,34.81,42.65,17.44,10.01,12.54,20.40,62.29,59.27,339.70,331.52,32.66,32.87,47.72,202403.00,24.71,413.44,73.78,48.10,28.18,372.20,65.74,7.60,73.34,16.58,56.76,6.39,50.37,13.26,25.88,0.00,37.11,17.66,9.97,12.62,20.64,4273.78
Keerthi Indus,518011,,Cement - South India,120.40,50.23,-4.49,-24.26,-180.62,-11.82,-123.10,-5.09,0.40,-4.69,3.02,-7.71,1.55,-9.26,-4.77,0.00,-4.49,33.31,-10.13,-8.94,8.02,-5.60,-2.42,0.70,47.47,58.23,-5.86,-4.30,-975.68,202403.00,-10.69,52.01,-0.57,-5.10,-6.37,56.19,2.81,0.31,3.12,3.05,0.07,1.58,-1.51,-0.46,-1.04,0.00,-1.04,5.00,-1.85,8.02,-1.30,96.56
KEI Industries,517569,KEI,Cables - Power,4246.20,2060.50,150.25,15.59,23.77,17.65,23.21,214.56,17.85,232.41,15.50,216.91,14.16,202.75,52.50,0.00,150.25,26.26,10.41,7.29,18.05,16.65,214.56,203.86,2059.37,1946.58,150.67,140.21,21.33,202406.00,17.69,2290.96,239.77,208.02,23.05,2319.28,244.56,15.16,259.72,15.76,243.96,16.52,227.44,58.65,168.79,0.00,168.79,10.54,7.28,18.05,18.70,38318.32
Kellton Tech,519602,KELLTONTEC,Computers - Software - Medium / Small,155.52,261.93,19.94,5.18,29.31,4.84,26.93,31.62,0.46,32.08,4.16,27.92,4.55,23.37,3.43,0.00,19.94,100.00,12.07,7.61,48.70,2.05,18.41,26.40,245.44,240.58,8.13,16.53,14.32,202406.00,4.87,252.29,27.53,18.87,1.94,247.84,32.16,0.58,32.74,3.97,28.77,4.68,24.09,0.15,23.93,0.00,23.93,12.98,9.66,48.27,2.46,1514.79
