Name,BSE Code,NSE Code,Industry,Current Price,Number of equity shares 10years back,Average return on equity 5Years,Average return on equity 3Years,Book value 3years back,Book value 5years back,Book value 10years back,Inventory turnover ratio 3Years back,Inventory turnover ratio 5Years back,Inventory turnover ratio 7Years back,Inventory turnover ratio 10Years back,Exports percentage 3Years back,Exports percentage 5Years back,Average 5years dividend,Average return on capital employed 3Years,Average return on capital employed 5Years,Average return on capital employed 7Years,Average return on capital employed 10Years,Average return on equity 10Years,Average return on equity 7Years,Return on equity 5years growth,OPM 5Year,OPM 10Year,Number of Shareholders 1year back,Average dividend payout 3years,Average debtor days 3years,Debtor days 3years back,Debtor days 5years back,Return on assets 5years,Return on assets 3years,Historical PE 3Years,Historical PE 10Years,Historical PE 7Years,Historical PE 5Years,Market Capitalization 3years back,Market Capitalization 5years back,Market Capitalization 7years back,Market Capitalization 10years back,Average Working Capital Days 3years,Change in FII holding 3Years,Change in DII holding 3Years,Market Capitalization
Syschem (India),531173,,Pharmaceuticals - Indian - Bulk Drugs & Formln,46.79,1.99,-2.01,9.29,2.23,3.75,5.02,2.37,3.18,6.55,1.70,0.00,0.00,0.00,12.39,0.05,1.59,-1.41,-6.32,-0.12,-9.31,2.17,2.12,10181.00,0.00,93.69,30.59,21.13,-0.99,1.86,38.93,35.79,35.79,39.50,18.53,20.07,18.27,15.12,29.15,0.00,0.25,186.52
Systango Tech,,SYSTANGO,Computers - Software - Medium / Small,239.00,,,32.47,,,,,,,,0.00,0.00,0.55,43.73,55.18,55.18,55.18,,,,28.31,,551.00,0.00,29.81,0.00,,,29.91,27.20,27.20,27.20,27.20,,,,,21.21,,,350.59
Systematix Corp.,526506,,Finance & Investments,1224.95,1.31,15.73,24.59,59.43,58.17,40.46,,,0.15,0.06,0.00,0.00,0.26,26.10,17.26,14.36,12.56,10.77,12.80,63.01,26.52,29.59,1805.00,2.49,84.08,67.95,63.03,6.27,11.03,39.47,31.97,33.94,36.87,193.41,58.41,22.00,17.78,-137.44,0.14,0.00,1590.03
Systematix Sec.,531432,,Finance & Investments,7.33,0.50,1.05,-0.30,17.72,17.10,15.46,,,,,0.00,0.00,0.00,-0.11,1.64,2.11,2.01,1.38,1.41,,35.00,36.35,1660.00,0.00,0.00,0.00,5.79,1.02,-0.29,29.77,29.77,29.77,29.77,1.79,1.79,1.79,1.79,3435.24,0.00,0.00,3.67
T & I Global,522294,,Trading,248.80,0.51,16.08,12.60,107.98,87.89,40.27,12.67,11.63,13.08,8.74,0.00,0.00,0.00,18.58,23.73,23.55,20.04,15.21,16.74,-11.68,9.57,7.64,6463.00,0.00,107.64,73.91,91.04,9.57,7.63,7.85,6.92,5.94,6.77,48.83,44.32,32.76,5.69,40.68,0.00,0.00,126.07
T B Z,534369,TBZ,Diamond Cutting / Jewellery,122.55,6.67,6.86,6.96,78.36,72.04,69.48,1.02,1.25,1.38,1.49,0.00,0.00,10.68,8.69,9.02,8.53,7.77,4.49,6.08,23.47,6.10,5.13,29624.00,27.86,1.04,0.92,5.35,2.55,2.66,15.36,17.38,15.94,14.54,414.73,394.04,517.16,874.49,160.16,0.24,0.00,817.77
T N Merc. Bank,543596,TMB,Banks - Private Sector,474.20,,15.07,16.22,,,,,,,,0.00,0.00,72.75,6.79,6.77,6.64,6.64,,,16.01,66.06,,96007.00,10.38,0.00,0.00,0.00,1.53,1.78,7.26,7.26,7.26,7.26,,,,,-15.38,,,7509.04
T N Newsprint,531426,TNPL,Paper,275.55,6.92,7.57,11.39,230.71,247.49,173.62,1.85,1.95,3.23,3.19,0.00,12.40,30.51,13.07,10.41,9.89,10.70,8.96,6.30,3.88,14.91,16.82,40986.00,71.97,27.20,49.77,39.48,2.22,3.41,6.64,7.71,9.33,7.33,1014.28,1425.74,2177.71,887.97,-23.58,3.59,-8.72,1907.10
T N Petro Prod.,500777,TNPETRO,Chemicals,96.65,9.00,15.31,14.31,65.67,53.53,29.50,9.17,11.55,8.73,7.43,0.00,0.00,17.45,19.44,20.84,20.58,14.83,10.94,15.18,-12.99,8.88,7.26,132399.00,17.10,22.42,25.86,21.00,11.81,11.40,6.87,6.29,6.29,6.19,439.06,315.35,331.10,97.17,32.94,0.91,0.00,869.56
T N Steel Tubes,513540,,Steel - Medium / Small,11.90,0.51,-4.05,4.85,15.98,17.31,13.74,5.02,4.86,8.00,8.28,0.00,0.00,0.00,5.62,-0.29,1.88,8.25,5.50,-1.52,30.27,0.01,1.73,13865.00,0.00,61.23,84.12,61.86,-1.39,1.47,12.31,14.17,14.17,15.44,4.56,15.09,28.08,27.16,114.86,0.00,0.00,6.10
T N Telecom.,523419,TNTELE,Cables - Telephone,10.37,4.57,,,-27.72,-25.58,-8.22,0.00,0.01,0.38,1.58,,,0.00,0.00,0.00,0.00,0.00,,,,,,22877.00,0.00,0.00,,,-58.45,-60.26,,,,,21.24,7.31,12.56,14.98,0.00,7.18,-12.16,47.37
T R I L,532928,TRIL,Electric Equipment,761.45,13.26,5.68,8.25,25.87,25.33,25.21,2.54,2.54,2.32,2.92,0.00,0.00,1.63,13.30,11.36,10.51,9.85,3.56,4.59,46.42,8.49,8.24,49012.00,8.50,168.04,204.54,160.58,2.00,3.02,31.80,31.71,28.70,31.26,216.74,175.65,539.02,120.80,152.90,7.85,5.36,11428.04
T T,514142,TTL,Textiles - Products,114.30,2.15,6.34,2.62,31.70,34.60,48.55,3.42,3.74,2.10,8.48,0.00,0.00,0.43,7.94,8.04,7.61,7.95,1.31,2.27,56.61,8.76,7.58,16788.00,4.93,47.18,42.78,25.57,1.18,0.42,7.23,16.80,8.06,7.52,96.96,125.12,120.82,53.96,187.94,0.04,0.00,245.74
T. Spiritual,532444,,Trading,2.14,2.00,-6.53,-8.24,1.54,2.12,12.98,,,2.00,0.01,,,0.00,-8.78,-7.08,-6.19,-4.16,-1.42,-4.78,-14.69,,,15460.00,0.00,0.00,,,-7.15,-8.71,,10.86,10.46,,0.56,1.44,1.10,0.96,0.00,0.00,0.00,4.28
T.V. Today Netw.,532515,TVTODAY,Entertainment / Electronic Media Software,229.05,5.96,12.83,11.53,166.00,146.15,75.44,15.98,6.53,6.60,,0.00,0.00,126.78,15.01,18.06,21.16,23.52,14.86,14.13,-16.05,19.99,23.03,49161.00,191.03,89.83,92.94,90.79,10.25,8.97,12.72,17.31,13.55,12.71,1583.60,1895.73,1538.47,703.45,226.61,-5.35,-1.19,1366.71
TAAL Enterprises,539956,,Transport - Airlines,2910.40,,33.20,28.98,244.71,162.15,,,,,,0.00,0.00,4.21,41.31,49.22,55.66,52.56,,35.41,-9.84,25.99,,15610.00,15.64,72.61,59.73,63.46,24.69,22.49,16.85,12.62,11.84,14.00,143.90,81.02,56.76,,88.02,1.24,0.00,906.99
Taaza Intern.,537392,,Trading,5.15,0.73,-9.66,-2.43,14.67,16.26,15.18,2.25,4.28,45.25,157.27,0.00,0.00,0.00,-2.80,-8.41,1.01,37.14,2.37,-5.63,,,,1570.00,0.00,0.00,3597.42,237.59,-4.42,-1.99,,3.78,24.91,,6.68,6.00,8.08,,0.00,0.00,0.00,3.73
TAC Infosec,,TAC,Computers - Software - Medium / Small,533.80,,,79.38,,,,,,,,40.28,,,68.08,68.08,68.08,68.08,,,,,,,0.00,145.83,77.49,,,49.02,5.80,5.80,5.80,5.80,,,,,101.98,,,559.40
Tahmar Enterp.,516032,,Trading,17.14,3.12,,,-0.03,0.00,-1.36,0.40,0.67,0.50,0.44,0.00,0.00,0.00,-16.10,-23.34,-23.97,-18.96,,,14.89,-33.95,-33.78,2389.00,,241.10,6935.00,,-18.83,-13.04,93.78,86.00,93.78,93.78,1.22,2.18,3.49,2.53,1113.75,0.00,0.00,162.47
Tai Industries,519483,,Trading,44.87,0.60,12.71,13.97,29.60,23.93,29.02,112.55,31.87,21.04,19.93,0.00,0.00,0.00,20.16,16.35,14.28,11.82,9.94,11.80,-16.24,-0.29,-0.34,5744.00,0.00,66.21,60.12,76.69,4.03,4.91,5.96,7.27,6.63,6.55,5.89,5.62,12.84,5.34,24.72,0.00,0.00,26.93
Tainwala Chem.,507785,TAINWALCHM,Plastics Products,181.25,0.94,1.40,1.19,104.60,91.61,43.33,1.37,1.82,2.26,2.34,0.00,0.00,0.00,1.57,1.74,2.71,4.23,3.35,2.30,16.64,-24.77,-24.98,7953.00,0.00,17.03,135.39,20.58,1.35,1.00,36.92,18.79,22.44,30.84,53.37,56.28,52.91,16.01,107.98,0.04,-0.04,169.65
TajGVK Hotels,532390,TAJGVK,Hotels,335.20,6.27,7.56,12.32,61.41,65.57,55.26,3.02,7.71,6.73,7.19,0.00,0.00,3.14,15.51,10.71,10.39,9.17,5.63,7.13,18.73,26.08,24.27,60806.00,6.83,18.15,36.63,21.49,4.21,7.13,27.24,64.53,43.10,33.22,685.01,1493.24,969.05,415.40,-21.66,0.70,0.95,2101.79
Take Solutions,532890,TAKE,Miscellaneous,21.05,12.24,-30.55,-106.21,76.03,106.49,42.84,2.00,0.56,0.32,0.17,0.00,0.00,0.00,-13.87,-9.92,-3.12,2.31,-6.10,-12.84,,1.82,13.04,83950.00,0.00,47.54,204.59,94.05,-18.53,-27.12,,13.85,11.28,8.90,664.22,2209.39,1681.45,400.86,-23.39,-1.59,-0.27,311.42
Talbros Auto.,505160,TALBROAUTO,Auto Ancillaries,317.75,6.17,14.57,16.73,40.12,32.08,20.61,2.44,2.03,2.29,2.02,0.00,0.00,2.59,19.63,16.16,15.61,14.92,13.45,14.29,4.60,12.89,11.82,37033.00,5.45,96.49,127.34,102.26,7.02,9.13,13.41,13.17,13.62,12.94,251.49,256.80,178.13,48.99,84.90,0.12,-0.38,1961.43
Talbros Engg.,538987,,Auto Ancillaries,645.00,0.51,18.72,21.49,140.39,119.41,63.84,3.59,2.99,3.84,5.95,24.58,20.18,0.81,19.81,16.66,16.74,17.14,17.63,18.29,-0.17,11.34,10.51,6651.00,5.12,56.95,61.86,58.40,7.13,9.06,9.73,11.66,11.07,10.07,77.85,78.76,72.15,,75.07,0.00,-0.07,327.44
Tamboli Industri,533170,,Finance & Investments,128.40,0.99,10.06,10.58,82.44,73.36,45.16,1.15,0.69,1.24,1.53,0.00,0.00,0.87,14.87,13.74,14.31,15.64,10.72,10.26,-7.48,21.45,22.78,3296.00,10.07,73.68,88.17,75.93,8.12,8.78,8.96,9.50,9.03,8.37,46.77,72.42,106.64,17.86,129.02,0.00,0.00,127.36
Taneja Aerospace,522229,,Miscellaneous,630.95,2.49,8.07,9.23,42.00,39.51,35.90,5.60,1.87,1.55,2.08,0.00,0.00,2.24,13.61,11.67,10.26,7.64,4.08,6.79,10.31,51.39,31.73,21425.00,37.86,83.83,90.93,81.97,6.61,8.00,33.05,33.48,33.48,27.84,76.44,82.42,114.42,51.89,64.24,0.16,0.00,1608.98
Tanfac Inds.,506854,,Chemicals,2140.35,1.00,32.01,33.62,83.45,65.36,-0.34,3.73,4.20,7.31,3.90,0.00,0.00,4.49,49.66,44.20,46.91,35.64,,37.19,-26.56,20.43,18.05,14380.00,13.91,45.61,39.51,37.73,22.53,26.28,23.74,13.18,13.04,13.99,243.69,216.91,61.35,8.24,67.14,0.00,0.05,2134.99
Tanla Platforms,532790,TANLA,Computers - Software - Medium / Small,963.25,10.15,29.76,35.80,65.65,47.64,61.21,,,0.03,0.02,0.00,0.00,53.89,44.93,32.41,23.89,17.70,20.03,24.62,56.02,17.89,16.88,223256.00,16.59,68.03,58.17,111.91,15.35,21.97,25.33,27.91,25.57,29.22,11067.93,427.24,519.16,44.14,21.60,2.17,-0.90,12951.83
Tantia Constr.,532738,TCLCONS,Construction,51.58,1.88,-3.88,-2.64,90.72,85.24,113.57,0.22,0.75,0.30,0.68,0.00,0.00,0.00,-0.48,-0.66,-2.08,-1.18,-25.96,-20.11,14.77,-14.16,-8.15,10918.00,0.00,124.46,99.13,299.82,-1.01,-0.97,12.04,5.28,12.04,12.04,7.47,8.19,54.90,30.49,255.93,0.00,0.00,799.53
Tanvi Foods,540332,,Food - Processing - Indian,165.00,0.28,3.26,2.19,51.24,49.47,,1.81,2.85,3.14,-0.24,0.00,0.00,0.00,4.96,6.11,7.65,10.24,5.15,4.05,-26.27,5.04,5.48,171.00,0.00,9.23,15.27,9.23,1.41,0.86,63.08,35.18,47.63,58.33,25.76,26.83,24.91,,141.00,0.00,0.00,189.50
Tapi Fruit,,TAPIFRUIT,Food - Processing - Indian,139.00,,-1.41,-2.19,,,,4.08,4.77,,,0.00,0.00,0.00,2.98,6.25,6.25,6.25,,,,4.82,,192.00,0.00,32.73,35.27,60.98,-0.25,-0.85,9.83,9.83,9.83,9.83,,,,,57.63,,,57.96
Tara Chand Infra,,TARACHAND,Diversified - Medium / Small,418.45,,10.45,10.26,40.28,38.39,,4.80,6.02,11.44,,0.00,0.00,0.20,10.93,11.41,11.82,12.00,,10.96,12.41,29.06,,513.00,0.00,142.83,208.26,127.03,3.01,2.92,19.01,15.32,15.32,15.81,45.10,50.21,,,139.42,0.00,0.00,635.00
Tarai Foods,519285,,Food - Processing - Indian,10.18,1.77,,,-0.74,-0.62,-17.62,6.12,5.79,4.81,4.83,0.00,0.00,0.00,-55.02,-36.83,-28.61,-27.90,,,,-8.04,-3.64,16580.00,0.00,7.51,5.16,3.05,-10.15,-14.01,,136.33,139.33,139.33,6.91,4.17,9.57,6.58,-639.24,0.00,-0.01,18.04
Tarapur Trans,533203,TARAPUR,Electric Equipment,13.10,1.95,,,1.21,14.87,27.17,3.48,,3.66,7.85,0.00,0.00,0.00,-29.20,-30.82,-24.11,-17.60,,,,-352.03,-67.67,12088.00,0.00,3771.19,3787.74,717.48,-20.77,-17.04,1.24,1.33,1.33,1.31,6.82,8.58,15.02,11.02,-17023.25,0.00,0.00,25.54
TARC Ltd,543249,TARC,Construction,193.05,,,-7.15,53.01,,,0.00,,,,0.00,0.00,0.00,0.81,0.80,0.80,0.80,,,,4.43,,61463.00,0.00,12.28,32.25,,,-3.03,124.15,124.51,124.51,124.51,857.25,,,,1569.80,-3.36,1.27,5696.83
Tarini Internat.,538496,,Miscellaneous,25.12,1.30,3.89,4.79,22.30,22.33,21.90,,,,,0.00,0.00,0.00,0.19,0.08,0.76,1.32,,2.38,32.44,-11.02,-9.16,416.00,0.00,577.53,1482.03,2100.87,2.78,3.41,5.78,12.12,9.91,6.88,20.21,13.52,26.26,,3097.41,0.00,0.00,32.65
Tarmat,532869,TARMAT,Construction,71.82,1.10,5.37,3.35,45.98,42.16,33.87,0.81,0.01,1.61,0.21,0.00,0.00,0.00,3.37,4.39,1.42,0.58,-2.68,0.72,15.13,3.72,-0.79,9909.00,0.00,48.30,27.68,74.14,2.22,1.77,20.14,24.17,23.35,17.78,57.66,42.20,49.32,7.56,279.81,0.07,0.00,153.08
Tarsons Products,543399,TARSONS,Miscellaneous,508.80,,,,,,,,,,,0.00,,,35.26,35.26,35.26,35.26,,,,,,105304.00,,87.51,75.01,,,,28.64,28.64,28.64,28.64,,,,,171.64,,,2707.12
Tasty Bite Eat.,519091,TASTYBITE,Food - Processing - Indian,10648.60,0.26,15.71,11.74,805.22,635.78,172.10,3.96,5.47,5.92,8.04,0.00,0.00,0.46,12.30,16.64,20.67,22.71,19.19,17.70,-9.63,12.36,12.90,16632.00,1.81,45.90,51.48,41.57,8.93,6.16,101.10,72.42,81.19,92.47,3662.72,2166.92,1205.97,61.31,75.65,0.69,-0.29,2732.42
Tasty Dairy,540955,,Food - Processing - Indian,10.78,,-15.92,-38.92,35.46,33.53,,5.80,6.05,5.15,,0.00,0.00,0.00,-15.70,-5.29,0.05,0.05,,-9.60,,-1.86,,6394.00,0.00,69.60,47.87,24.10,-7.32,-15.17,,7.20,7.20,8.08,36.37,88.87,,,146.40,0.00,27.02,22.02
Tata Chemicals,500770,TATACHEM,Chemicals,1111.30,25.48,13.45,7.08,560.83,506.19,217.89,2.16,1.90,2.13,4.22,0.00,0.00,336.52,9.14,13.48,13.13,12.41,13.67,13.92,-22.80,19.00,18.42,621483.00,62.44,52.66,49.99,51.29,8.19,4.51,16.73,7.51,11.10,13.88,19155.86,6686.72,6799.85,3261.69,45.53,0.82,0.31,28311.50
Tata Comm,500483,TATACOMM,Telecommunications - Service Provider,1862.60,28.50,,126.04,4.05,-44.85,11.28,5.01,3.92,10.99,11.27,0.00,0.00,435.48,21.06,18.16,15.13,14.40,,,26.83,22.66,18.65,182940.00,40.76,59.25,55.66,65.57,4.77,6.89,26.97,30.79,29.08,30.91,30289.80,10904.39,12849.51,5465.16,-56.33,-5.79,5.78,53084.13
Tata Consumer,500800,TATACONSUM,Tea,1092.50,61.84,6.83,7.25,157.72,149.91,88.82,3.19,3.32,2.61,2.19,0.00,0.00,540.61,9.65,9.20,9.11,8.61,6.29,6.78,7.93,13.88,12.50,819034.00,63.00,22.40,23.95,34.26,5.04,5.36,73.64,36.53,61.64,68.85,58877.94,12871.89,9501.66,9279.09,47.02,0.44,3.40,104097.20
Tata Elxsi,500408,TATAELXSI,Computers - Software - Medium / Small,7055.00,6.23,34.68,37.35,217.13,175.03,45.48,106.33,53.44,,224.48,0.00,88.05,295.95,46.06,42.64,45.86,50.79,35.39,34.81,0.14,28.91,27.23,582903.00,51.05,104.18,97.81,81.49,25.93,28.52,64.69,33.82,37.81,58.93,16770.41,5997.84,4563.16,1697.55,69.36,2.75,0.29,43936.02
Tata Inv.Corpn.,501301,TATAINVEST,Finance & Investments,6554.55,5.51,1.36,1.39,2814.29,1592.47,405.40,,,,,0.00,0.00,175.08,1.52,1.46,1.69,4.14,1.92,1.45,-1.18,87.61,88.35,92620.00,87.71,32.21,0.00,8.43,1.24,1.27,42.38,33.56,36.89,41.14,5239.14,4215.60,3504.34,2526.12,16.41,0.52,-0.01,33162.93
Tata Motors,500570,TATAMOTORS,Automobiles - LCVs / HCVs,992.00,288.74,5.84,14.63,166.39,201.40,194.85,4.33,4.40,4.85,5.70,0.00,0.00,1088.33,9.26,6.64,6.28,8.81,8.92,5.24,99.61,10.57,11.09,3814831.00,15.54,15.68,18.53,22.96,0.89,2.24,18.98,14.42,18.06,19.04,100206.89,50312.05,134507.13,113884.83,-26.42,4.92,4.54,363661.60
Tata Motors-DVR,570001,TATAMTRDVR,Automobiles - LCVs / HCVs,665.45,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,494619.00,,0.00,,,,,,,,,,,,,0.00,6.77,-5.12,33838.33
Tata Power Co.,500400,TATAPOWER,Power Generation And Supply,438.50,270.46,8.64,11.22,69.86,72.34,52.94,11.02,9.88,10.15,8.56,0.00,0.00,550.41,10.70,9.46,8.54,8.37,6.50,7.27,55.55,17.06,15.46,3890518.00,22.85,47.00,58.04,54.30,2.10,2.85,31.03,23.20,21.87,26.56,32991.88,19961.23,24437.63,23035.63,-52.95,-1.82,-1.15,140115.62
Tata Steel,500470,TATASTEEL,Steel - Large,175.35,1126.62,13.81,18.07,62.04,65.31,27.83,1.95,2.00,1.91,2.40,0.00,0.00,3850.88,16.87,13.79,13.52,10.29,10.21,13.77,-13.21,16.39,14.13,3644090.00,-11.84,13.56,22.28,27.34,4.88,7.05,7.42,8.93,7.55,7.26,97151.14,58690.13,51813.25,42293.31,-2.07,-2.33,4.23,218898.66
Tata Technolog.,544028,TATATECH,Computers - Software - Medium / Small,1021.00,,19.02,21.89,,,,,19017.00,,,0.00,0.00,214.77,27.01,23.45,23.45,23.45,,,,17.84,,,46.65,84.26,91.33,71.42,11.09,12.36,70.72,70.72,70.72,70.72,,,,,40.42,,,41418.76
Tata Tele. Mah.,532371,TTML,Telecommunications - Service Provider,77.97,195.49,,,-94.59,-89.41,-15.18,,,200.92,29.79,0.00,0.00,0.00,40.90,81.91,64.91,45.98,,,,43.50,30.12,837251.00,0.00,41.47,27.36,25.53,-77.95,-90.76,,,,,2756.41,607.97,1423.17,1473.99,-62.71,2.45,0.06,15242.63
Tatia Global,521228,,Construction,4.10,15.16,-7.03,7.28,1.05,1.46,1.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.97,-6.83,-3.58,-1.86,-2.01,-3.67,-12.44,-259.75,-57.34,39558.00,0.00,327.48,588.06,296.67,-5.33,5.35,8.28,6.95,8.21,9.66,10.92,3.64,4.85,7.13,4400.35,0.00,0.00,62.16
Tatva Chintan,543321,TATVA,Chemicals,1115.00,,15.79,12.17,,,,2.39,2.86,,,70.83,0.00,4.72,13.87,19.62,20.10,20.10,,,-29.97,19.82,,70037.00,9.93,61.72,110.27,73.00,13.27,10.16,67.70,67.70,67.70,67.70,,,,,171.44,,,2608.25
Tavernier Res.,531190,,Trading,32.28,0.60,-14.86,-1.88,9.23,9.88,12.09,,31.62,,87.00,0.00,0.00,0.00,2.25,-5.79,-1.31,5.32,0.53,-6.58,,-21.59,-2.72,901.00,0.00,0.00,0.00,0.00,-8.89,-1.44,478.00,10.61,11.40,469.00,4.36,5.50,6.73,11.66,-9.25,0.00,0.00,19.30
Taylormade Renew,541228,,Electric Equipment,452.10,0.04,11.50,22.21,18.31,20.15,,0.19,0.02,3.81,10.73,0.00,0.00,0.00,28.21,16.12,14.26,13.68,10.70,10.42,54.35,25.92,16.27,167.00,0.00,395.39,11047.93,115.20,6.69,13.60,79.30,60.51,60.51,73.06,6.73,22.74,,,557.71,0.00,0.00,501.50
Tayo Rolls,504961,,Castings & Forgings,99.40,1.03,,,-465.08,-463.68,-178.41,0.00,0.01,0.02,1.51,,,0.00,-3.48,-3.48,-3.48,-116.22,,,,,,15498.00,0.00,0.00,,,-7.97,-7.09,,12.68,12.68,12.68,38.99,39.09,55.31,46.79,0.00,0.00,-0.02,101.98
TBI Corn,,TBI,Food - Processing - Indian,280.00,,,,,,,,,,,,,,31.33,31.33,31.33,31.33,,,,,,,,57.66,,,,,0.03,0.03,0.03,0.03,,,,,137.24,,,508.45
TBO Tek,544174,TBOTEK,Travel Agencies,1910.05,,32.07,39.86,,,,,,,,0.00,0.00,0.00,37.50,31.08,31.08,31.08,,,,14.92,,,0.00,601.54,309.40,314.41,4.74,5.43,83.30,83.30,83.30,83.30,,,,,-158.84,,,20740.82
TCC Concept,512038,,Construction,585.00,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,,,,,,361.00,,279.64,,,,,66.39,66.39,66.39,66.39,,,,,430.86,0.02,3.52,1289.02
TCFC Finance,532284,,Finance & Investments,60.03,1.05,6.10,6.42,89.11,80.00,79.92,0.00,0.00,0.92,1.84,0.00,0.00,0.57,8.25,7.34,7.01,6.77,5.43,5.76,20.72,83.12,11.26,17405.00,6.78,880.68,0.00,6.71,5.74,6.04,6.64,8.22,7.87,7.14,26.26,30.87,36.27,23.06,7392.19,0.00,-0.01,62.90
TCI Express,540212,TCIEXP,Miscellaneous,1240.75,,24.63,23.49,112.89,87.93,,,,,,0.00,0.00,22.27,31.59,33.37,35.87,31.59,,25.63,-8.06,14.90,,42548.00,20.16,64.54,73.29,58.16,20.08,19.34,45.23,41.64,41.63,42.86,3638.98,2859.69,1523.51,,48.41,0.50,-1.53,4757.35
TCI Finance,501242,TCIFINANCE,Finance & Investments,16.26,1.29,,,-23.20,-33.46,31.15,,,,,0.00,0.00,0.00,0.00,-172.14,-50.35,-18.54,,,,-624.67,-44.26,9497.00,0.00,0.00,0.00,0.00,-22.17,-16.94,,10.73,11.21,7.03,5.99,19.57,31.99,22.01,-25641.71,0.00,0.00,20.93
TCI Industries,532262,,Miscellaneous,1490.00,0.09,-21.80,-21.38,104.71,29.44,-164.14,,,,,0.00,0.00,0.00,-7.41,-8.08,-6.70,-6.70,,-20.35,-41.42,-58.20,-35.63,2073.00,0.00,2.36,0.00,0.00,-7.80,-7.14,,,,,70.62,75.33,165.01,126.27,-82.29,0.01,-0.01,134.10
TCM,524156,,Trading,49.00,,-5.88,-10.56,43.45,43.29,,0.96,0.40,,,0.00,0.00,0.00,-10.20,-5.99,-5.99,-5.99,,,,-24.07,,3529.00,0.00,174.88,217.45,1377.88,-2.98,-5.08,,65.82,65.82,65.82,18.71,22.34,20.12,32.00,-336.99,0.00,-17.43,36.65
TCNS Clothing Co,541700,TCNSBRANDS,Textiles - Products,538.70,9.17,-10.31,-18.72,99.47,107.36,,0.91,1.36,1.67,,0.00,0.00,0.00,-8.06,-3.18,7.91,9.14,,-1.97,,4.53,8.00,20463.00,0.00,68.37,94.67,57.46,-4.23,-7.65,524.87,44.51,44.51,106.96,3117.96,5031.56,,,134.69,-13.27,-4.16,3408.79
TCPL Packaging,523301,TCPLPACK,Packaging,2537.40,0.87,18.72,21.28,330.46,295.93,130.84,3.90,4.19,4.13,5.47,0.00,0.00,7.53,18.93,16.75,15.34,16.80,18.70,17.33,11.10,15.57,15.22,17600.00,11.32,78.57,71.54,66.27,6.49,7.85,15.72,14.20,14.31,12.90,405.77,334.47,555.89,60.03,85.57,0.48,0.30,2309.04
TCS,532540,TCS,Computers - Software - Large,3958.50,391.75,43.77,47.40,233.66,224.19,129.25,2.15,2.40,3.66,36.69,0.00,0.00,25137.80,59.14,54.63,51.41,50.43,39.78,40.73,7.44,27.09,27.05,2499384.00,66.16,80.55,66.87,68.15,29.01,30.21,30.75,25.74,28.56,30.22,1175503.05,751096.08,479174.03,417832.71,34.87,-2.73,2.64,1432219.94
TD Power Systems,533553,TDPOWERSYS,Electric Equipment,352.40,16.62,13.04,16.22,30.43,27.47,29.73,2.42,2.85,3.92,5.61,0.00,0.00,10.11,21.07,16.11,11.87,8.60,6.32,9.37,89.01,13.40,9.48,27872.00,13.16,111.71,99.55,181.84,7.62,10.14,25.44,29.23,24.97,24.64,458.53,376.08,767.51,890.33,104.78,10.19,20.56,5503.92
Team Lease Serv.,539658,TEAMLEASE,Miscellaneous,2980.00,0.51,12.59,14.07,381.38,334.62,,,,,5.11,0.00,0.00,0.00,14.60,14.64,15.99,16.75,14.27,13.96,-7.46,1.74,1.69,58537.00,0.00,18.69,20.76,21.69,5.73,6.47,47.63,51.43,52.77,53.27,6448.31,5173.58,1661.89,,-2.09,-9.99,16.46,4997.15
Teamo Production,533048,TPHQ,Finance & Investments,1.43,20.45,4.89,8.26,0.21,0.34,1.67,,,,,0.00,0.00,0.00,8.45,-3.03,-2.40,-1.76,2.27,4.18,51.68,0.23,-1.87,4096.00,0.00,22.95,73.00,438.00,-3.84,5.98,24.00,24.00,24.00,24.00,4.91,7.16,9.20,6.54,4804.45,0.00,-0.05,123.15
Tech Mahindra,532755,TECHM,Computers - Software - Large,1457.00,96.08,16.80,15.82,256.80,225.84,127.49,4.68,3.70,3.07,8.80,0.00,0.00,3160.78,20.06,20.89,22.00,23.68,18.49,17.82,-16.96,14.51,15.26,936534.00,96.04,88.61,87.08,73.11,10.37,9.84,26.78,18.87,19.25,21.73,95998.15,76299.10,44725.62,41912.68,39.73,-12.00,12.92,142477.43
Techindia Nirman,526576,TECHIN,Construction,28.51,1.43,-3.65,-3.46,9.07,9.61,13.31,,,,,,,0.00,1.95,0.94,0.64,0.20,-2.43,-3.08,-43.44,,,25467.00,0.00,0.00,,,-0.64,-0.55,20.31,17.98,17.98,17.98,3.83,7.38,6.80,5.59,0.00,0.01,-0.01,40.85
Techknowgreen,543991,,Miscellaneous,254.00,,,80.38,,,,,,,,0.00,,,68.91,68.91,68.91,68.91,,,,,,,0.00,82.43,147.22,,,33.56,27.48,27.48,27.48,27.48,,,,,136.93,,,187.52
Techno Elec.Engg,542141,TECHNOE,Engineering - Turnkey Services,1549.95,,11.84,12.75,146.93,136.04,,0.35,1.15,227.03,,0.00,0.00,39.31,14.06,13.60,16.39,16.39,,13.02,-1.87,17.47,,19779.00,14.30,225.19,219.02,201.53,8.51,9.31,18.08,17.36,17.36,16.47,3375.35,3093.13,,,280.05,2.83,-8.37,16680.40
