Name,BSE Code,NSE Code,Industry,Current Price,Cash from operations last year,Free cash flow last year,Cash from investing last year,Cash from financing last year,Net cash flow last year,Cash beginning of last year,Cash end of last year,Free cash flow preceding year,Cash from operations preceding year,Cash from investing preceding year,Cash from financing preceding year,Net cash flow preceding year,Cash beginning of preceding year,Cash end of preceding year,Free cash flow 3years,Free cash flow 5years,Free cash flow 7years,Free cash flow 10years,Operating cash flow 3years,Operating cash flow 5years,Operating cash flow 7years,Operating cash flow 10years,Investing cash flow 10years,Investing cash flow 7years,Investing cash flow 5years,Investing cash flow 3years,Cash 3Years back,Cash 5Years back,Cash 7Years back,Market Capitalization
Morepen Labs.,500288,MOREPENLAB,Pharmaceuticals - Indian - Bulk Drugs & Formln,57.02,73.37,-7.92,-83.30,5.20,-4.72,21.67,52.12,-137.14,-91.17,-46.51,143.54,5.86,15.80,56.31,-272.50,-268.11,-226.01,-108.02,-78.04,-16.19,64.59,206.09,-356.83,-284.28,-244.30,-161.49,67.89,32.21,7.59,2914.68
Morgan Ventures,526237,,Finance & Investments,49.89,0.97,0.97,2.91,-3.94,-0.05,0.07,0.02,-1.95,-1.95,-46.02,48.00,0.03,0.04,0.07,-2.88,6.63,0.46,-0.02,-2.88,6.63,0.46,-8.77,-142.88,-158.30,-158.31,-112.34,0.04,0.09,6.25,49.39
Morganite Crucib,523160,,Refractories / Intermediates,1510.00,43.15,25.76,-16.53,-22.37,4.26,45.14,50.00,21.25,31.81,-10.48,-11.86,9.47,35.67,45.67,71.57,71.23,93.77,126.38,100.46,130.61,168.33,214.35,-99.64,-75.02,-35.62,-28.79,36.96,44.77,45.86,845.60
MOS Utility,,MOS,Trading,168.50,-14.67,-18.42,-10.69,30.43,5.07,1.35,1.35,-6.67,2.70,-17.15,14.98,0.53,0.82,1.35,-28.42,-34.76,,,-6.65,-9.46,,,,,-38.44,-37.55,1.34,2.22,,420.16
Moschip Tech.,532407,,Computers - Software - Medium / Small,269.00,31.08,4.49,-86.35,50.97,-4.30,2.07,22.51,7.95,14.04,-18.00,-0.45,-4.41,6.48,13.29,24.49,21.44,-37.33,-91.62,61.54,60.96,20.33,-19.06,-148.31,-133.07,-112.44,-110.28,6.07,3.30,4.05,5071.94
Motherson Wiring,543498,MSUMI,Auto Ancillaries,75.26,791.14,680.05,-207.93,-452.29,130.92,36.08,268.26,25.90,223.60,-193.70,-287.10,-257.20,293.30,36.80,1105.85,,,,1515.44,,,,,,,-502.43,37.30,,,33273.25
Motil.Oswal.Fin.,532892,MOTILALOFS,Finance & Investments,587.00,-349.03,-494.38,-246.85,3301.24,2705.36,2576.31,12071.31,-3225.44,-3057.90,-287.48,3784.15,438.77,2137.54,8836.91,-2763.70,-2081.36,-1705.81,-5138.42,-2396.27,-1583.23,-1140.91,-4460.83,-3049.75,-1749.91,-1607.66,-981.72,3497.78,689.07,462.52,35046.45
Motisons Jewel,544053,MOTISONS,Diamond Cutting / Jewellery,161.70,-52.57,-54.25,-2.81,85.36,29.97,2.69,32.72,3.08,3.84,1.76,-8.41,-2.80,5.49,2.69,-45.85,-18.27,,,-42.62,-14.08,,,,,-1.32,-0.35,6.09,4.20,,1591.87
Motor & Gen Fin,501343,MOTOGENFIN,Miscellaneous,34.60,0.96,0.86,-0.04,-0.89,0.04,0.01,0.31,1.24,1.04,0.22,-1.13,0.12,-0.12,0.26,3.21,3.81,28.83,36.64,3.11,9.53,42.30,44.08,0.18,-11.88,-5.48,0.25,0.23,0.33,1.72,134.00
Moxsh Overseas,,MOXSH,Miscellaneous,125.00,-2.27,-2.57,0.74,1.47,-0.07,0.15,2.43,-8.79,-7.86,-3.17,11.03,0.00,0.15,2.43,-11.68,-11.86,,,-9.60,-8.63,,,,,-4.40,-3.29,0.04,,,28.01
MPDL Ltd,532723,,Construction,38.00,-27.68,-27.70,37.63,-10.21,-0.26,1.11,0.41,-26.77,-26.46,3.05,23.87,0.46,0.65,1.90,-61.91,-71.38,-82.42,,-61.45,-70.88,-81.92,,,45.00,42.26,41.10,3.09,0.14,0.12,28.16
MPF Systems,532470,,Engineering,59.03,0.10,0.10,0.01,0.01,0.12,0.02,0.14,-0.15,-0.15,0.00,0.15,-0.01,0.03,0.02,-0.17,-0.16,-0.17,-1.49,-0.17,-0.16,-0.17,-1.49,0.10,0.00,0.00,0.00,0.01,0.01,0.02,1.01
Mphasis,526299,MPHASIS,Computers - Software - Large,2493.25,2179.70,2088.08,-2482.07,77.08,-225.30,1044.11,814.37,1350.61,1461.77,195.68,-1440.18,217.27,826.85,1053.44,5035.24,7561.29,9121.52,10838.65,5357.20,8132.75,9805.79,11817.17,-2726.78,-2438.78,-3225.97,-2557.74,1062.24,641.61,614.41,47145.42
MPIL Corporation,500450,,Miscellaneous,662.55,3.24,2.96,-3.25,0.04,0.03,0.02,0.05,-1.21,-1.21,1.26,-0.04,0.00,0.02,0.02,0.58,-1.72,-15.08,-18.36,0.87,-1.93,-15.08,-18.35,17.68,7.94,2.06,-0.70,0.02,0.06,7.44,37.77
MPL Plastics,526143,,Plastics Products,16.19,-15.38,-2.57,12.81,2.00,-0.57,0.91,0.54,0.50,-0.28,0.78,0.31,0.81,0.10,1.10,179.46,179.49,179.49,212.65,165.87,165.80,165.78,199.26,13.41,13.73,13.71,13.60,0.54,0.37,0.34,20.24
MPS,532440,MPSLTD,Computers - Software - Medium / Small,1999.25,118.04,111.26,25.14,-93.37,49.81,58.01,115.37,108.61,112.82,-64.20,-70.10,-21.47,79.48,157.54,330.58,471.43,598.38,728.89,345.74,497.85,629.06,772.91,-194.45,-1.67,71.72,-23.48,102.63,76.68,16.77,3419.87
MPS Pharmaa,531686,,Pharmaceuticals - Indian - Formulations,3.49,-0.63,-0.51,0.12,0.51,0.00,0.01,0.01,-0.97,-0.87,-0.10,0.96,-0.01,0.01,0.01,-5.36,-5.18,-4.83,-0.91,-5.84,-7.26,-6.99,-3.21,2.70,2.56,2.48,0.48,0.01,0.02,0.06,6.67
MRC Agrotech,540809,,Trading,12.60,0.41,0.41,0.49,-0.29,0.61,0.28,0.89,-0.02,-0.02,0.54,-0.43,0.08,0.20,0.28,-0.74,-0.41,-8.08,,-0.74,-0.41,-7.96,,,4.16,1.27,1.54,0.08,0.01,0.00,25.82
MRF,500290,MRF,Tyres,128300.00,3300.50,1138.18,-2379.18,-868.22,53.10,248.51,345.38,-534.59,2755.47,-1921.81,-839.54,-5.88,254.39,258.49,-1679.06,1315.27,1453.72,3234.68,5477.96,12073.77,15739.60,22438.27,-19372.32,-12781.17,-9381.14,-4132.26,169.39,104.50,342.61,54399.24
MRO-TEK Realty,532376,MRO-TEK,Construction,76.99,11.20,4.69,-39.24,27.88,-0.16,0.16,35.03,13.57,10.23,-11.77,1.69,0.15,0.01,0.21,110.90,86.70,82.76,78.69,114.13,91.47,90.77,88.85,-152.74,-151.54,-148.71,-147.62,1.14,0.66,0.33,143.81
MRP Agro,543262,,Trading,122.70,3.86,-4.79,-8.65,5.24,0.45,0.55,1.00,1.43,3.89,-4.37,0.35,-0.12,0.68,0.55,-3.08,-8.19,,,8.04,2.95,,,,,-13.23,-12.96,0.33,0.03,,123.13
Mrs Bectors,543253,BECTORFOOD,Food - Processing - Indian,1396.80,153.41,-61.27,-223.54,68.76,-1.36,8.99,127.11,55.76,164.06,-150.97,-36.58,-23.48,32.47,74.85,19.49,118.40,,,401.72,621.49,,,,,-598.98,-431.02,84.75,12.03,,8215.66
Mrugesh Trading,512065,,Finance & Investments,4.63,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.02,-0.17,-0.16,-0.21,0.02,-0.17,-0.16,-0.21,0.21,0.42,0.45,0.00,0.27,0.15,0.15,0.11
MSP Steel & Pow.,532650,MSPL,Steel - Medium / Small,26.49,170.39,124.69,-49.55,-105.72,15.12,10.99,47.20,27.34,81.07,-19.19,-99.21,-37.32,48.31,27.16,236.57,488.57,727.77,806.29,361.56,617.18,858.07,996.27,-178.80,-136.69,-132.30,-130.89,26.87,26.80,14.99,1020.95
MSR India,508922,,Mining / Minerals / Metals,9.17,-3.16,8.29,11.92,-8.85,-0.10,0.22,0.12,12.79,9.61,3.24,-12.93,-0.08,0.30,0.26,33.17,36.40,35.55,17.49,15.62,15.81,25.87,54.49,-27.60,9.88,21.27,18.08,0.28,0.10,0.09,57.69
MSTC,542597,MSTCLTD,Trading,848.45,-312.11,-443.22,-244.14,-96.45,-652.70,920.53,1148.30,865.62,886.45,-593.20,-118.64,174.61,745.92,1600.83,570.84,1404.14,1468.26,880.80,744.46,1647.86,1770.38,1216.70,18.27,-498.32,-642.22,-908.91,759.71,416.69,488.84,5973.08
MT Educare,534312,MTEDUCARE,Miscellaneous,3.35,-2.02,-3.41,6.22,-3.75,0.45,3.73,9.98,-0.52,2.00,-2.75,1.23,0.47,3.25,9.24,2.44,72.63,-46.57,-107.77,5.40,81.89,-27.68,-57.60,-37.46,24.15,36.01,7.82,9.28,9.42,16.44,24.21
MTAR Technologie,543270,MTARTECH,Engineering,1850.05,55.47,-34.54,-53.74,25.26,26.99,12.23,50.66,-97.03,8.87,-88.47,32.27,-47.32,59.55,30.98,-252.47,-222.38,-192.19,,34.54,99.35,155.88,,,-355.53,-321.28,-287.21,190.90,10.77,9.77,5690.68
Mudunuru,538743,,Computers - Software - Medium / Small,10.13,-5.47,-6.02,-0.55,6.38,0.36,0.00,0.36,-1.61,0.88,-2.49,1.61,-0.01,0.01,0.00,-7.92,-6.24,-6.81,-10.01,-4.63,-2.88,-1.75,-2.43,-7.58,-5.06,-3.36,-3.29,0.09,0.05,1.58,29.06
Mufin Green,542774,MUFIN,Finance & Investments,120.10,-358.70,-360.90,-57.18,486.18,70.30,17.15,251.13,-175.49,-175.31,-85.43,268.65,7.91,9.23,118.22,-596.86,-605.23,-603.70,,-592.44,-600.81,-599.28,,,-70.12,-70.12,-75.20,0.45,3.60,2.05,1846.34
Mukand,500460,MUKANDLTD,Steel - Large,161.25,64.94,12.32,99.04,-152.33,11.65,39.36,53.21,725.56,105.91,618.82,-727.67,-2.94,42.30,41.79,418.40,849.46,1779.00,2152.80,69.04,-109.92,728.23,1200.38,2366.62,2449.16,2354.40,997.36,46.36,68.72,69.43,2330.01
Mukat Pipes,523832,,Steel - Medium / Small,15.30,1.32,1.30,0.05,-0.17,1.20,0.53,1.71,0.09,0.12,0.10,-0.14,0.07,0.46,0.51,1.64,1.86,1.87,2.74,1.61,1.85,2.09,3.29,-0.30,-0.02,0.17,0.17,0.44,0.23,0.32,18.10
Mukesh Babu Fin.,530341,,Finance & Investments,130.00,-3.49,-3.61,0.43,2.63,-0.42,1.33,9.83,5.94,5.94,-8.47,3.43,0.89,0.44,10.27,5.89,-2.25,-34.07,-24.39,6.01,-1.82,-33.38,-23.03,23.65,22.46,12.65,-14.91,20.45,13.23,11.41,90.61
Mukka Proteins,544135,MUKKA,Food - Processing - Indian,35.45,-150.41,-167.40,-47.59,265.89,67.89,26.55,126.81,-65.36,-57.35,-2.30,74.67,15.01,11.54,29.02,-234.16,-304.07,,,-202.89,-226.17,,,,,-102.95,-61.37,4.19,0.91,,1063.50
Mukta Agricultur,535204,,Trading,4.25,-0.29,-0.29,0.30,0.00,0.01,0.03,0.04,0.16,0.16,-0.17,0.00,0.00,0.03,0.03,-0.22,-4.67,26.00,0.65,-0.22,-4.69,25.98,0.72,-28.53,-26.03,4.56,0.19,0.06,0.15,0.07,9.21
Mukta Arts,532357,MUKTAARTS,Entertainment / Electronic Media Software,70.00,10.46,5.44,-4.78,-10.94,-5.25,7.94,11.05,5.69,17.70,-9.83,-9.22,-1.35,9.27,16.05,26.25,70.80,98.37,64.05,64.05,162.48,203.65,210.13,-147.20,-107.49,-94.44,-39.28,18.81,8.19,3.75,158.09
Muller & Phipps,501477,,Trading,293.00,0.72,0.70,-0.02,-0.32,0.39,0.11,0.50,0.21,0.21,0.00,-0.34,-0.13,0.25,0.11,1.02,3.29,3.42,4.07,1.04,3.35,3.50,4.13,-0.07,-0.08,-0.06,-0.02,0.52,0.27,0.11,18.31
Multi Comm. Exc.,534091,MCX,Miscellaneous,3901.75,520.91,377.68,-424.30,-98.18,-1.57,181.08,965.63,70.15,141.42,-8.08,-89.48,43.86,137.22,1177.86,757.37,973.63,1277.43,1337.36,1053.63,1318.35,1675.90,1790.95,-740.73,-697.19,-640.58,-574.60,426.08,534.59,19.27,19898.93
Multibase India,526169,,Plastics Products,262.80,4.55,2.63,4.26,-2.52,6.28,104.22,110.71,7.62,8.72,2.74,-1.22,10.24,93.98,104.36,13.39,41.70,69.11,82.08,18.06,48.16,78.47,97.49,13.13,10.87,9.09,7.57,91.34,48.99,27.39,331.65
Multipurpose Trd,504356,,Finance & Investments,8.75,-0.14,-0.14,-0.14,0.40,0.12,0.03,0.15,-0.20,-0.20,-0.13,0.34,0.02,0.01,0.03,-0.61,-1.03,-1.47,-1.80,-0.61,-1.03,-1.47,-1.80,-1.08,0.14,0.14,-0.39,0.06,0.00,0.04,4.33
Munjal Auto Inds,520059,MUNJALAU,Auto Ancillaries,89.46,127.18,87.80,-77.25,-52.55,-2.63,8.14,12.42,51.73,33.37,37.13,-64.89,5.61,2.53,12.96,267.04,276.15,,,297.47,442.74,,,,,-292.50,-139.38,18.04,23.24,,894.60
Munjal Showa,520043,MUNJALSHOW,Auto Ancillaries,158.25,11.42,7.80,18.68,-18.03,12.06,5.32,18.08,-5.65,6.44,0.16,-18.08,-11.48,16.80,6.04,24.57,47.31,163.85,327.44,47.80,95.93,233.19,437.15,-238.91,-85.80,-25.92,13.58,10.94,42.48,6.21,632.92
Munoth Capital,511200,,Finance & Investments,100.00,-1.64,-1.66,0.33,1.35,0.04,3.24,0.06,-0.29,-0.29,0.31,-0.02,0.01,3.23,0.11,-1.96,-1.10,-1.46,-0.56,-1.94,-1.06,-1.39,-0.46,2.29,1.12,0.79,0.81,0.07,0.14,0.22,91.66
Munoth Commun.,511401,,Trading,11.45,-0.23,-0.24,0.37,-0.12,0.02,0.01,0.03,-0.15,-0.15,1.00,-0.88,-0.02,0.03,0.01,-0.63,-0.58,-0.08,-1.60,-0.62,-0.57,-0.06,-1.62,2.48,1.33,1.37,1.37,0.03,0.03,0.02,11.05
Munoth Fin.Serv.,531821,,Finance & Investments,63.65,-0.60,-0.61,0.00,0.19,-0.40,0.45,0.05,-0.23,-0.23,0.01,0.14,-0.09,0.54,0.45,-1.69,-0.79,-0.97,-1.24,-1.66,-0.75,-0.86,-0.98,2.04,1.35,0.08,0.01,1.32,0.34,1.23,32.72
Murae Organisor,542724,,Trading,1.51,-15.92,-16.40,-0.48,28.08,11.69,0.03,11.71,0.26,0.26,0.00,-0.29,-0.03,0.05,0.03,-13.47,-24.53,-32.10,-34.28,-13.05,-23.60,-31.17,-33.14,-1.51,-1.30,-0.93,-0.42,0.06,0.16,0.18,37.31
Murudesh.Ceramic,515037,MURUDCERA,Ceramics - Tiles / Sanitaryware,50.93,30.85,21.85,-4.93,-13.27,12.65,1.74,14.39,-39.97,42.40,-81.40,34.69,-4.31,6.05,1.74,-2.61,19.50,32.55,84.41,96.88,144.83,164.37,268.49,-176.24,-127.27,-122.63,-98.83,3.40,3.03,5.99,308.35
Music Broadcast,540366,RADIOCITY,Entertainment / Electronic Media Software,16.05,27.32,17.89,-16.28,-8.06,2.97,6.43,34.72,20.79,30.48,-23.79,-7.91,-1.21,7.64,6.92,58.29,107.19,187.92,79.24,80.54,135.28,260.88,465.35,-533.96,-62.42,-21.63,-57.68,30.36,78.76,267.90,554.82
Muthoot Cap.Serv,511766,MUTHOOTCAP,Finance & Investments,306.45,-7.09,-11.82,-63.08,-250.71,-320.88,501.87,247.60,-47.00,-46.41,-16.60,271.70,208.69,293.18,574.34,14.36,703.96,-412.18,-808.79,19.79,713.54,-401.26,-794.66,-95.73,-88.09,-85.85,-89.07,609.90,84.81,14.49,504.04
Muthoot Finance,533398,MUTHOOTFIN,Finance & Investments,1801.65,-9301.95,-9471.38,-739.06,8648.76,-1392.26,6428.80,5045.86,-1994.63,-1901.72,187.55,-1035.54,-2749.71,9178.52,6461.20,-12678.84,-24774.35,-28807.24,-30848.54,-12345.21,-24279.75,-28224.71,-30181.16,-1521.65,-1303.95,-525.18,-143.88,7189.82,1735.51,1534.05,72329.71
Muthoot Microfin,544055,MUTHOOTMF,Finance & Investments,241.30,-2125.26,-2152.81,-225.33,2548.80,198.21,759.46,1578.73,-2361.06,-2332.88,-180.03,2566.54,53.63,705.83,1150.41,-5608.90,,,,-5541.72,,,,,,,-479.16,744.98,780.93,,4113.99
Mysore Petro,506734,,Trading,177.65,-16.57,-5.54,23.39,-7.83,-1.01,6.96,6.31,-10.68,-10.38,18.43,-1.66,6.40,0.56,7.31,-19.18,-26.18,-50.06,,-28.62,-35.61,-61.67,,,83.35,51.76,43.93,1.79,3.71,0.79,116.96
Mystic Electron.,535205,,Trading,4.14,-0.67,-0.55,0.67,0.00,0.00,0.04,0.04,2.41,2.41,-2.41,0.00,0.00,0.04,0.04,0.71,-10.68,19.92,1.87,0.59,-10.80,19.80,1.78,-19.10,-19.82,10.74,-0.68,0.13,0.10,0.06,8.19
N D Metal Inds.,512024,,Mining / Minerals / Metals,110.00,-0.01,-0.01,0.00,0.00,-0.01,0.02,0.01,2.19,2.19,0.00,-2.20,-0.01,0.03,0.02,4.63,6.84,7.70,21.05,4.52,6.74,7.60,20.94,4.88,-0.08,-0.16,0.11,0.08,0.03,0.08,27.28
N G Industries,530897,,Healthcare,172.00,-1.02,-2.04,2.25,-0.60,0.63,1.74,2.37,3.02,3.16,-1.72,-1.11,0.33,1.41,1.74,-1.54,1.42,6.23,10.62,0.41,4.61,10.86,16.49,-4.64,-2.21,0.38,1.79,1.66,1.39,1.31,57.62
N K Industries,519494,NKIND,Solvent Extraction,50.51,0.09,0.02,0.02,0.00,0.10,1.20,1.30,0.33,0.77,-0.62,-0.38,-0.23,1.43,1.20,0.21,-9.72,-6.83,-26.36,2.25,-6.49,9.68,-2.26,3.18,-8.80,1.61,-2.03,1.47,6.58,0.87,30.35
N R Agarwal Inds,516082,NRAIL,Paper,505.20,135.14,-391.68,-547.80,404.81,-7.85,8.03,17.79,28.94,129.00,-96.40,-24.64,7.97,0.06,49.75,-308.50,-106.54,-26.32,51.16,359.77,667.34,883.64,1075.00,-1024.80,-917.31,-785.18,-685.19,7.27,5.76,5.05,859.80
N2N Technologies,512279,,Computers - Software - Medium / Small,23.60,-0.03,-0.05,-0.02,0.05,0.00,0.00,0.00,-0.02,0.02,-0.04,0.02,0.00,0.01,0.00,-0.09,-0.55,-0.94,-4.38,-0.03,-0.49,-0.88,-4.32,4.31,0.54,0.34,-0.06,0.00,0.01,0.20,7.62
Naapbooks,543351,,Computers - Software - Medium / Small,63.72,-3.72,-2.79,-4.49,7.49,-0.73,0.77,0.77,-0.02,2.57,-2.55,0.72,0.75,0.02,0.77,-6.81,-7.11,-7.62,,-2.98,-2.02,-1.86,,,-11.19,-10.51,-9.25,0.01,0.05,,57.47
NACL Industries,524709,NACLIND,Pesticides / Agrochemicals - Indian,75.30,50.40,11.41,-37.66,-21.83,-9.09,41.48,65.93,-165.79,-20.36,-142.60,134.50,-28.46,69.94,73.45,-416.55,-315.91,-290.67,-181.07,-94.24,92.16,153.05,297.48,-502.95,-467.30,-426.09,-343.61,76.26,12.03,8.02,1501.36
Nag. Agri Tech.,531832,,Miscellaneous,18.81,0.06,6.51,1.36,0.00,1.42,0.06,1.48,0.04,0.15,-0.11,0.00,0.04,0.02,0.06,6.54,6.23,6.52,6.49,0.22,0.07,0.94,0.93,0.45,0.49,1.07,1.23,0.04,0.35,0.07,17.62
Naga Dhunseri,,NDGL,Finance & Investments,3574.25,5.80,5.80,0.33,-2.07,4.06,0.53,4.59,-1.94,-1.72,0.11,-0.56,-2.16,2.70,0.53,6.12,4.49,-10.95,,6.34,4.84,-2.30,,,8.64,2.52,0.44,0.67,0.52,1.08,357.43
Nagarjuna Fert.,539917,NAGAFERT,Fertilizers,12.78,44.56,49.81,7.63,-147.35,-95.16,-1296.65,40.41,241.25,241.97,-0.54,-319.89,-78.45,-1218.19,40.41,355.40,544.45,1124.58,1861.86,351.38,542.66,1166.18,1909.02,-13.17,16.47,92.23,26.37,105.16,146.36,114.31,764.31
Nagpur Power,532362,,Mining / Minerals / Metals,132.50,-3.91,-3.91,4.23,-0.17,0.15,0.01,0.16,-1.17,-1.14,0.96,0.15,-0.02,0.04,0.01,-6.52,-17.68,-20.38,-29.95,-6.48,-17.55,-20.26,-30.34,33.19,23.03,22.28,7.03,0.06,0.03,0.04,173.57
Nagreeka Cap.,532895,NAGREEKCAP,Finance & Investments,28.47,28.61,28.61,0.21,-29.15,-0.33,3.32,2.99,27.78,27.78,0.37,-25.10,3.06,0.27,3.32,19.85,111.39,120.76,13.46,19.85,111.39,120.94,13.64,92.40,2.00,-1.63,-1.04,0.17,0.14,0.11,35.93
Nagreeka Exports,521109,NAGREEKEXP,Textiles - Cotton/Blended,33.90,-2.25,-1.54,1.35,1.67,0.78,1.07,2.98,19.88,20.23,0.83,-20.84,0.22,0.85,1.92,46.58,42.21,66.71,147.15,50.03,48.14,82.31,181.71,-22.85,-4.10,-0.67,-1.84,5.46,5.65,1.44,105.93
Nahar Capital,532952,NAHARCAP,Finance & Investments,322.80,-10.67,-17.81,12.32,-2.65,-1.00,1.22,0.84,-22.86,-22.92,25.50,-2.64,-0.07,1.29,1.87,-110.34,-36.56,-44.12,-45.19,-102.80,-20.12,-14.61,-10.97,30.79,36.30,35.11,112.71,8.13,0.63,1.43,540.40
Nahar Indl. Ent.,519136,NAHARINDUS,Textiles - Cotton/Blended,138.40,-71.84,-203.92,-152.06,226.93,3.02,0.52,7.07,455.58,503.53,-54.96,-448.68,-0.12,0.65,3.21,293.40,478.96,587.76,1055.93,516.29,763.81,1016.29,1645.16,-536.74,-384.24,-290.99,-242.11,1.23,1.75,2.77,597.98
Nahar Poly,523391,NAHARPOLY,Packaging,283.00,16.69,16.50,-11.23,-38.08,-32.61,33.21,0.60,102.53,109.77,-36.69,-40.87,32.21,1.00,33.21,-5.68,-44.73,-5.63,,102.75,237.03,277.94,,,-322.81,-315.17,-139.81,1.26,1.24,0.48,695.83
Nahar Spinning,500296,NAHARSPING,Textiles - Products,302.00,-394.74,-480.05,-49.32,392.73,-51.33,52.87,1.54,373.18,608.85,-256.67,-303.06,49.12,3.75,52.87,61.77,-115.07,-267.27,211.38,475.40,451.26,461.77,1140.99,-954.40,-745.61,-597.99,-466.74,1.76,1.90,26.94,1089.17
Nakoda Group,541418,NGIL,Food - Processing - Indian,43.26,0.29,-0.22,-0.51,0.16,-0.06,0.35,0.30,3.45,4.21,-0.77,-3.70,-0.26,0.62,0.36,8.26,8.66,2.17,-16.23,9.58,12.56,12.73,2.18,-18.90,-9.88,-3.88,-1.34,0.09,0.27,0.18,77.08
Naksh Precious,539402,,Trading,8.71,1.36,1.36,1.84,-3.22,-0.02,0.02,0.00,-7.06,-7.06,4.60,2.27,-0.19,0.21,0.02,-5.83,-5.74,-0.85,-14.37,-5.83,-5.74,-0.80,-8.23,0.56,6.51,6.44,6.44,0.14,0.14,0.09,9.16
Nalin Lease Fin.,531212,,Finance & Investments,45.95,1.14,1.07,-4.50,2.74,-0.63,0.93,0.32,2.95,3.65,-4.27,1.09,0.48,0.46,0.95,4.48,10.70,7.74,3.14,5.57,11.69,8.89,4.65,-9.16,-9.58,-9.66,-9.33,0.27,0.81,0.43,30.14
Nalwa Sons Invst,532256,NSIL,Finance & Investments,4575.10,41.13,41.13,-29.66,-0.16,11.31,4.98,37.44,72.17,72.17,-67.67,-0.88,3.61,1.37,19.17,155.03,224.19,271.09,331.31,155.03,224.19,271.24,331.47,-285.83,-222.33,-206.41,-138.55,13.54,0.95,0.91,2351.60
Nam Securities,538395,,Finance & Investments,120.00,-2.04,-2.38,0.04,0.00,-2.00,2.85,1.58,1.96,1.93,0.48,0.00,2.41,0.44,3.59,-0.32,-5.07,-5.45,-5.44,0.06,-4.63,-4.72,-4.30,0.81,1.10,1.05,0.61,1.77,0.84,1.04,64.70
Naman In-Store,,NAMAN,Engineering,97.00,7.30,1.20,-5.99,24.62,25.93,0.39,1.99,-7.56,-0.89,-6.67,7.47,-0.09,0.47,1.99,-13.95,,,,2.40,,,,,,,-16.32,0.18,,,102.32
Nanavati Venture,543522,,Trading,49.60,-13.40,-13.63,-0.23,13.60,-0.04,0.14,0.14,-2.22,-2.22,0.00,2.19,-0.03,0.17,0.14,-15.75,-21.68,,,-15.50,-21.38,,,,,-0.30,-0.25,0.07,0.01,0.00,23.16
Nandan Denim,532641,NDL,Textiles - Products,47.85,230.41,193.70,-49.77,-168.50,12.14,3.17,55.92,124.37,140.96,-21.08,-145.36,-25.47,28.65,27.57,369.98,510.95,591.66,495.28,472.77,662.41,807.27,1256.07,-754.01,-194.25,-168.49,-126.28,30.32,18.74,68.54,689.70
Nandani Creation,,JAIPURKURT,Textiles - Products,48.79,-6.78,-7.64,-5.35,8.88,-3.25,3.51,0.26,-4.00,-1.24,-3.21,7.72,3.28,0.23,3.51,-18.17,-14.81,-19.44,,-11.15,-7.12,-10.13,,,-14.98,-13.05,-11.92,0.14,0.23,0.28,56.03
Naperol Invest.,500298,,Finance & Investments,1022.00,1.09,1.09,0.45,-0.62,0.92,0.00,1.51,1.45,1.45,0.95,-2.88,-0.49,0.49,0.64,-5.80,-49.20,103.94,162.07,11.71,88.03,329.79,431.98,-316.99,-240.17,-9.69,35.67,7.35,14.98,0.43,587.33
Narayana Hrudaya,539551,NH,Healthcare,1217.50,1066.60,99.08,-1457.94,488.45,97.11,144.59,416.46,563.46,1084.56,-1176.23,87.74,-3.93,148.53,379.89,897.37,1460.80,1569.60,1726.27,2636.18,3383.80,3844.71,4314.86,-4403.93,-3884.64,-3203.09,-2901.22,132.05,100.72,34.12,24880.91
Narbada Gems,519455,,Diamond Cutting / Jewellery,56.00,4.92,3.85,-1.09,-6.77,-2.93,3.08,0.15,-16.95,-14.94,-1.84,19.81,3.02,0.06,3.08,-18.55,-28.39,-46.10,-46.68,-14.55,-24.16,-40.80,-41.36,-4.97,-4.95,-3.88,-3.68,0.91,0.08,0.01,118.48
Narendra Prop.,531416,,Construction,43.05,-0.19,-0.38,0.45,-0.71,-0.45,3.26,6.83,3.34,3.34,0.50,-0.72,3.12,0.14,3.26,1.53,1.98,-0.22,-13.46,1.72,2.18,-0.01,-13.22,7.76,5.51,1.95,0.95,1.02,0.30,0.13,30.61
Narmada Agrobase,543643,NARMADA,Miscellaneous,22.40,1.23,1.22,0.35,-1.35,0.23,0.55,0.77,0.05,0.05,0.37,-0.52,-0.10,0.65,0.55,1.19,1.81,-4.91,,1.20,1.99,-1.90,,,-1.38,1.28,0.78,0.45,1.23,0.07,30.36
Narmada Gelatine,526739,,Chemicals,383.00,13.80,11.55,44.21,-66.95,-8.93,13.69,9.18,11.55,13.80,44.21,-66.95,-8.93,13.69,9.18,24.80,25.54,40.29,59.40,29.49,37.36,58.49,78.36,84.37,93.48,100.53,98.67,12.30,9.87,13.62,231.69
Narmada Macplast,517431,,Plastics Products,16.91,-0.36,-0.48,-0.12,0.15,-0.33,0.30,-0.03,0.05,0.14,-0.12,0.01,0.03,0.27,0.30,-0.21,-0.34,-0.02,0.14,-0.24,-0.36,-0.04,0.12,-0.46,-0.14,0.08,0.00,0.23,0.26,0.29,6.13
