Name,BSE Code,NSE Code,Industry,Current Price,Sales latest quarter,Profit after tax latest quarter,YOY Quarterly sales growth,YOY Quarterly profit growth,Sales growth,Profit growth,Operating profit latest quarter,Other income latest quarter,EBIDT latest quarter,Depreciation latest quarter,EBIT latest quarter,Interest latest quarter,Profit before tax latest quarter,Tax latest quarter,Extraordinary items latest quarter,Net Profit latest quarter,GPM latest quarter,OPM latest quarter,NPM latest quarter,Equity Capital latest quarter,EPS latest quarter,Operating profit 2quarters back,Operating profit 3quarters back,Sales 2quarters back,Sales 3quarters back,Net profit 2quarters back,Net profit 3quarters back,Operating profit growth,Last result date,Expected quarterly sales growth,Expected quarterly sales,Expected quarterly operating profit,Expected quarterly net profit,Expected quarterly EPS,Sales preceding quarter,Operating profit preceding quarter,Other income preceding quarter,EBIDT preceding quarter,Depreciation preceding quarter,EBIT preceding quarter,Interest preceding quarter,Profit before tax preceding quarter,Tax preceding quarter,Profit after tax preceding quarter,Extraordinary items preceding quarter,Net Profit preceding quarter,OPM preceding quarter,NPM preceding quarter,Equity Capital preceding quarter,EPS preceding quarter,Market Capitalization
Abhishek Integr.,,AILIMITED,Construction,69.45,14.59,,,,12.86,14.93,1.01,,,,,,,,,0.50,,,,,0.83,,,,,,,27.74,202403.00,,,,,,10.86,0.74,,,,,,,,,,0.27,,,,0.45,41.82
Abirami Fin.,511756,,Finance & Investments,58.20,0.00,0.25,,525.00,,-90.07,-0.17,0.58,0.41,0.00,0.41,0.00,0.41,0.15,0.00,0.25,,,,5.40,0.46,-0.24,-0.14,0.00,0.00,0.12,0.17,41.46,202403.00,,,,,,0.00,-0.17,0.48,0.31,0.00,0.31,0.01,0.30,-0.61,0.91,0.00,0.91,,,5.40,1.69,31.43
ABM Knowledge,531161,,Computers - Software - Medium / Small,148.00,23.10,5.84,46.20,85.99,19.80,15.53,6.25,1.76,8.01,0.28,7.73,0.04,7.69,1.85,0.00,5.84,100.00,27.06,25.28,10.00,2.92,3.25,2.27,19.95,17.41,3.40,3.06,3.90,202403.00,21.74,21.20,3.32,2.94,1.47,18.18,2.10,1.44,3.54,0.29,3.25,0.07,3.18,0.61,2.58,0.00,2.58,11.55,14.19,10.24,1.29,296.03
ABS Marine,,ABSMARINE,Shipping,357.00,,,,,21.13,176.41,,,,,,,,,,,,,,,,,,,,,,59.85,202403.00,,,,,,,,,,,,,,,,,,,,,,876.45
ACC,500410,ACC,Cement - North India,2647.95,5408.72,730.45,12.90,158.23,-10.14,130.83,836.78,349.99,957.21,235.03,722.18,66.70,885.04,-59.80,229.56,944.84,49.61,15.47,13.51,187.99,50.31,549.28,770.88,4434.73,5201.11,387.88,466.14,59.05,202403.00,12.31,5841.30,883.31,556.03,29.61,4914.36,904.72,93.73,998.45,235.23,763.22,33.91,729.31,191.64,537.63,0.00,537.67,18.41,10.94,187.99,28.63,49725.17
Accedere,531533,,Computers - Software - Medium / Small,85.50,0.79,-0.02,51.92,28.00,67.32,-133.33,-0.09,0.15,0.06,0.06,0.00,0.00,0.00,0.02,0.00,-0.02,100.00,-11.39,-2.53,4.49,-0.14,-0.01,0.01,0.42,0.36,-0.06,-0.04,50.00,202403.00,110.31,0.76,0.00,,,0.98,0.07,0.00,0.07,0.05,0.02,0.00,0.02,0.00,0.02,0.00,0.02,7.14,2.04,,0.12,43.01
Accel,517494,,Computers - Software - Medium / Small,22.46,49.87,1.15,1.16,269.12,6.67,26.04,4.31,0.24,5.01,1.43,3.58,1.75,1.37,0.51,-0.46,0.86,51.96,8.64,2.31,11.51,0.16,3.25,4.50,39.06,36.65,0.33,0.98,-6.69,202403.00,7.07,39.24,4.30,0.89,0.16,41.51,4.96,0.32,5.28,1.86,3.42,1.86,1.56,0.41,1.15,0.00,1.15,11.95,2.77,11.51,0.21,129.29
AccelerateBS Ind,543938,,Computers - Software - Medium / Small,339.00,4.07,,,,142.14,-69.23,1.35,,,,,,,,,0.59,,,,,2.75,,,,,,,180.88,202403.00,,,,,,2.71,0.55,,,,,,,,,,-0.56,,,,-2.61,72.85
Accelya Solution,532268,ACCELYA,Computers - Software - Medium / Small,1744.95,130.99,21.89,9.65,-21.29,12.35,4.64,50.67,-31.33,52.95,7.24,45.71,0.27,11.83,11.63,-33.61,0.20,100.00,38.68,16.71,14.93,0.13,48.44,49.19,127.29,122.50,31.53,32.11,8.78,202403.00,12.46,137.76,53.72,44.75,29.98,124.75,45.88,2.03,47.91,7.49,40.42,0.37,40.05,9.11,30.93,0.00,30.93,36.78,24.79,14.93,20.72,2605.21
Accent Microcell,,ACCENTMIC,Pharmaceuticals - Indian - Bulk Drugs & Formln,284.00,138.63,7.06,,,20.23,138.28,19.97,1.12,9.83,1.02,8.81,0.53,8.28,1.23,0.00,16.07,32.61,14.81,12.00,12.94,7.64,,,,,,,103.82,202403.00,,,,,,109.30,19.51,,,,,,,,,,14.10,,,,9.13,597.62
Accord Synergy,,ACCORD,Telecommunications - Service Provider,28.30,16.32,0.79,,,58.21,290.00,0.28,-0.17,1.52,0.27,1.25,0.23,0.85,0.23,-0.17,0.19,100.00,10.05,5.22,2.50,0.55,,,,,,,35.56,202403.00,,,,,,15.55,0.33,,,,,,,,,,0.20,,,,0.58,9.83
Accuracy Shippi.,,ACCURACY,Miscellaneous,13.40,171.35,9.18,-3.49,60.77,-19.25,-93.64,14.44,0.05,14.49,3.46,11.03,2.79,8.24,-0.94,0.00,9.18,78.17,8.43,5.36,15.06,0.61,2.45,2.72,207.37,142.14,-2.08,-3.72,-31.92,202403.00,-16.38,118.85,3.51,-1.50,-0.10,187.47,4.42,-0.37,4.05,3.31,0.74,2.71,-1.97,0.92,-2.89,0.00,-2.89,2.36,-1.54,15.06,-0.19,201.74
ACE EduTremd Ltd,530093,,Miscellaneous,3.20,0.00,-0.02,,-100.00,,20.00,-0.02,0.00,-0.02,0.00,-0.02,0.00,-0.02,0.00,0.00,-0.02,,,,9.16,-0.02,-0.01,-0.01,0.00,0.00,-0.01,-0.06,28.57,202403.00,,,,,,0.00,-0.01,0.00,-0.01,0.00,-0.01,0.00,-0.01,0.00,-0.01,0.00,-0.01,,,9.16,-0.01,2.93
Ace Engitech,530669,,Computers - Software - Medium / Small,21.56,0.00,-0.04,,-33.33,-100.00,-45.45,-0.04,0.00,-0.04,0.00,-0.04,0.00,-0.04,0.00,0.00,-0.04,,,,3.30,-0.12,-0.03,-0.06,0.00,0.00,-0.03,-0.06,-15.38,202403.00,,,,,,0.00,-0.02,0.00,-0.02,0.00,-0.02,0.00,-0.02,0.00,-0.02,0.00,-0.02,,,3.30,-0.06,7.12
Ace Integrated,,ACEINTEG,Computers - Software - Medium / Small,34.18,3.32,0.74,50.23,208.33,32.27,-19.61,0.53,0.35,0.88,0.04,0.84,0.00,0.84,0.10,0.00,0.74,44.28,15.96,22.29,10.20,0.73,-0.22,-0.07,1.88,1.57,-0.19,0.03,-85.92,202403.00,46.63,2.30,-0.06,-0.09,-0.09,2.37,-0.14,0.03,-0.11,0.04,-0.15,0.00,-0.15,0.01,-0.16,0.00,-0.16,-5.91,-6.75,10.20,-0.16,34.86
Ace Men,539661,,Trading,46.00,0.00,0.01,-100.00,101.37,-100.00,200.00,-0.06,0.09,0.03,0.00,0.03,0.01,0.02,0.00,0.00,0.01,,,,3.10,0.03,-0.08,-0.02,0.00,0.00,0.04,-0.02,-725.00,202403.00,,,,,,0.00,-0.08,0.16,0.08,0.00,0.08,0.01,0.07,0.01,0.06,0.00,0.06,,,3.10,0.19,14.24
Ace Soft. Exp.,531525,,Computers - Software - Medium / Small,243.75,17.75,1.42,814.95,776.19,129.84,2993.75,1.07,1.79,2.86,0.47,2.39,0.13,2.26,0.44,0.00,1.82,100.28,6.03,10.25,6.40,2.22,-0.08,-0.27,1.98,1.90,0.98,-0.27,31.82,202403.00,602.72,,,,,2.09,-0.15,3.03,2.88,0.08,2.80,0.00,2.80,0.00,2.81,0.00,2.81,-7.18,134.45,4.68,6.00,156.00
Achyut Healthcar,543499,,Trading,56.70,4.65,,,,127.41,147.83,-0.01,,,,,,,,,0.31,,,,,0.18,,,,,,,107.41,202403.00,,,,,,1.48,0.03,,,,,,,,,,0.26,,,,0.19,95.40
ACI Infocom,517356,,Computers - Software - Medium / Small,2.44,0.27,0.14,92.86,600.00,,-10.00,0.20,0.00,0.20,0.00,0.20,0.00,0.20,0.06,0.00,0.14,100.00,74.07,51.85,11.05,0.01,0.13,0.08,0.42,0.16,0.10,0.06,146.15,202403.00,113.89,0.34,0.16,0.16,0.01,0.09,0.02,0.00,0.02,0.00,0.02,0.00,0.02,0.01,0.01,0.00,0.01,22.22,11.11,11.05,0.00,26.96
Acknit Indus.,530043,,Textiles - Products,312.00,68.45,3.07,29.20,35.84,-7.47,-5.63,5.51,0.04,5.55,0.79,4.76,0.61,4.15,1.07,0.00,3.07,37.25,8.05,4.49,3.04,10.10,3.98,3.39,56.03,49.85,1.92,1.56,-9.00,202403.00,-1.98,48.86,3.60,2.24,7.37,46.33,4.02,0.03,4.05,0.84,3.21,0.53,2.68,0.67,2.00,0.00,2.00,8.68,4.32,3.04,6.58,94.84
Acme Resources,539391,,Finance & Investments,33.10,1.84,-1.44,-91.06,-115.24,-66.12,-86.23,-1.90,0.00,-1.90,0.00,-1.90,0.07,-1.97,-0.53,0.00,-1.44,100.00,-103.26,-78.26,25.74,-0.56,0.24,2.01,3.19,2.16,0.11,1.46,-83.13,202403.00,15.24,2.49,1.03,0.96,0.37,3.90,2.52,0.04,2.56,0.00,2.56,0.07,2.49,0.90,1.58,0.00,1.58,64.62,40.51,25.74,0.61,85.21
Acrow India,513149,,Diversified - Medium / Small,760.00,0.00,0.19,,195.00,,409.09,-1.62,1.20,-0.42,0.08,-0.50,0.00,-0.50,-0.70,0.00,0.19,,,,0.64,2.97,-0.11,-0.10,0.00,0.00,0.18,0.28,-128.92,202403.00,,,,,,0.00,-0.08,0.66,0.58,0.08,0.50,0.00,0.50,0.14,0.36,0.00,0.36,,,0.64,5.62,48.64
Action Const.Eq.,532762,ACE,Engineering,1461.30,835.84,98.44,36.17,108.78,34.92,108.97,129.68,20.92,150.60,6.71,143.89,10.70,133.19,34.74,0.00,98.45,31.55,15.51,11.78,23.82,8.27,89.18,81.65,673.24,651.61,73.94,67.57,82.53,202403.00,34.96,879.38,117.24,99.29,8.34,753.11,102.74,22.97,125.71,5.89,119.82,5.52,114.30,26.06,88.24,0.00,88.24,13.64,11.72,23.82,7.41,17401.65
Active Clothing,541144,,Textiles - Products,97.65,37.93,1.34,-13.62,243.59,5.92,115.04,4.92,0.01,4.93,2.07,2.86,1.35,1.51,0.17,0.00,1.34,48.56,12.97,3.53,15.51,0.86,6.62,4.03,76.86,44.65,1.81,0.74,56.00,202403.00,7.83,48.14,4.72,1.16,0.75,52.91,5.36,0.07,5.43,1.74,3.69,2.39,1.30,0.33,0.97,0.00,0.97,10.13,1.83,15.51,0.63,151.48
AD Manum Finance,511359,,Finance & Investments,79.39,4.68,4.09,457.14,1414.81,20.02,59.09,3.77,1.67,5.44,0.02,5.42,0.30,5.12,1.04,0.00,4.09,100.00,80.56,87.39,7.50,5.45,2.11,1.37,2.26,1.81,1.36,0.82,35.04,202403.00,182.17,5.11,4.35,3.96,5.28,2.28,2.51,0.18,2.69,0.01,2.68,0.42,2.26,0.82,1.44,0.00,1.44,110.09,63.16,7.50,1.92,59.54
Adani Energy Sol,539254,ADANIENSOL,Power Generation And Supply,1002.20,4706.85,361.44,40.18,-7.19,24.94,-16.62,1565.52,203.93,1769.45,467.51,1301.94,749.99,551.95,170.66,0.00,381.29,70.62,33.26,8.10,1115.49,3.24,1350.14,1269.30,3673.87,3663.91,284.09,181.98,23.39,202403.00,25.83,4610.33,1584.20,335.69,2.85,4562.73,1470.64,261.69,1732.33,457.64,1274.69,760.04,514.65,166.40,324.90,0.00,348.25,32.23,7.63,1115.49,2.91,111794.65
Adani Enterp.,512599,ADANIENT,Trading,3181.55,29180.02,552.58,0.82,-41.62,-24.40,31.75,3195.44,-175.65,3645.71,811.47,2834.24,1512.62,695.70,430.12,-625.92,352.25,45.63,10.95,1.89,114.00,3.95,2430.12,2524.00,22517.33,25438.45,333.34,676.93,29.02,202403.00,-19.63,20443.95,2193.86,68.55,0.60,25050.23,3225.86,491.07,3715.98,759.86,2956.12,596.56,2360.51,442.84,1887.54,0.95,1972.75,12.88,7.87,114.00,16.57,362697.06
Adani Green,541450,ADANIGREEN,Power Generation And Supply,1780.80,2527.00,171.30,-2.73,-70.67,18.57,11.56,1851.00,199.00,2130.00,497.00,1633.00,1206.00,347.00,82.00,-80.00,310.00,100.00,73.25,14.01,1584.00,0.95,1699.00,2081.00,2220.00,2162.00,371.00,323.00,47.24,202403.00,20.80,2611.71,2222.70,475.35,1.45,2311.00,1666.00,264.00,2030.00,481.00,1549.00,1242.00,207.00,68.00,323.15,-100.00,256.00,72.09,13.98,1584.00,1.62,282084.52
Adani Ports,532921,ADANIPORTS,Miscellaneous,1484.10,6896.50,2336.40,18.97,2.53,28.10,40.94,3994.60,-70.26,4298.04,979.09,3318.95,604.27,2340.98,326.21,-373.70,2014.77,100.00,57.92,33.88,432.03,9.44,3663.98,3689.33,6646.41,6247.55,1761.63,2119.38,42.41,202403.00,28.80,8047.14,4705.39,2738.20,12.68,6920.10,4195.68,506.85,4702.53,985.32,3717.21,975.88,2741.33,533.12,2208.21,0.00,2208.21,60.63,31.91,432.03,10.22,320586.21
Adani Power,533096,ADANIPOWER,Power Generation And Supply,719.55,13363.69,2737.24,30.48,-47.79,29.86,93.52,4849.74,517.83,5367.57,990.03,4377.54,819.60,3557.94,820.70,0.00,2737.24,44.03,36.29,20.48,3856.94,7.10,5171.39,3514.23,12990.58,11005.54,6594.17,8759.42,80.54,202403.00,42.91,15728.31,5443.32,3390.10,8.79,12991.44,4645.34,363.83,5009.17,1002.23,4006.94,796.56,3210.38,472.42,2737.96,0.00,2737.96,35.76,21.08,3856.94,7.10,277526.03
Adani Total Gas,542066,ATGL,Miscellaneous,888.90,1166.95,167.96,4.68,71.55,2.21,22.17,288.02,19.24,307.26,48.91,258.35,29.08,229.27,61.31,0.00,167.96,39.50,24.68,14.39,109.98,1.53,279.93,247.74,1095.59,1056.06,172.68,150.22,26.88,202403.00,2.28,1080.10,261.96,194.41,1.77,1156.14,288.03,17.79,305.82,38.60,267.22,31.40,235.82,59.18,176.64,0.00,176.64,24.91,15.28,109.98,1.61,97762.13
Adani Wilmar,543458,AWL,Solvent Extraction,333.50,13238.04,156.75,-4.57,67.45,-11.90,-72.93,357.00,104.22,461.22,79.20,382.02,171.13,210.89,56.33,0.00,156.75,13.48,2.70,1.18,129.97,1.21,143.67,130.40,12267.15,12928.08,-130.73,-78.92,18.06,202403.00,-11.67,11419.08,206.00,-46.27,-0.36,12828.36,504.19,59.24,563.43,95.40,468.03,187.08,280.95,74.92,200.89,0.00,200.89,3.93,1.57,129.97,1.55,43344.27
Adarsh Plant,526711,,Packaging,35.98,5.46,0.23,31.25,283.33,8.43,250.00,0.30,0.00,0.30,0.02,0.28,0.05,0.23,0.00,0.00,0.23,23.44,5.49,4.21,9.91,0.23,0.11,0.13,3.90,3.83,0.02,0.08,90.00,202403.00,21.43,4.65,0.17,0.10,0.10,5.45,0.21,0.00,0.21,0.02,0.19,0.04,0.15,0.00,0.16,0.00,0.16,3.85,2.94,9.91,0.16,35.65
ADC India,523411,,Telecommunications - Equipment,2100.00,44.11,6.94,27.78,926.19,25.07,153.24,8.72,0.73,9.45,0.05,9.40,0.02,9.38,2.43,0.00,6.94,27.91,19.77,15.73,4.60,15.09,9.63,-0.38,48.31,44.24,7.45,-0.09,154.24,202403.00,25.80,55.65,5.22,5.13,11.15,42.07,8.08,0.50,8.58,0.05,8.53,0.00,8.53,2.15,6.38,0.00,6.38,19.21,15.17,4.60,13.87,966.00
Adcon Capital,539506,,Finance & Investments,0.86,0.36,0.22,9.09,152.38,200.00,232.35,0.14,0.00,0.14,0.00,0.14,0.00,0.14,-0.08,0.00,0.22,100.00,38.89,61.11,31.70,0.01,0.33,0.39,0.42,0.47,0.24,0.29,256.72,202403.00,484.40,2.75,1.88,1.88,0.09,0.41,0.18,0.00,0.18,0.00,0.18,0.00,0.18,0.05,0.13,0.00,0.13,43.90,31.71,30.18,0.00,17.05
Add-Shop E-Reta.,541865,,Trading,15.89,58.38,-6.99,24.50,-384.15,2.90,-83.60,-9.60,0.00,-9.60,0.10,-9.70,0.28,-9.98,-2.99,0.00,-6.99,-4.95,-16.44,-11.97,28.31,-2.47,3.51,7.41,40.37,47.32,2.35,5.27,-73.99,202403.00,4.20,49.31,3.86,3.45,1.22,56.99,4.42,0.00,4.42,0.14,4.28,0.28,4.00,1.47,2.52,0.00,2.52,7.76,4.42,28.31,0.89,44.99
Addi Industries,507852,,Textiles - Products,50.07,0.00,2.21,,190.79,,97.05,-0.27,3.41,3.14,0.03,3.11,0.00,3.11,0.90,0.00,2.21,,,,5.40,2.05,-0.21,-0.19,0.00,0.00,0.85,0.80,-6.82,202403.00,,,,,,0.00,-0.27,1.39,1.12,0.04,1.08,0.01,1.07,0.25,0.82,0.00,0.82,,,5.40,0.76,54.06
Addictive Learn,,LAWSIKHO,Miscellaneous,308.00,32.98,,,,90.75,164.37,6.87,,,,,,,,,2.79,,,,,1.75,,,,,,,146.76,202403.00,,,,,,30.97,5.68,,,,,,,,,,3.74,,,,7.48,490.02
Adeshwar Meditex,543309,,Healthcare,27.00,33.59,,,,-3.05,-2.90,2.98,,,,,,,,,1.28,,,,,0.89,,,,,,,0.00,202403.00,,,,,,46.26,2.21,,,,,,,,,,0.73,,,,0.51,38.96
ADF Foods,519183,ADFFOODS,Food - Processing - Indian,242.30,153.63,25.04,24.79,55.62,15.56,37.75,34.29,1.78,36.07,4.36,31.71,0.64,31.07,6.03,0.00,25.04,56.75,22.32,16.30,21.97,2.35,21.77,21.93,124.62,112.42,14.93,14.73,29.82,202403.00,16.01,130.42,25.89,21.27,1.94,129.65,26.95,3.79,30.74,3.96,26.78,0.62,26.16,7.06,19.09,0.00,19.09,20.79,14.72,22.35,1.76,2661.99
Adhbhut Infra.,539189,,Construction,29.07,0.40,0.07,-69.70,-82.05,20.75,-21.62,0.29,0.22,0.51,0.26,0.25,0.06,0.19,0.12,0.00,0.07,100.00,72.50,17.50,11.00,0.06,0.55,1.11,0.60,1.32,0.17,0.61,104.81,202403.00,200.89,3.97,3.23,0.81,0.74,0.24,0.17,0.01,0.18,0.26,-0.08,0.06,-0.14,-0.17,0.03,0.00,0.03,70.83,12.50,11.00,0.03,31.98
Adinath Exim Res,532056,,Finance & Investments,23.88,0.26,0.15,4.00,-57.14,3.00,-17.65,0.19,0.00,0.19,0.00,0.19,0.00,0.19,0.05,0.00,0.15,100.00,73.08,57.69,4.32,0.35,0.19,0.18,0.26,0.26,0.15,0.14,8.82,202403.00,3.19,0.27,0.19,0.19,0.44,0.25,0.17,0.00,0.17,0.00,0.17,0.00,0.17,0.04,0.13,0.00,0.13,68.00,52.00,4.77,0.30,10.31
Adinath Textiles,514113,,Textiles - Spinning - Synthetic / Blended,25.91,0.00,0.15,,-44.44,,-26.15,-0.27,0.55,0.28,0.02,0.26,0.04,0.22,0.07,0.00,0.15,,,,6.81,0.22,-0.29,-0.30,0.00,0.00,0.04,0.12,-5.50,202403.00,,,,,,0.00,-0.29,0.50,0.21,0.02,0.19,0.00,0.19,0.02,0.17,0.00,0.17,,,6.99,0.25,17.65
Adit.Birla Money,532974,BIRLAMONEY,Finance & Investments,164.55,114.06,16.46,73.05,123.34,46.27,55.89,49.40,1.78,51.18,2.15,49.03,28.61,20.42,3.95,0.00,16.46,100.00,43.31,14.43,5.65,2.91,38.89,32.47,96.37,78.45,11.92,9.44,78.68,202403.00,50.27,117.89,49.32,18.15,3.21,101.31,43.77,0.92,44.69,2.11,42.58,23.93,18.65,3.50,15.15,0.00,15.15,43.20,14.95,5.65,2.68,929.85
Aditya AMC,543374,ABSLAMC,Finance & Investments,649.35,365.57,208.38,23.10,53.71,0.30,30.87,204.86,74.45,279.31,10.05,269.26,1.69,267.57,59.19,0.00,208.38,100.00,56.04,57.00,144.05,7.23,191.92,169.95,334.99,311.16,178.09,184.57,-8.06,202403.00,10.85,344.91,192.05,181.17,6.29,341.46,194.27,79.50,273.77,8.79,264.98,1.47,263.51,54.17,209.34,0.00,209.34,56.89,61.31,144.04,7.27,18707.74
Aditya Bir. Fas.,535755,ABFRL,Textiles - Products,317.30,3406.65,-229.57,18.30,-22.80,12.71,-913.63,283.68,93.08,376.76,455.39,-78.63,235.51,-314.14,-47.79,0.00,-266.35,55.83,8.33,-7.82,1015.01,-2.26,322.87,292.33,3226.44,3196.06,-200.34,-161.62,-6.73,202403.00,12.94,3609.58,355.26,-309.25,-2.62,4166.71,553.27,51.31,604.58,444.06,160.52,245.43,-84.91,22.69,-77.87,0.00,-107.60,13.28,-2.58,949.17,-0.82,32240.91
Aditya Birla Cap,540691,ABCAPITAL,Finance & Investments,238.80,10939.96,1245.41,36.32,104.62,14.40,-30.46,3621.04,166.37,3787.41,53.50,3733.91,2121.77,1612.14,324.03,0.00,1288.11,100.00,33.10,11.77,2600.02,4.79,2821.92,2555.10,7720.55,7044.97,724.78,665.70,18.09,202403.00,26.61,8919.60,3165.86,990.67,3.68,8800.06,3036.42,60.34,3096.76,49.57,3047.19,1997.42,1049.77,289.47,735.76,0.00,760.30,34.50,8.64,2598.82,2.83,62137.63
Aditya Consumer,540146,,Trading,83.50,47.01,0.94,1.30,-59.48,-3.61,-469.88,-1.71,-0.05,2.91,1.27,1.64,0.40,1.24,0.30,0.00,-3.23,30.19,6.44,2.04,14.63,-2.21,0.81,,50.89,,0.28,,-119.58,202403.00,,,,,,46.35,0.97,,,,,,,,,,0.16,,,,0.11,122.19
Aditya Ispat,513513,,Steel - Medium / Small,10.50,18.84,-2.33,-2.53,-1470.59,16.28,-925.00,-2.26,0.61,-1.65,0.37,-2.02,0.68,-2.70,-0.36,0.00,-2.33,-8.07,-12.00,-12.37,5.35,-4.36,1.11,1.16,17.95,13.35,0.01,0.01,-74.33,202403.00,25.15,16.71,0.83,,,11.87,1.12,0.02,1.14,0.38,0.76,0.76,0.00,0.00,0.00,0.00,0.00,9.44,0.00,5.35,0.00,5.61
Aditya Spinners,521141,,Textiles - Spinning - Synthetic / Blended,20.20,12.91,1.49,-17.51,207.97,-11.08,-15.84,1.06,1.40,2.46,0.52,1.94,0.40,1.54,0.06,0.00,1.49,56.00,8.21,11.54,16.74,0.89,0.84,1.40,15.65,16.21,-0.01,0.31,-38.49,202403.00,-10.65,14.48,1.12,0.10,0.06,16.49,1.11,0.01,1.12,0.69,0.43,0.37,0.06,0.00,0.06,0.00,0.06,6.73,0.36,16.74,0.04,33.82
Aditya Vision,540205,,Trading,4514.95,375.67,7.85,22.66,15.78,31.84,20.27,37.63,1.79,39.42,7.46,31.96,15.94,16.02,8.17,0.00,7.85,17.50,10.02,2.09,12.81,6.12,23.06,63.30,313.13,641.23,9.63,37.42,25.94,202403.00,32.71,850.96,81.58,50.43,39.19,413.26,43.49,0.89,44.38,8.04,36.34,7.35,28.99,6.82,22.17,0.00,22.17,10.52,5.36,12.03,18.43,5809.05
Adjia Tech,543269,,Computers - Software - Medium / Small,45.49,0.22,,,,120.00,177.78,0.20,,,,,,,,,0.10,,,,,1.14,,,,,,,170.00,202403.00,,,,,,0.11,0.07,,,,,,,,,,-0.03,,,,-0.34,4.00
Adline Chem Lab,524604,,Pharmaceuticals - Indian - Formulations,13.12,0.00,-0.04,,-300.00,,-225.00,-0.07,0.03,-0.04,0.00,-0.04,0.00,-0.04,0.00,0.00,-0.04,,,,5.85,-0.07,-0.03,-0.08,0.00,0.00,-0.03,-0.08,77.50,202403.00,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,5.85,0.00,7.68
Ador Fontech,530431,,Electrodes - Welding Equipment,143.35,55.84,7.49,-3.02,28.69,-1.91,37.62,5.97,3.64,9.61,0.88,8.73,-0.03,8.76,1.27,0.00,7.49,41.46,10.69,13.41,7.00,2.14,8.31,6.87,54.34,50.22,5.94,5.21,-0.22,202403.00,-1.68,49.37,6.57,5.80,1.66,49.74,6.40,1.65,8.05,0.78,7.27,0.01,7.26,2.16,5.10,0.00,5.10,12.87,10.25,7.00,1.46,501.73
Ador Multi Prod.,523120,,Personal Care - Indian,34.55,0.82,-1.14,-68.58,60.42,-44.70,59.17,-1.14,4.04,-0.93,0.07,-1.00,0.14,2.69,0.71,3.83,1.98,-69.51,-139.02,-139.02,4.67,4.24,-0.67,-1.47,1.49,3.25,-9.44,-1.55,56.22,202403.00,-35.51,2.10,-1.25,-1.60,-3.42,1.16,-0.45,0.50,0.05,0.15,-0.10,0.03,-0.13,0.00,-0.14,0.00,-0.14,-38.79,-12.07,4.67,-0.30,16.15
Ador Welding,517041,ADORWELD,Electrodes - Welding Equipment,1409.75,246.70,18.67,4.76,-15.41,13.78,5.69,25.72,4.09,29.81,3.39,26.42,1.33,25.09,6.42,0.00,18.67,33.21,10.43,7.57,13.60,13.73,27.30,16.07,225.96,189.63,19.58,11.24,1.43,202403.00,14.23,216.62,20.70,16.01,11.77,221.54,20.83,2.85,23.68,3.35,20.33,1.09,19.24,5.54,13.70,0.00,13.70,9.40,6.18,13.60,10.07,1917.26
Adroit Info.,532172,ADROITINFO,Computers - Software - Medium / Small,18.22,7.71,1.83,69.82,198.39,10.73,-20.63,2.21,0.90,3.11,0.40,2.71,0.12,2.59,0.76,0.00,1.83,100.00,28.66,23.74,21.67,0.34,-0.79,0.86,4.14,5.92,-0.72,0.43,-15.40,202403.00,23.47,7.31,1.06,0.45,0.08,7.08,2.40,0.01,2.41,0.40,2.01,0.03,1.98,0.41,1.57,0.00,1.57,33.90,22.18,21.67,0.29,39.49
Advait Infratech,543230,,Construction,1688.50,59.73,7.23,46.18,106.57,103.46,167.81,11.45,1.38,12.83,0.78,12.05,2.16,9.89,2.66,0.00,7.23,56.74,19.17,12.10,10.20,7.09,8.82,3.50,48.95,27.46,5.50,1.47,116.87,202403.00,,,,,,72.71,12.38,0.75,13.13,0.67,12.46,2.17,10.29,2.61,7.69,0.00,7.69,17.03,10.58,10.20,7.54,1723.57
Advance Lifes.,521048,,Textiles - Jute - Yarn / Products,45.99,0.00,0.09,-100.00,-60.87,-100.00,2433.33,-0.05,0.74,0.73,0.00,0.73,0.64,0.05,0.00,-0.04,0.05,,,,6.23,0.08,-0.05,-0.07,0.00,0.00,0.03,0.02,32.43,202403.00,,,,,,0.00,-0.05,0.76,0.71,0.00,0.71,0.66,0.05,0.00,0.05,0.00,0.05,,,3.11,0.08,28.63
Advance Meter.,534612,,Electric Equipment,37.71,2.79,-2.87,-40.89,16.57,-10.36,69.22,-3.28,1.85,-1.43,1.17,-2.60,0.27,-2.87,0.00,0.00,-2.87,56.63,-117.56,-102.87,8.03,-1.79,0.70,-0.17,5.39,4.78,0.51,-0.11,56.98,202403.00,-6.14,4.49,-1.10,-2.72,-1.69,3.56,-1.12,2.99,1.87,1.16,0.71,0.24,0.47,0.00,0.46,0.00,0.46,-31.46,12.92,8.03,0.29,60.56
Advance Petroch.,506947,,Chemicals,288.00,10.99,0.23,37.89,156.10,-5.12,-76.60,0.61,0.03,0.64,0.10,0.54,0.23,0.31,0.08,0.00,0.23,23.66,5.55,2.09,0.90,2.56,0.79,0.08,8.19,8.21,0.37,-0.31,-33.70,202403.00,0.36,8.24,0.31,-0.09,-1.02,7.80,0.35,0.01,0.36,0.20,0.16,0.21,-0.05,0.00,-0.05,0.00,-0.05,4.49,-0.64,0.90,-0.56,25.92
