Name,BSE Code,NSE Code,Industry,Current Price,Sales growth 3Years,Sales growth 5Years,Profit growth 3Years,Profit growth 5Years,Sales growth 10years median,Sales growth 5years median,Sales growth 7Years,Sales growth 10Years,EBIDT growth 3Years,EBIDT growth 5Years,EBIDT growth 7Years,EBIDT growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,Profit growth 7Years,Profit growth 10Years,Change in promoter holding 3Years,Average Earnings 5Year,Average Earnings 10Year,Average EBIT 5Year,Average EBIT 10Year,Market Capitalization
Sasken Technol.,532663,SASKEN,Computers - Software - Medium / Small,1759.90,-2.97,-4.22,-11.35,-2.62,-2.46,-2.46,-1.97,-1.19,-13.72,-2.71,4.71,2.76,-11.40,-0.13,6.14,9.18,4.24,5.49,2.77,97.92,72.09,125.05,91.61,2653.55
Sastasundar Ven.,533259,SASTASUNDR,Finance & Investments,337.15,35.69,44.05,36.83,16.61,41.97,41.97,39.33,46.46,108.55,31.99,27.01,33.47,36.83,16.61,11.88,11.33,11.88,11.33,-0.51,-29.28,-28.40,-34.32,-30.56,1072.48
Sat Industries,511076,SATINDLTD,Steel - Medium / Small,91.32,34.70,16.84,88.97,34.65,7.34,7.34,27.50,38.40,53.44,23.55,49.41,43.30,88.97,33.42,47.08,28.27,50.12,41.03,0.00,27.94,14.34,46.84,25.89,1032.70
Satchmo Holdings,533202,,Construction,4.18,-29.35,-17.18,27.25,16.06,-11.85,-24.45,-24.26,-17.40,32.07,18.22,17.40,-12.62,27.25,16.06,11.27,11.61,11.27,11.61,-0.05,-65.65,-91.91,16.19,-3.34,60.95
Satia Industries,539201,SATIA,Paper,128.50,43.08,18.44,62.33,19.21,10.45,9.53,18.00,16.26,44.92,19.44,21.35,20.95,62.33,19.21,24.51,27.65,24.51,27.65,0.67,128.77,85.91,172.77,121.87,1285.00
Satin Creditcare,539404,SATIN,Finance & Investments,223.75,17.48,9.13,220.63,16.73,13.03,3.94,15.77,,32.81,9.10,17.76,,180.96,5.84,35.13,,50.49,,-2.04,120.45,,839.97,,2471.80
Satra Properties,508996,,Construction,1.03,,,25.19,,-36.88,-100.00,,,22.95,,,,25.19,,,,,,0.00,-29.85,-13.05,-2.74,12.49,18.37
Sattrix,544189,,Computers - Software - Medium / Small,200.00,,,,,59.50,59.50,,,,,,,,,,,,,,,,,,136.00
Saumya Cons,539218,,Finance & Investments,215.95,30.40,49.58,20.50,49.53,4.39,-48.32,39.69,34.63,17.63,46.93,34.18,30.96,20.50,49.53,31.59,30.61,31.59,30.61,0.00,7.15,5.08,9.15,6.31,149.15
Saurashtra Cem.,502175,SAURASHCEM,Cement - North India,133.45,37.86,23.21,-1.39,60.61,7.29,10.77,20.80,12.76,9.20,65.72,22.12,9.69,-15.50,49.34,17.08,3.51,25.26,11.84,-6.20,42.33,36.30,70.11,54.71,1481.10
Savani Financial,511577,,Finance & Investments,20.72,-2.63,-1.59,,,-7.14,-7.14,-4.85,-2.21,,,,,,,,,,,19.57,-0.40,-0.17,-0.38,-0.16,61.57
Saven Tech.,532404,,Computers - Software - Medium / Small,55.19,18.93,4.42,14.70,1.96,8.48,8.48,4.25,4.23,14.53,0.92,2.87,-3.64,14.70,1.96,5.00,-3.67,5.00,-3.67,0.00,2.66,2.38,3.52,3.18,60.04
Savera Industrie,512634,,Hotels,127.95,54.35,0.08,68.71,10.28,6.26,17.39,0.82,2.54,487.59,3.88,2.61,3.39,68.71,10.28,13.96,23.38,13.96,23.38,1.86,4.16,4.23,5.99,7.34,152.65
Savita Oil Tech,524667,SOTL,Petrochemicals,555.90,25.10,10.60,-1.99,13.46,0.80,3.07,13.99,6.12,0.53,9.63,10.11,7.11,-1.38,14.27,12.79,15.87,11.91,15.23,-2.83,197.61,134.85,287.59,203.22,3841.29
Sawaca Business,531893,,Trading,0.86,34.80,35.35,27.87,18.13,-8.53,9.74,23.41,6.98,33.65,22.34,20.55,11.92,27.87,18.12,21.16,11.86,21.16,11.86,-31.78,0.37,0.28,0.49,0.38,49.20
Sayaji (Indore),544080,,Hotels,1275.00,,,611.71,,-3.15,-3.15,,,1161.60,,,,,,,,,,,,,,,388.44
Sayaji Hot. Pune,544090,,Hotels,906.00,,,,,7.29,7.29,,,,,,,,,,,,,,,,,,276.02
Sayaji Hotels,523710,,Hotels,365.00,13.18,-14.49,31.64,26.68,-2.80,-12.04,-6.50,-11.76,72.13,1.45,-1.29,-5.83,31.64,26.68,35.55,4.15,35.55,4.15,0.04,3.23,0.31,17.75,14.37,639.40
Sayaji Industr,540728,,Miscellaneous,168.90,20.40,8.66,,,5.64,-0.84,9.06,,-38.53,-18.38,-10.31,,,,,,,,-0.01,4.11,,20.27,,106.74
SBC Exports,542725,SBC,Textiles - Products,28.25,-0.15,19.02,72.17,47.83,28.14,6.90,31.12,34.54,61.13,46.26,61.52,82.13,72.26,38.36,-13.63,19.45,61.34,85.00,-3.71,4.56,2.54,9.00,5.00,896.80
SBEC Sugar,532102,,Sugar,55.07,4.14,9.41,23.10,14.09,5.95,7.24,11.30,5.27,40.91,35.23,31.39,16.13,23.10,14.09,9.77,6.86,9.77,6.86,0.00,-8.71,-24.45,12.12,-7.87,262.39
SBEC Systems,517360,,Miscellaneous,25.04,,,227.88,16.34,0.95,0.95,,,296.32,17.48,12.00,,,,,,11.30,,0.00,0.56,,1.16,,25.04
SBFC Finance,543959,SBFC,Finance & Investments,83.00,25.92,41.99,40.74,57.52,38.75,38.75,,,23.40,50.79,,,28.74,44.06,,,,,,114.56,,422.92,,8913.54
SBI Cards,543066,SBICARD,Finance & Investments,726.15,22.23,19.34,34.72,22.72,28.01,24.25,26.12,28.01,34.23,20.21,27.42,26.07,34.23,19.64,27.01,21.10,30.54,23.44,-0.77,1702.51,1090.21,3820.66,2570.11,69060.69
SBI Life Insuran,540719,SBILIFE,Finance & Investments,1488.00,17.24,24.23,9.16,8.64,11.53,1.31,23.25,22.56,6.10,4.71,8.07,9.28,9.11,8.61,10.26,10.02,10.28,10.04,-0.28,1598.07,1300.58,1818.14,1519.31,149034.64
SBL Infratech,543366,,Construction,36.10,23.61,11.20,71.00,,-87.92,-87.92,,,40.10,61.54,,,232.72,,,,,,,-0.06,,-0.05,,2.93
SC Agrotech,526081,,Miscellaneous,21.79,69.35,,81.71,36.85,-25.85,-66.67,2.55,52.49,65.10,40.11,27.24,10.44,81.71,36.85,29.17,18.43,29.17,18.43,0.00,-0.09,-0.02,-0.08,-0.02,13.07
Scan Projects,531797,,Trading,73.87,38.00,14.33,208.40,46.59,4.87,0.34,14.22,5.61,53.87,26.09,13.91,3.54,208.40,46.59,32.93,7.68,32.93,7.68,0.00,0.26,0.23,0.39,0.40,21.20
Scan Steels,511672,,Steel - Medium / Small,66.00,,,,,-11.49,-11.49,,,,,,,,,,,,,0.00,,,,,345.52
Scanpoint Geoma,526544,,Computers - Software - Medium / Small,8.17,-12.03,-5.75,-7.24,-0.61,-2.41,-17.40,-1.46,-1.42,-8.55,0.46,16.04,5.01,-7.20,-0.58,31.40,8.32,31.36,8.30,-18.82,1.59,0.68,4.01,2.49,137.34
Schaeffler India,505790,SCHAEFFLER,Bearings,4647.55,24.31,9.64,46.27,15.30,5.72,5.22,22.02,17.92,34.40,11.77,21.65,20.20,46.27,15.30,13.76,14.77,24.50,22.25,0.00,613.39,445.22,837.67,630.99,72642.90
Schneider Elect.,534139,SCHNEIDER,Electric Equipment,909.75,19.38,9.68,145.95,138.07,5.81,16.13,8.30,6.14,54.92,33.31,26.22,25.69,145.95,138.07,17.24,14.87,17.24,14.87,0.00,58.88,1.46,120.02,54.30,21752.12
Scintilla Comm,538857,,Finance & Investments,5.51,6.39,0.34,,,-12.12,1.72,-4.92,5.67,,,-8.05,,,,-8.29,,-8.29,,0.00,-0.01,-0.01,0.03,0.02,5.53
Scoobee Garments,531234,,Textiles - Products,77.06,15.52,52.66,41.56,5.66,63.00,49.28,179.73,44.54,111.60,16.99,2.86,18.15,41.56,5.66,-9.32,11.51,-9.32,11.51,0.00,1.02,1.03,4.60,2.93,104.03
Scooters India,505141,,Automobiles - Scooters And 3 - Wheelers,78.80,,,10.79,,-30.67,-100.00,,,26.59,20.09,12.04,-22.39,10.79,,,,,,0.00,-23.39,-13.27,-14.64,-8.46,687.71
SDC Techmedia,535647,,Entertainment / Electronic Media Software,9.24,82.01,2.18,-7.99,,44.12,9.24,14.87,57.56,27.81,-50.07,-31.62,8.04,-7.99,,,,,,-16.64,-1.52,-0.77,-0.89,-0.27,6.00
Sea TV Network,533268,,Entertainment / Electronic Media Software,8.59,-3.53,-2.51,15.83,10.12,-5.79,-5.79,-4.62,-4.09,10.94,-3.83,,,15.83,10.12,8.22,3.68,8.22,3.68,0.00,-4.78,-8.67,-4.51,-6.43,10.33
Seacoast Ship.,542753,,Shipping,4.95,15.45,324.95,22.27,358.62,92.59,92.59,115.21,167.43,30.64,310.85,163.33,126.25,22.29,,,,168.82,114.18,-57.23,10.76,5.38,17.67,8.84,266.63
Sealmatic India,543782,,Engineering,630.00,26.34,,15.16,,20.33,20.33,,,15.08,,,,-67.68,,,,,,,8.11,,11.30,,570.16
SEAMEC Ltd,526807,SEAMECLTD,Shipping,1266.25,41.61,18.38,47.94,7.96,-6.44,25.06,19.66,5.98,38.42,13.90,25.48,17.77,47.94,7.96,15.87,54.82,15.87,50.55,0.08,78.58,38.09,87.91,45.58,3219.45
Seasons Textiles,514264,,Textiles - Products,16.75,15.66,-6.73,20.06,,-0.32,-10.04,-6.24,-3.02,2.15,-7.39,-6.40,-4.69,20.06,,,,,,0.00,-0.42,0.04,2.13,2.95,12.55
Secmark Consult.,543234,SECMARK,Computers - Software - Medium / Small,97.70,47.97,45.05,,,34.81,41.00,41.74,37.75,-5.68,5.74,17.61,39.33,,,,,,,1.92,-0.46,0.08,-0.31,0.26,101.43
SecUR Credential,543625,SECURCRED,Miscellaneous,11.50,-5.46,4.21,178.66,8.59,20.49,-8.83,39.90,,28.72,15.90,119.20,,178.97,8.66,,,134.46,,-61.59,2.78,,8.02,,47.23
SecureKloud Tech,512161,SECURKLOUD,Computers - Software - Medium / Small,37.00,-0.98,-16.58,,,8.23,-8.25,-6.09,22.68,,,,,,,,,,,5.35,-35.37,22.65,-46.08,42.57,123.63
Sejal Glass,532993,SEJALLTD,Glass & Glass Products,369.95,153.79,80.54,33.57,18.14,90.83,142.81,,2.63,115.52,40.55,,21.14,48.45,24.58,,10.42,,8.25,27.28,-1.71,,0.81,,373.65
SEL Mfg. Co,532886,SELMC,Textiles - Cotton/Blended,60.98,25.49,-9.10,5.60,-17.13,-32.49,-32.49,-21.74,-20.32,18.03,,9.70,,5.60,,,,7.35,,-0.23,-185.09,-339.97,-157.75,-185.54,202.06
Selan Expl. Tech,530075,SELAN,Oil Drilling / Allied Services,726.70,50.25,12.15,113.80,-6.43,-4.00,40.41,16.80,5.04,49.35,-5.60,2.08,-6.19,113.80,-4.99,21.84,-2.29,20.53,-3.03,0.37,19.98,21.73,25.30,28.65,1104.56
Sellwin Traders,538875,,Miscellaneous,23.90,828.01,,82.67,60.35,-50.00,0.91,,99.51,97.04,67.79,44.73,60.44,82.67,60.35,40.11,56.12,40.11,56.12,-26.37,0.19,0.08,0.25,0.11,19.60
Semac Consul,505368,SEMAC,Engineering - Turnkey Services,620.00,-1.21,-9.56,,,-16.78,-24.58,-6.78,-3.16,,,,,,,,,,,0.03,0.73,4.17,6.11,12.08,190.15
Senco Gold,543936,SENCO,Diamond Cutting / Jewellery,1135.00,25.27,16.05,45.30,20.39,12.18,15.30,,,29.28,19.34,,,28.05,11.60,,,,,,126.45,,258.36,,8819.43
Senthil Infotek,531980,,Computers - Software - Medium / Small,19.28,0.00,6.58,,,-8.33,-8.33,4.65,0.96,0.00,0.00,-9.43,0.00,,,,,,,0.18,0.01,0.01,0.01,0.01,9.73
SEPC,532945,SEPC,Engineering - Turnkey Services,18.76,-1.26,-14.14,28.78,-8.26,10.62,0.50,-3.96,1.26,59.91,-11.97,-3.89,9.06,28.05,-13.74,11.35,7.19,11.72,7.42,-1.79,-95.52,-97.94,11.55,57.75,2933.34
Sequent Scien.,512529,SEQUENT,Pharmaceuticals - Indian - Bulk Drugs & Formln,118.05,0.20,5.68,,,12.76,3.76,10.44,13.24,-30.67,-11.45,4.28,21.69,,,-4.78,6.22,-5.38,5.37,-1.07,26.14,57.20,67.15,99.20,2945.11
Sera Investments,512399,,Finance & Investments,18.22,323.95,113.12,279.28,188.70,7.69,-55.22,62.32,42.76,599.55,145.57,66.05,35.38,181.11,109.32,36.46,16.65,72.70,31.83,3.85,0.51,0.38,2.00,1.22,118.43
Service Care Ltd,,SERVICE,Miscellaneous,55.00,29.27,,166.64,,21.26,21.26,,,89.70,,,,-74.55,,,,,,,2.43,,2.97,,63.24
Servoteach Inds.,531944,,Engineering - Turnkey Services,26.18,,,,-12.94,-100.00,-100.00,,,,-12.94,-3.14,,,-12.94,-3.14,,-3.14,,-16.75,-0.06,-0.10,-0.06,-0.10,10.28
Servotech Power,,SERVOTECH,Electric Equipment,88.23,52.39,28.14,118.24,30.88,22.70,22.70,20.91,24.66,55.76,23.81,10.92,24.14,106.22,26.51,-17.31,15.55,12.27,47.03,-10.53,5.51,4.05,10.23,8.14,1966.68
Seshasayee Paper,502450,SESHAPAPER,Paper,337.20,32.08,6.33,37.27,6.42,0.21,-10.66,7.20,6.11,45.57,4.18,8.45,11.74,37.27,6.43,10.62,25.49,10.61,25.49,0.13,204.55,151.53,270.42,216.15,2126.65
Setco Automotive,505075,SETCO,Auto Ancillaries,12.95,5.37,-0.96,,,3.61,19.18,-1.04,3.11,3.23,-11.64,-7.97,-3.12,,,,,,,0.00,-81.87,-36.32,0.62,23.01,173.23
Setubandhan Inf.,533605,SETUINFRA,Construction,0.89,-59.75,-50.41,26.01,-66.03,-10.90,-49.49,-35.33,-25.69,26.77,-39.90,-27.43,-16.96,26.01,-66.03,-51.64,-37.94,-51.64,-37.94,0.00,-15.41,-5.36,-12.89,-0.26,11.18
Seven Hill Inds.,511760,,Finance & Investments,1.16,,,61.43,23.79,-100.00,-100.00,,,61.43,23.79,67.86,49.38,61.42,23.78,67.86,45.32,67.86,45.32,0.00,-0.11,-0.46,-0.11,-0.46,15.08
Seya Industries,524324,SEYAIND,Chemicals,26.30,-43.21,-54.49,17.99,,10.77,-43.47,-40.74,-24.35,19.45,-38.06,-22.29,-2.19,17.99,,,,,,-0.47,1.83,23.21,3.45,35.69,69.88
SG Finserve,539199,,Finance & Investments,387.95,332.20,265.72,267.75,197.52,10.34,357.71,120.86,63.98,364.31,232.23,144.92,106.50,65.49,87.32,63.43,51.83,130.11,92.93,-8.48,19.68,9.92,40.89,20.57,2132.92
SG Mart,512329,,Trading,455.00,651.95,388.95,488.16,232.59,28.00,3800.00,245.13,225.65,496.85,241.98,115.74,149.52,231.66,135.84,66.39,101.37,112.69,139.10,-22.11,12.40,6.27,18.86,9.53,5075.11
SGN Telecoms,531812,,Cables - Power,0.78,,,,-25.56,-71.43,,,,,-27.10,,,,-25.56,,,,,0.00,-0.45,-0.42,-0.44,-0.40,6.30
Sh. Ajit Pulp,538795,,Paper,234.00,3.37,1.78,-29.95,-19.20,-0.92,-10.86,5.05,3.70,-14.98,-9.42,5.87,0.71,-29.95,-19.20,3.60,-3.47,3.60,-3.47,3.74,18.91,15.18,30.45,25.91,185.09
Sh. Bajrang All.,526981,,Steel - Medium / Small,283.10,38.67,29.42,10.00,15.89,9.90,11.22,33.71,18.17,-1.57,12.51,11.01,2.54,10.00,15.89,71.67,41.72,71.67,41.72,4.05,38.22,21.94,6.82,5.03,254.79
Sh. Digvijay Cem,502180,SHREDIGCEM,Cement - North India,110.95,16.33,12.65,17.33,115.01,9.21,9.21,14.08,9.09,11.45,38.02,33.55,42.62,15.96,113.22,42.61,19.27,43.32,19.60,-1.97,62.31,33.00,89.16,51.44,1635.48
Sh. Dinesh Mills,503804,,Textiles - Products,520.30,11.60,2.83,4.25,76.03,-2.64,8.97,0.96,-0.31,5.74,11.77,5.88,-1.45,4.25,73.44,21.92,6.16,23.62,7.19,0.00,7.11,4.47,9.69,6.98,291.38
Sh. Ganesh Elas.,530797,,Finance & Investments,23.38,23.67,21.56,47.30,,-1.83,92.25,14.23,16.38,59.75,134.34,46.48,37.15,47.30,,31.48,55.28,31.48,55.28,0.00,0.64,0.28,0.78,0.41,12.86
Sh. Hari Chem.,524336,,Dyes And Pigments,76.50,35.05,22.32,39.70,21.39,13.02,34.18,2.71,8.39,42.00,52.79,30.59,-7.74,39.70,21.39,18.14,-16.26,18.14,-16.26,0.13,-3.41,0.18,-3.40,1.52,34.04
Sh. Jagdamba Pol,512453,,Packaging,720.30,14.91,13.78,-7.60,8.02,10.62,10.44,13.75,15.04,-1.39,11.86,18.58,20.16,-7.60,8.02,27.44,26.26,27.35,26.20,-0.22,36.35,23.44,52.66,35.36,630.84
Sh. Karthik Pap.,516106,,Paper,10.86,51.46,0.77,31.04,15.18,7.59,-22.63,4.56,7.95,30.41,17.44,-8.83,-0.09,31.04,15.18,-23.41,-1.85,-23.41,-1.85,0.00,-0.11,-0.50,1.17,0.81,20.75
Sh. Krish. Infr.,542146,,Construction,84.84,1.18,-1.74,44.22,-5.59,23.21,15.07,5.20,21.91,0.00,2.38,23.97,24.57,-5.01,-26.52,-7.86,-6.74,16.99,11.61,2.62,0.02,0.02,0.03,0.04,93.32
Sh. Krishna Pap.,500388,,Paper,40.26,27.64,0.24,28.45,-38.66,-11.04,-18.85,0.77,-0.92,36.50,-7.26,-6.04,-5.88,28.45,-38.66,-36.87,-17.71,-36.87,-17.71,0.02,-2.29,0.23,2.18,4.18,54.43
Sh. Rajas. Synt.,503837,,Textiles - Spinning - Synthetic / Blended,9.81,-11.62,-31.85,25.89,14.82,-12.86,-47.17,-28.12,-21.58,61.29,18.56,-21.68,-18.22,25.94,14.85,10.09,,9.72,,0.00,-25.08,-16.90,-8.32,-1.38,13.44
Sh. Rama Multi.,532310,SHREERAMA,Packaging,28.00,9.38,8.66,40.65,39.52,2.45,10.68,5.65,5.39,10.86,14.48,1.19,-0.31,40.63,,,,30.79,11.42,19.06,5.88,1.09,5.58,2.93,373.96
Sh. Steel Wire,513488,,Steel - Medium / Small,38.35,-10.62,-8.25,,,9.18,9.18,1.33,1.03,-50.78,-32.45,-21.50,-18.06,,,,,,,1.20,0.74,0.72,1.00,1.07,12.70
Sh.Pushkar Chem.,539334,SHREEPUSHK,Dyes And Pigments,209.00,26.95,9.95,9.53,-1.94,14.33,6.16,13.15,,12.98,0.53,4.07,,8.62,-2.50,2.29,,2.95,,1.65,38.49,,51.54,,660.96
Sh.Renuka Sugar,532670,RENUKA,Sugar,49.60,26.10,20.24,,9.09,8.28,15.75,-0.65,-0.20,2.18,21.24,-0.34,-2.99,,9.72,8.41,5.87,5.54,2.41,0.00,121.46,-762.45,809.31,-251.05,10557.28
Shah Alloys,513436,SHAHALLOYS,Steel - Medium / Small,62.54,6.91,1.47,20.15,,2.57,-2.08,10.79,,-56.41,-25.02,14.28,,20.15,,8.17,,8.17,,0.03,-6.60,-23.48,12.88,-8.32,123.83
Shah Foods,519031,,Food - Processing - Indian,244.90,,,15.75,,-0.19,-91.18,,,15.02,,,,15.75,,,,,,2.36,-0.57,-0.17,-0.58,-0.13,14.69
Shah Metacorp,533275,SHAH,Steel - Medium / Small,4.04,97.40,-8.13,27.18,18.04,-9.55,59.30,-7.97,-9.98,28.00,38.27,-5.76,-6.60,26.94,17.41,14.37,19.89,15.28,22.72,-28.74,-18.59,-14.48,-20.35,-11.08,169.30
Shahi Shipping,526508,,Shipping,17.12,10.00,4.01,62.51,16.93,-4.95,14.14,-5.96,-4.35,197.82,17.73,-0.62,-4.42,62.51,16.93,,62.89,,62.89,0.00,-0.48,-1.77,-0.06,-1.18,24.81
Shahlon Silk,542862,,Textiles - Products,20.85,13.18,-10.17,34.75,0.21,-1.41,-1.41,,,12.35,-5.54,,,34.75,,,,,,-0.12,-0.38,,16.42,,186.20
Shaily Engineer.,501423,SHAILY,Plastics Products,808.15,,,,,6.06,6.06,,,,,,,,,,,,,-7.27,,,,,3706.78
Shakti Press,526841,,Printing & Stationery,31.08,9.38,4.53,2.17,-42.96,-1.19,12.09,3.44,-0.46,19.86,-23.55,44.96,12.02,2.17,-42.96,13.24,7.81,13.24,7.81,0.00,0.51,0.67,1.23,1.27,10.94
Shakti Pumps,531431,SHAKTIPUMP,Pumps,3848.40,13.82,20.32,23.30,25.74,1.63,26.77,18.09,16.72,16.13,19.69,20.32,15.61,19.81,23.59,29.19,15.75,30.79,18.95,-3.08,58.43,42.11,97.08,74.68,7710.30
Shalby,540797,SHALBY,Healthcare,271.00,29.41,15.10,24.60,21.42,11.49,15.16,16.34,13.69,26.21,16.21,14.10,11.55,24.60,21.42,13.09,-3.34,16.56,8.20,-5.21,55.24,43.67,93.95,75.21,2927.06
Shalibhadra Fin.,511754,,Finance & Investments,623.00,16.19,8.09,50.52,13.34,14.54,7.97,11.15,11.97,18.69,5.80,10.75,11.46,34.58,5.98,10.33,11.01,15.75,14.80,8.61,7.14,5.93,17.47,14.84,436.10
Shalimar Agencie,539895,,Finance & Investments,42.63,,,13.04,6.58,13.95,-100.00,,,13.04,6.58,8.08,,13.04,6.58,8.08,,8.08,,1.67,-0.09,-0.08,-0.08,-0.08,12.79
Shalimar Paints,509874,SHALPAINTS,Paints / Varnishes,141.35,18.00,13.21,-19.36,-2.49,-5.32,10.17,6.26,1.41,,4.18,,,1.41,5.11,,,,,22.63,-51.56,-38.52,-31.62,-22.90,1183.25
Shalimar Prod.,512499,,Entertainment / Electronic Media Software,0.71,-22.38,-23.79,5.27,47.58,-8.02,-8.02,-10.18,6.34,13.48,18.89,6.79,-8.46,5.27,47.58,12.87,-7.93,12.87,-7.93,-11.18,0.05,0.05,0.07,0.06,69.88
Shalimar Wires,532455,,Textiles - Products,21.99,13.27,2.18,25.34,13.69,4.70,6.37,3.55,3.55,44.05,23.27,6.63,8.35,25.34,13.69,,6.10,,5.95,0.00,-6.02,-4.28,7.51,6.60,94.02
Shamrock Indl.,531240,,Trading,12.04,,,23.22,14.74,,,,,23.22,14.74,4.20,,23.22,14.74,4.20,,4.20,,0.00,-0.18,-0.68,-0.18,-0.66,6.54
Shangar Decor,540259,,Miscellaneous,8.33,55.72,15.87,44.22,31.60,11.58,34.47,19.15,13.17,24.16,16.53,22.26,13.19,44.22,31.51,33.29,25.22,33.35,25.25,-35.00,0.32,0.21,0.49,0.39,10.20
Shankar Lal Ram.,542232,,Trading,104.90,17.46,10.35,-5.30,34.00,12.31,6.65,38.66,,-7.47,18.23,57.09,,-5.28,26.52,43.94,,79.01,,0.33,11.95,,17.44,,671.02
Shankara Build.,540425,SHANKARA,Trading,688.40,33.30,13.65,79.04,20.18,3.67,18.64,11.11,9.62,26.08,7.71,0.27,5.66,75.52,18.76,3.65,9.67,4.54,10.81,-7.23,46.25,45.93,93.28,105.43,1669.30
Shantai Indust.,512297,,Trading,35.15,44.22,-36.84,24.72,,-17.77,-17.77,-46.88,51.69,24.49,,,,24.72,,,,,,0.00,-0.25,0.17,-0.20,0.33,5.27
Shanthala,,SHANTHALA,Trading,71.50,1.69,,27.47,,2.00,2.00,,,-0.52,,,,-75.09,,,,,,,,,,,47.89
Shanthi Gears,522034,SHANTIGEAR,Engineering,629.90,35.49,17.27,60.16,20.24,11.34,20.28,16.59,13.22,52.02,18.57,14.94,9.03,60.16,21.76,21.49,17.01,20.40,16.27,0.00,47.30,34.59,63.50,45.56,4832.35
Shanti Educat.,539921,,Miscellaneous,85.79,68.48,0.18,14.29,26.54,17.66,30.12,5.86,10.62,47.06,17.41,4.07,22.19,14.29,26.54,6.62,16.90,6.62,17.88,3.24,1.91,1.75,2.52,2.55,1381.22
Shanti Guru Inds,534708,,Trading,18.46,,,,,-84.13,-100.00,,,,,,,,,,4.70,,4.70,2.10,0.00,0.22,0.02,0.41,22.72
Shanti Overseas,,SHANTI,Food - Processing - Indian,15.82,-63.00,-42.76,,,-3.63,-8.40,-28.34,,,,,,,,,,,,-4.49,-0.72,,0.07,,17.58
Shanti Spintex,544059,,Textiles - Cotton/Blended,63.49,64.90,,56.76,,36.59,36.59,,,31.27,,,,17.43,,,,,,,7.22,,11.52,,107.22
Shantidoot Infra,543598,,Construction,156.00,34.07,,139.73,,28.08,28.08,,,139.36,,,,-66.29,,,,,,,0.73,,1.03,,28.05
Sharanam Infra,539584,,Trading,0.55,56.41,,,17.23,40.00,-100.00,50.64,56.48,44.22,17.41,,,40.10,20.45,33.35,,,,-4.61,-0.04,-0.04,-0.04,-0.04,6.60
Sharat Industrie,519397,,Aquaculture,58.86,6.47,9.39,31.52,15.23,3.13,3.13,9.71,8.21,18.03,11.39,11.20,11.16,27.94,13.33,17.38,7.71,18.78,8.61,-13.22,4.05,3.16,13.25,10.49,140.75
Sharda Cropchem,538666,SHARDACROP,Pesticides / Agrochemicals - Indian,481.50,9.71,9.63,-47.81,-31.24,15.20,13.00,12.36,14.88,-11.22,-2.84,0.13,6.38,-47.81,-31.24,-22.61,-11.29,-22.61,-11.29,0.00,226.96,202.22,311.10,289.12,4344.14
Sharda Ispat,513548,,Steel - Medium / Small,665.40,34.41,15.03,74.04,15.59,8.22,20.27,22.19,11.91,60.07,14.74,22.72,21.89,74.04,15.59,31.36,92.49,31.36,92.49,0.00,5.44,4.14,8.30,7.00,338.02
Sharda Motor,535602,SHARDAMOTR,Auto Ancillaries,2265.00,17.39,19.77,57.59,28.68,6.50,19.71,15.22,13.09,45.41,22.78,18.29,18.27,57.53,28.66,25.69,34.67,25.71,34.69,0.00,155.21,106.71,209.20,148.42,6734.21
Shardul Sec.,512393,,Finance & Investments,253.00,94.06,90.62,84.59,201.90,-5.37,-18.92,62.34,39.76,97.58,143.76,84.35,41.23,84.59,201.90,103.36,21.95,103.36,21.95,0.00,23.77,13.83,38.17,21.64,442.75
Share India Sec.,540725,SHAREINDIA,Finance & Investments,292.50,48.49,48.43,74.13,76.92,36.24,36.24,45.02,,70.91,66.28,68.28,,64.92,62.32,30.93,,76.58,,-3.56,215.67,,327.45,,5774.10
Sharika Enterpr.,540786,,Trading,22.81,16.25,26.68,242.71,26.09,20.56,28.49,19.06,21.97,-3.30,0.39,-6.93,5.77,242.96,26.15,-52.52,7.45,-7.30,22.59,0.00,-0.40,0.29,1.62,2.08,98.77
Sharp Chucks and,,SCML,Castings & Forgings,110.00,14.65,13.86,22.60,18.15,15.56,15.56,,,-0.29,2.91,,,18.78,15.92,,,,,,4.40,,11.71,,118.36
Sharp India,523449,,Electronics - Consumer,87.00,,,1.16,-11.01,-84.04,-100.00,,,1.33,-0.84,1.60,,1.16,-11.01,-5.02,,-5.02,,0.00,-16.17,-12.96,-10.03,-9.05,225.67
Sharp Investment,538212,,Finance & Investments,0.80,196.25,8.87,,,-15.04,22.22,-17.02,3.19,,,,,,,,,,,-20.48,-0.04,0.02,-0.04,0.02,19.37
Sharpline Broadc,543341,,Miscellaneous,6.65,75.86,42.98,195.62,18.98,23.53,23.53,124.37,,228.27,26.61,,,,,,,,,,-0.13,0.02,0.81,0.52,11.16
Shashank Traders,540221,,Trading,24.21,,,,,-31.82,-100.00,,,,,3.51,,,,3.87,,3.87,,0.00,-0.15,-0.09,-0.14,-0.08,7.49
Shashijit Infra.,540147,,Construction,6.58,17.59,0.79,50.00,12.89,-16.58,9.09,1.13,-5.34,24.05,7.76,0.00,-2.74,49.99,12.88,-13.36,-47.89,-13.35,-15.27,-21.09,0.01,0.38,0.82,1.17,34.04
Shashwat Furnis.,543519,,Miscellaneous,42.50,,,,,-33.04,-33.04,,,,,,,,,,,,,,,,,,8.87
